name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
**Nhiệt điện Phả Lại**,Coal,Operational,1986–2002,Hải Dương,0,[MOIT PDP VII (2016)](https://moit.gov.vn),[EVN Annual Report 2022](https://www.evn.com.vn),"Expanded in phases; Units 1-2 (1986), Units 3-4 (2001–2002)."
**Nhiệt điện Phả Lại 2**,Coal,Operational,2013–2014,Hải Dương,0,[MOIT PDP VII Revised (2016)](https://moit.gov.vn),[Global Energy Monitor (GEM)](https://globalenergymonitor.org),
**Nhiệt điện Quảng Ninh**,Coal,Operational,2006–2011,Quảng Ninh,0,[EVN Project List](https://www.evn.com.vn),[IEA Vietnam Report (2021)](https://www.iea.org),
**Nhiệt điện Uông Bí**,Coal,Operational,1975–2012,Quảng Ninh,0,[MOIT PDP VII (2016)](https://moit.gov.vn),[GEM Coal Tracker](https://globalenergymonitor.org),"Expanded in phases; Units 1-2 (1975), Units 3-4 (2008–2012)."
**Nhiệt điện Mông Dương 1**,Coal,Operational,2015,Quảng Ninh,0,[AES Vietnam](https://www.aes.com),[GEM Coal Tracker](https://globalenergymonitor.org),BOT project (25-year PPA).
**Nhiệt điện Mông Dương 2**,Coal,Operational,2019–2020,Quảng Ninh,0,[MOIT PDP VIII Draft (2023)](https://moit.gov.vn),[GEM Coal Tracker](https://globalenergymonitor.org),
**Nhiệt điện Hải Phòng**,Coal,Operational,2018,Hải Phòng,0,[PVN Annual Report 2022](https://www.pvn.vn),[GEM Coal Tracker](https://globalenergymonitor.org),
**Nhiệt điện Thái Bình 1**,Coal,Operational,2020,Thái Bình,0,[EVN Project List](https://www.evn.com.vn),[MOIT PDP VII Revised (2016)](https://moit.gov.vn),
**Nhiệt điện Thái Bình 2**,Coal,Under construction,2024 (est.),Thái Bình,0,[PVN Press Release (2023)](https://www.pvn.vn),[GEM Coal Tracker](https://globalenergymonitor.org),Delayed due to financing issues.
**Nhiệt điện Nghi Sơn 1**,Coal,Operational,2020,Thanh Hóa,0,[Marubeni Project List](https://www.marubeni.com),[GEM Coal Tracker](https://globalenergymonitor.org),BOT project (25-year PPA).
