name,fuel,status,cod,province,capacity_mwe
Van Phong 1 Thermal Power Plant,432,Coal,,Van Phong,1
Vung Ang II Thermal Power Plant,330,Coal,,Vung Ang,1
Na Duong II Thermal Power Plant,Coal,Pre-construction,,Na Duong,110
Quang Trach I Thermal Power Plant,403,Coal,,Quang Trach,1
An Khanh - Bac Giang Thermal Power Plant,Coal,Planning,,Bac Giang,650
Long Phu 1 Thermal Power Plant,200,Coal,,Long Phu,1
Quang Tri Thermal Power Plant (Coal),320,Coal,,Quang Tri,1
Cong Thanh Thermal Power Plant,Coal,Suspended-Proposed Conversion to LNG,,Cong Thanh,600
Nam Dinh I Thermal Power Plant,200,Coal,,Nam Dinh,1
Vinh Tan III Thermal Power Plant,980,Coal,,Vinh Tan,1
Song Hau II Thermal Power Plant,120,Coal,,Song Hau,2
O Mon I,Local Natural Gas,Operating,,Can Tho,660
O Mon II,050,Local Natural Gas,,Can Tho,1
O Mon III,500,Local Natural Gas,,Can Tho,1
Quang Trach II,500,Coal-LNG Conversion Proposed,,Quang Trach,1
Ca Na LNG,500,Imported LNG,,Ninh Thuan,1
Nghi Son LNG,500,Imported LNG,,Thanh Hoa,1
Quynh Lap LNG,500,Imported LNG,,Nghe An,1
Pleiku 3,Local Natural Gas,Operating,,Ly Binh,110
Uong Bi 1-2,Coal,Operating,,Uong Bi,232
Pha Lai 1-2,040,Coal,,Pha Lai,1
Nha Trang,Coal,Operating,,Hoa Khanh,284
Phu My 1-2,146,Local Natural Gas-LNG,,Phu My,1
Phu My 3,Imported LNG,Planning,,Phu My,715
Phu My 4,Imported LNG,Planning,,Phu My,498
Vung Ang 1,200,Coal,,Vung Ang,1
Mong Duong 1,080,Coal,,Mong Duong,1
Mong Duong 2,200,Coal,,Son Dong,1
Cam Pha,Coal,Operating,,Cam Pha,660
Duyen Hai 1-2,245,Coal,,Duyen Hai,1
Dinh Cua,Local Natural Gas,Operating,,Dinh Cua,489
Thai Binh 2,Coal,Operating,,Thai Binh,600
Tra Vinh 1,Coal,Operating,,Tra Vinh,600
Long An I,500,Imported LNG,,Long An,1
Long An II,500,Imported LNG,,Long An,1
Son My I,250,Imported LNG,,Binh Thuan,2
Son My II,250,Imported LNG,,Binh Thuan,2
Long Son,500,Imported LNG,,Vung Tau,1
Long Phu 2,200,Coal-Conversion to LNG Proposed,,Soc Trang,1
Hiep Phuoc 1,200,Imported LNG,,Ho Chi Minh City,1
Hiep Phuoc 2,500,Imported LNG,,(Proposed),1
Tan Phuoc 1,200,Coal-Conversion to LNG Proposed,,Tan Phuoc,1
Nhon Trach 3,Imported LNG,Operating,,Long Thanh,800
Nhon Trach 4,Imported LNG,Operating,,Long Thanh,800
Hai Phong 1,600,Imported LNG,,(Pipeline MW),1
Hai Phong 2,,,,Phu Duc-Hai Phong,0
