name,fuel,status,cod,province,capacity_mwe
Tan Thien,Coal,Completed,,Thi Bui,4400
Phap Tra,Coal,Completed,,Hanoi,1250
Hai Phong,Natural Gas,Completed,,1350,0
Vinh Long,LNG,Under Construction,,Ninh Binhang,2000
Hanoi Gas,Natural Gas,Completed,,Hanoi,850
Binh Duong Coal,Coal,Under Construction,,Binh Duong,990
Vinh Van Gas,Natural Gas,Completed,,Vinh Van,250
Da Nang Coal,Coal,Completed,,DaNang,3000
Ninh Huynh Gas,Natural Gas,Completed,,Ninh Huynh,580
Long Quan Coal,Coal,Completed,,Long Quan,2000
Vung Lang Gas,Natural Gas,Completed,,Vung Lang,890
Hanoi Gas,Imported LNG,Completed,,Hanoi,1440
