name,fuel,status,cod,province,capacity_mwe
Duyen Hai 1,Coal,Operational,2012,Vinh Phuc,1240
Duyen Hai 2,Coal,Operational,2015,Vinh Phuc,1240
Duyen Hai 3,Coal,Operational,2018,Vinh Phuc,621.5
Duyen Hai 4,Coal,Operational,2020,Vinh Phuc,621.5
Nghi Son 1,Coal,Operational,2015,Thanh Hóa,1000
Nghi Son 2,Coal,Operational,2019,Thanh Hóa,1000
Mong Duong 1,Coal,Operational,2013,Quảng Ninh,2100
Mong Duong 2,Coal,Operational,2015,Quảng Ninh,2100
Vinhaslam 1,Coal,Preparation,-,Quảng Ninh,2000
Vinhaslam 2,Coal,Preparation,-,Quảng Ninh,2000
Vinhaslam 3,Coal,Preparation,-,Quảng Ninh,2000
Song May 1,Coal,Operational,2020,Hung Yên,600
Song May 2,Coal,Operational,2020,Hung Yên,600
Song Hau 1,Coal,Operational,2020,Sóc Trăng,1200
Song Hau 2,Coal,Operational,2020,Sóc Trăng,1200
Nha Be,Imported LNG,Operational,2021,Ho Chi Minh City,700
Biên Hòa,Imported LNG,Operational,2022,Đồng Nai,750
Nghi Son BOT,Imported LNG,Operational,2023,Thanh Hóa,1500
Phú Mỹ 3,Imported LNG,Operational,2006,Bà Rịa-Vũng Tàu,750
Phú Mỹ 4,Imported LNG,Operational,2010,Bà Rịa-Vũng Tàu,750
Phú Mỹ 2,Imported LNG,Operational,2012,Bà Rịa-Vũng Tàu,925
Phú Mỹ 5,Imported LNG,Operational,2014,Bà Rịa-Vũng Tàu,925
Phú Mỹ 2.2,Imported LNG,Operational,2017,Bà Rịa-Vũng Tàu,1200
Phú Mỹ 3.2,Imported LNG,Operational,2018,Bà Rịa-Vũng Tàu,1500
Phú Mỹ 4.2,Imported LNG,Operational,2019,Bà Rịa-Vũng Tàu,1500
O Mon I,Local Natural Gas,Operational,2000,Cần Thơ,150
O Mon II,Local Natural Gas,Operational,2003,Cần Thơ,150
Nam Dinh 1,Local Natural Gas,Operational,2019,Nam Dinh,480
Nam Dinh 2,Local Natural Gas,Operational,2020,Nam Dinh,480
Dien Khanh,Local Natural Gas,Operational,2014,Khanh Hoa,300
Ninh Thuan 1,Coal,Operational,2018,Ninh Thuan,1200
Ninh Thuan 2,Coal,Operational,2019,Ninh Thuan,1200
Ca Mau LNG,Imported LNG,Preparation,2025,Ca Mau,3200
