name,fuel,status,cod,province,capacity_mwe
Ngan Duong 1 & 2,Coal,Operational,2015,Quang Ninh,980
Uong Bi 1,Coal,Operational,2003,Quang Ninh,478
Uong Bi 2,Coal,Under Construction,2024,Quang Ninh,500
Phu My 2.4,Coal,Operational,2021,Ba Ria-Vung Tau,250
Thoi Nhat,Coal,Planned,2027,Dong Nai,3600
Thai Binh 1,Coal,Planned,2028,Thai Binh,2000
Thai Binh 2,Coal,Planned,2029,Thai Binh,2000
Ham Hoi (Van Phong),Coal,Cancelled,-,Khanh Hoa,1440
Phu My 2.1 & 2.2,Natural Gas (Domestic),Operational,2000,Ba Ria-Vung Tau,1805
Phu My 3,Natural Gas (Domestic),Operational,1997,Ba Ria-Vung Tau,605
Tra Cu 1 & 2,Natural Gas (Domestic),Operational,2004,Tra Vinh,2268
Ca Mau 1,Natural Gas (Domestic),Operational,2004,Ca Mau,640
U Minh Thuong 1,Natural Gas (Domestic),Operational,2010,Ca Mau,460
Nam Can,Natural Gas (Domestic),Operational,2020,Soc Trang,1460
Dat Ham,Natural Gas (Domestic),Operational,2014,Bac Lieu,640
Bac Cau 1,Natural Gas (Domestic),Operational,2014,Hai Duong,1000
Ca Mau 3 LNG,LNG (Imported),Under Construction,2026,Ca Mau,4200
Ham Tan,LNG (Imported),Planned,2029,Binh Thuan,2500
Ca Mau 4,LNG (Imported),Planned,2030,Ca Mau,2000
Dong Tri 1,Natural Gas (Domestic),Operational,2015,Ha Nam,1000
Ben Tre (Huan Son),Natural Gas (Domestic),Operational,2018,Ben Tre,640
Quang Ninh 3,Coal,Cancelled,-,Quang Ninh,1150
Phu Lam,Coal,Cancelled,-,Thua Thien-Hue,1140
Vinh Phuc Gas,Natural Gas (Domestic),Under Construction,2026,Vinh Phuc,800
Haiphong 1,Natural Gas (Domestic),Operational,2021,Hai Phong,700
