match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
fuzzy_capacity_diff,Cà Mau I,Ca Mau 3 Power Plant,ca mau,ca mau,gas,gas,771.0,1050.0,36.2,True,False,True,,
fuzzy,LNG Cà Mau 1,Ca Mau 1 & 2 Power Plant,ca mau,ca mau,gas,gas,1500.0,1500.0,0.0,True,True,True,,
fuzzy_capacity_diff,LNG Nhơn Trạch 3,Nhon Trach 3 & 4 Power Plant,đong nai,dong nai,gas,unknown,750.0,1500.0,100.0,False,True,False,,
fuzzy_capacity_diff,LNG Phú Mỹ 3.1,Phu My 2.1 Extension Power Plant,ba ria - vung tau,ba ria - vung tau,gas,unknown,850.0,1200.0,41.2,False,False,True,,
fuzzy,LNG Quảng Ninh 2 (Cẩm Phả),Quang Ninh LNG Power Plant,quang ninh,quang ninh,gas,unknown,1500.0,1500.0,0.0,False,False,True,,
fuzzy,LNG Sơn Mỹ I,Son My 2 LNG Power Plant,binh thuan,binh thuan,gas,unknown,2250.0,2250.0,0.0,False,True,True,,
fuzzy,LNG Sơn Mỹ II,Son My 1 LNG Power Plant,binh thuan,binh thuan,gas,unknown,2250.0,2250.0,0.0,False,True,True,,
fuzzy_capacity_diff,LNG Thái Bình,Thai Binh LNG Power Plant,thai binh,thai binh,gas,unknown,4500.0,1500.0,66.7,False,False,True,,
exact,Long Phú 1,Long Phu 1 Thermal Power Plant,soc trang,soc trang,coal,coal,1200.0,1200.0,0.0,True,True,True,,
exact,Mong Duong 1,Mong Duong 1 Thermal Power Plant,quang ninh,quang ninh,coal,coal,1080.0,1080.0,0.0,True,True,True,,
exact,Mong Duong 2,Mong Duong 2 Thermal Power Plant,quang ninh,quang ninh,coal,coal,1240.0,1240.0,0.0,True,True,True,,
exact,Nghi Son 1,Nghi Son 1 Thermal Power Plant,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,True,True,,
