match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact_capacity_diff,Bà Rịa GT,Dong Nai Thermal Power Joint Stock Company V,ba ria - vung tau,dong nai,gas,coal,46.0,1.0,97.8,False,False,False,,
fuzzy_capacity_diff,Bạc Liêu 1,Bac Lieu Power Plant,bac lieu,bac lieu,coal,gas,1200.0,1.0,99.9,False,False,True,,
exact_capacity_diff,Cao Ngạn,Dong Bac Nuclear (Not currently thermal),thai nguyen,ninh thuan,coal,unknown,114.0,0.0,100.0,False,False,False,,
fuzzy_capacity_diff,Cẩm Phả 1,Cam Pha Thermal Power Company 1,quang ninh,quang ninh,coal,gas,340.0,1.0,99.7,False,False,True,,
fuzzy_capacity_diff,Cẩm Phả 2,Cam Pha Thermal Power Company 2,quang ninh,quang ninh,coal,gas,340.0,1.0,99.7,False,False,True,,
exact_capacity_diff,Dong Nai Formosa,Dong Nai Thermal Power Joint Stock Company I,đong nai,dong nai,coal,coal,300.0,300.0,0.0,True,False,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Ninh Thuan 2,lao cai,ninh thuan,coal,coal,100.0,1.0,99.0,True,False,False,,
exact_capacity_diff,Hai Ha CHP Phase 2,Mai Sao Power Plant,quang ninh,long an,coal,gas,750.0,745.0,0.7,False,False,False,,
exact_capacity_diff,Hải Phòng,Binh Thuan Power Plant,hai phong,binh thuan,gas,gas,500.0,500.0,0.0,True,False,False,,
fuzzy_capacity_diff,LNG Hà Tĩnh,Ha Tinh Thermal Power Company Ha Tinh,ha tinh,ha tinh,gas,coal,6000.0,1.0,100.0,False,False,True,,
exact,LNG Long Sơn,Long Son Power Plant (LNG),ba ria - vung tau,ba ria - vung tau,gas,imported gas,1200.0,1.0,99.9,False,False,True,,
exact_capacity_diff,LNG Nhơn Trạch 3,Song Hinh Power Plant,đong nai,tay ninh,gas,gas,750.0,730.0,2.7,True,False,False,,
fuzzy_capacity_diff,LNG Thái Bình,Thai Binh 3 (Thai Binh Thermal Power),thai binh,thai binh,gas,coal,4500.0,1.0,100.0,False,False,True,,
exact_capacity_diff,Na Dương 1,Thu Duc Thermal Power II,lang son,binh duong,coal,coal,110.0,1.0,99.1,True,False,False,,
exact_capacity_diff,Na Dương 2,Van Don Power Plant,lang son,quang ninh,coal,imported gas,110.0,1.0,99.1,False,False,False,,
fuzzy_capacity_diff,Nam Dinh 1,Nam Dinh Thermal Power Company,nam dinh,nam dinh,coal,coal,1200.0,1.0,99.9,True,False,True,,
exact_capacity_diff,Ninh Binh,Thu Duc Thermal Power I,ninh binh,binh duong,coal,coal,100.0,1.0,99.0,True,False,False,,
fuzzy_capacity_diff,Ninh Thuan Novatek project,Ninh Thuan 1,ninh thuan,ninh thuan,gas,coal,4500.0,800.0,82.2,False,False,True,,
exact_capacity_diff,Nong Son 1,Dinh Vu Thermal Power Plant,quang nam,quang ninh,coal,coal,30.0,1.0,96.7,True,False,False,,
