name,fuel,status,cod,province,capacity_mwe
Long Phu 1,Coal (imported),Operational,2015,Binh Thuan,1200
Vung Ang 1,Coal (imported),Operational,2014,Ha Tinh,600
Vung Ang 2,Coal (imported),Operational,2017,Ha Tinh,600
Duyen Hai 1,Coal (imported),Operational,2015,Bac Lieu,300
Duyen Hai 2,Coal (imported),Operational,2016,Bac Lieu,300
Cai Lay 1,Coal (imported),Operational,2019,Dong Nai,600
Cai Lay 2,Coal (imported),Operational,2020,Dong Nai,600
Hong Ngu 1,Natural Gas (local),Operational,2013,Nghe An,120
Hong Ngu 2,Natural Gas (local),Operational,2014,Nghe An,120
Thang Long Gas Plant,Natural Gas (local),Operational,2012,Bac Ninh,100
Hai Phong Gas Plant,Natural Gas (local),Operational,2012,Hai Phong,150
Da Nang LNG Power Plant,LNG (imported),Planned,2025,Da Nang,120
Long Son LNG Plant,LNG (imported),Planned,2026,Long An,200
Bac Ninh LNG Combined Cycle,LNG (imported),Planned,2024,Bac Ninh,150
Ninh Thuan 1,Coal (imported),Under Construction,2023,Ninh Thuan,1200
Bac Son 1,Coal (imported),Planned,2027,Bac Giang,600
Bac Son 2,Coal (imported),Planned,2028,Bac Giang,600
