match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact_capacity_diff,Bạc Liêu 1,Vung Ang 4,bac lieu,ha tinh,coal,coal,1200.0,1200.0,0.0,True,False,False,,
exact_capacity_diff,Cẩm Phả 1,Bac Ninh 1,quang ninh,bac ninh,coal,gas,340.0,300.0,11.8,False,True,False,,
exact_capacity_diff,Cẩm Phả 2,Bac Ninh 2,quang ninh,bac ninh,coal,gas,340.0,300.0,11.8,False,False,False,,
exact_capacity_diff,Dong Nai Formosa,Vung Tau 1,đong nai,ba ria - vung tau,coal,imported gas,300.0,300.0,0.0,False,False,False,,
exact_capacity_diff,Duyên Hải 2,Nam Dinh 2,tra vinh,nam đinh,coal,coal,1200.0,1200.0,0.0,True,True,False,,
exact_capacity_diff,Hai Duong,Bac Ninh,hai duong,bac ninh,coal,coal,1200.0,1200.0,0.0,True,True,False,,
exact,Hai Phong 1,Hai Phong 1,hai phong,hai phong,coal,coal,600.0,1200.0,100.0,True,True,True,,
exact,Hai Phong 3,Hai Phong 3,hai phong,hai phong,coal,gas,1200.0,300.0,75.0,False,False,True,,
exact_capacity_diff,LNG Bà Rịa 2,Binh Phuoc 1,ba ria - vung tau,binh phuoc,gas,coal,1200.0,1200.0,0.0,False,False,False,,
exact,LNG Hải Phòng 2 (Cát Hải),Hai Phong 2,hai phong,hai phong,coal,coal,1600.0,1200.0,25.0,True,False,True,,
fuzzy_capacity_diff,LNG Phú Mỹ 3.1,Phu My 2,ba ria - vung tau,binh thuan,gas,imported gas,850.0,1200.0,41.2,False,False,False,,
exact,LNG Quảng Ninh 1 (Cẩm Phả),Quang Ninh 1,quang ninh,quang ninh,gas,coal,1500.0,1200.0,20.0,False,True,True,,
fuzzy_capacity_diff,Na Dương 1,Binh Duong 1,lang son,binh duong,coal,gas,110.0,300.0,172.7,False,True,False,,
fuzzy_capacity_diff,Na Dương 2,Binh Duong 2,lang son,binh duong,coal,gas,110.0,300.0,172.7,False,False,False,,
exact,Nam Dinh 1,Nam Dinh 1,nam dinh,nam đinh,coal,coal,1200.0,1200.0,0.0,True,False,False,,
exact,Nghi Son 1,Nghi Son 1,thanh hoa,thanh hoa,coal,coal,600.0,1200.0,100.0,True,True,True,,
