match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khánh - Bắc Giang,bac giang,bac giang,coal,coal,650.0,650.0,0.0,True,False,True,,
fuzzy_capacity_diff,An Khánh 1,An Khánh - Bắc Ninh,thai nguyen,bac ninh,coal,coal,116.0,650.0,460.3,True,False,False,,
exact,Cao Ngạn,Cao Ngạn,thai nguyen,thai nguyen,coal,coal,114.0,115.0,0.9,True,True,True,,
exact,Cà Mau I,Cà Mau 1,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact,Cà Mau II,Cà Mau 2,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact,Cẩm Phả 1,Cẩm Phả 1,quang ninh,quang ninh,coal,coal,340.0,300.0,11.8,True,True,True,,
exact,Cẩm Phả 2,Cẩm Phả 2,quang ninh,quang ninh,coal,coal,340.0,300.0,11.8,True,True,True,,
exact,Duyen Hai 1,Duyên Hải 1,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
exact,Duyen Hai 3,Duyên Hải 3,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
fuzzy_capacity_diff,Duyen Hai 3 Extension,Duyên Hải 3 Expansion,tra vinh,tra vinh,coal,coal,660.0,688.0,4.2,True,True,True,,
exact,Duyên Hải 2,Duyên Hải 2,tra vinh,tra vinh,coal,coal,1200.0,1320.0,10.0,True,False,True,,
fuzzy,Formosa HT2,Formosa Hà Tĩnh 2,ha tinh,ha tinh,coal,coal,650.0,650.0,0.0,True,False,True,,
exact,Hai Duong,Hải Dương,hai duong,hai duong,coal,coal,1200.0,1200.0,0.0,True,True,True,,
exact,Hai Phong 1,Hải Phòng 1,hai phong,hai phong,coal,coal,600.0,600.0,0.0,True,True,True,,
exact,Hai Phong 2,Hải Phòng 2,hai phong,hai phong,coal,coal,600.0,600.0,0.0,True,True,True,,
fuzzy,LNG Bạc Liêu,Bạc Liêu LNG,bac lieu,bac lieu,gas,imported gas,3200.0,3200.0,0.0,False,False,True,,
fuzzy_capacity_diff,LNG Chân Mây,Chân Mây LNG,hue,thua thien hue,gas,imported gas,4000.0,1500.0,62.5,False,False,False,,
fuzzy,LNG Cà Ná,Cà Ná LNG,ninh thuan,ninh thuan,gas,imported gas,1500.0,1500.0,0.0,False,True,True,,
fuzzy,LNG Hiệp Phước (phase I),Hiệp Phước LNG,tp ho chi minh,tp ho chi minh,gas,imported gas,1200.0,1200.0,0.0,False,False,True,,
fuzzy_capacity_diff,LNG Hiệp Phước (phase II),Hiệp Phước 2,tp ho chi minh,tp ho chi minh,gas,gas,1500.0,375.0,75.0,True,False,True,,
fuzzy_capacity_diff,LNG Hà Tĩnh,Formosa Hà Tĩnh 1,ha tinh,ha tinh,gas,coal,6000.0,650.0,89.2,False,False,True,,
fuzzy,LNG Hải Phòng 2 (Cát Hải),Hải Phòng LNG,hai phong,hai phong,coal,imported gas,1600.0,1600.0,0.0,False,False,True,,
exact,LNG Long An I,Long An 1,long an,long an,gas,imported gas,1500.0,1500.0,0.0,False,True,True,,
exact_capacity_diff,LNG Long An I phase 2,Tiền Giang LNG,long an,tien giang,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,
exact,LNG Long An II,Long An 2,long an,long an,gas,imported gas,1500.0,1500.0,0.0,False,True,True,,
fuzzy_capacity_diff,LNG Long Sơn,Long Sơn LNG,ba ria - vung tau,ba ria - vung tau,gas,imported gas,1200.0,1500.0,25.0,False,True,True,,
fuzzy_capacity_diff,LNG Nghi Sơn (Thanh Hóa),Nghi Sơn LNG,thanh hoa,thanh hoa,gas,imported gas,5000.0,1500.0,70.0,False,False,True,,
exact,LNG Nhơn Trạch 3,Nhơn Trạch 3,đong nai,đong nai,gas,imported gas,750.0,812.0,8.3,False,True,True,,
exact,LNG Nhơn Trạch 4,Nhơn Trạch 4,đong nai,đong nai,gas,imported gas,750.0,812.0,8.3,False,True,True,,
fuzzy,LNG Quảng Ninh 1 (Cẩm Phả),Quảng Ninh LNG,quang ninh,quang ninh,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
