name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Uông Bí,Coal,Operational,Before 2011,Quảng Ninh,105.0,,,
Uông Bí mở rộng II,Coal,Operational,2011,Quảng Ninh,330.0,,,
Phả Lai I,Coal,Operational,Before 2011,Hải Dương/Bắc Giang,440.0,,,
Phả Lai II,Coal,Operational,Before 2011,Hải Dương/Bắc Giang,600.0,,,
Ninh Bình,Coal,Operational,Before 2011,Ninh Bình,100.0,,,
Hải Phòng I,Coal,Operational,Before 2011,Hải Phòng,300.0,,,
Quang Ninh I,Coal,Operational,Before 2011,Quảng Ninh,300.0,,,
Na Duong,Coal,Operational,Before 2011,Lạng Sơn,111.0,,,
Cao Nhan,Coal,Operational,Before 2011,Lạng Sơn?/Thái Nguyên?,115.0,,,
Cam Pha,Coal,Operational,Before 2011,Quảng Ninh,600.0,,,
Son Dong,Coal,Operational,Before 2011,Quảng Ninh,220.0,,,
Formosa Hà Tĩnh (Units #2,6,10),Hà Tĩnh,5,0.0,,,
Thái Bình I,Coal,Operational,2017,Thái Bình,0.0,,,
Uông Bí mở rộng 1,Coal,Operational,2017,Quảng Ninh,300.0,,,
Quang Ninh 1,Coal,Operational,After 2017,Quảng Ninh,600.0,,,
Quang Ninh 2,Coal,Operational,After 2017,Quảng Ninh,600.0,,,
Duyên Hải 1,Coal,Operational,After 2017,Trà Vinh,1244.0,,,
Duyên Hải 3,Coal,Operational,After 2017,Trà Vinh,1245.0,,,
Nghi Son 1,Coal,Operational,After 2017,Thanh Hóa,600.0,,,
Hải Phong 2,Coal,Operational,After 2017,Hải Phòng,600.0,,,
Vinh Tan 2,Coal,Operational,After 2017,Bình Thuận,1244.0,,,
Mong Duong 1,Coal,Operational,After 2017,Quảng Ninh,1080.0,,,
Vĩnh Tân IV,Coal,Operational,2018-2019,Bình Thuận,0.0,,,
Thăng Long,Coal,Planned,2017-2018,Quảng Ninh,0.0,,,
An Khánh I (Units #1,Bắc Giang,Coal,Planned,2),0.0,,,
