name,fuel,status,cod,province,capacity_mwe
Nậm Chiến 1,Coal,Cancelled,,Bắc Kạn,100
Cà Ná 1,Coal,Cancelled,,Phú Yên,1500
Cà Ná 3,Coal,Cancelled,,Phú Yên,1500
Cao Nhan,Coal,Operational,,Thái Nguyên,115
Cam Pha,Coal,Operational,,Quảng Ninh,600
Cẩm Phả 3,Coal,Planned,,Quảng Ninh,440
Công Thanh 1,Coal,Operational,,Thanh Hóa,600
Công Thanh 2,Coal,Planned,,Thanh Hóa,600
Duyên Hải 1,Coal,Operational,,Trà Vinh,1200
Duyên Hải 2,Coal,Operational,,Trà Vinh,1200
Duyên Hải 3,Coal,Planned,,Trà Vinh,1244
Duyên Hải 3 MR,Coal,Planned,,Trà Vinh,660
Hải Dương 1,Coal,Operational,,Hải Dương,1200
Hải Dương 2,Coal,Planned,,Hải Dương,1200
Hà Tu 1,Coal,Operational,,Hạ Long - Quảng Ninh,110
Hà Tu 2,Coal,Operational,,Hạ Long - Quảng Ninh,150
Hòn Gai,Coal,Operational,,Hạ Long - Quảng Ninh,100
Kông Nô,Coal,Planned,,Nghệ An,600
Kông htun,Coal,Planned,,Đắk Nông,320
Mông Dương 1,Coal,Operational,,Cẩm Phả - Quảng Ninh,500
Mông Dương 2,Coal,Operational,,Cẩm Phả - Quảng Ninh,500
Mông Dương 3,Coal,Planned,,Cẩm Phả - Quảng Ninh,500
Ninh Bình,Coal,Operational,,Ninh Bình,100
Na Dương 1,Coal,Operational,,Lạng Sơn,110
Na Dương 2,Coal,Operational,,Lạng Sơn,110
Nghi Sơn 1,Coal,Operational,,Thanh Hóa,1200
Nghi Sơn 2,Coal,Under Construction,,Thanh Hóa,1200
Phả Lại 1,Coal,Cancelled,,Hải Dương,440
Phả Lại 2,Coal,Operational,,Hải Dương,600
Quảng Ninh 1,Coal,Operational,,Hạ Long - Quảng Ninh,600
Quảng Ninh 2,Coal,Operational,,Hạ Long - Quảng Ninh,600
Quảng Trạch 1,Coal,Cancelled,,Quảng Bình,1200
Quảng Trạch 2,Coal,Planned,,Quảng Bình,1200
Quỳnh Lập 1,Coal,Planned,,Thanh Hóa,1200
Quỳnh Lập 2,Coal,Planned,,Thanh Hóa,1200
Sông Hậu 1,Coal,Under Construction,,Hậu Giang,1200
Sông Hậu 2,Coal,Planned,,Hậu Giang,2000
Sông Hậu 3,Coal,Planned,,Hậu Giang,2000
Thái Bình 1,Coal,Operational,,Thái Bình,600
Thái Bình 2,Coal,Planned,,Thái Bình,1200
Uông Bí 1,Coal,Cancelled,,Hải Dương,300
Uông Bí MR 2,Coal,Operational,,Hải Dương,300
Uông Bí MR 3,Coal,Planned,,Hải Dương,300
Vân Phong,Coal,Under Construction,,Khánh Hòa,1430
Vĩnh Tân 3,Coal,Planned,,Bình Thuận,1980
Vĩnh Tân 4,Coal,Operational,,Bình Thuận,1200
Vũng Áng 2,Coal,Under Construction,,Hà Tĩnh,1200
Vinh Tan 2,Coal,Operational,,Bình Thuận,1200
Vinh Tan 4,Coal,Under Construction,,Bình Thuận,1200
Thủ Đức Thermal Power Plant,Oil fired,Operational,Operational (Year: ~1980s),Ho Chi Minh City,165
Cần Thơ Thermal Power Plant,Oil fired,Operational,Operational (Year: ~2000s),Cần Thơ,35
Quảng Trị Thermal Power Plant (O Mon I),Oil fired,Operational,Operational (Year: ~2010s),Quảng Trị,660
Hiệp Phước Thermal Power Plant,Oil fired,Operational,Operational (Year: ~2010s),Ho Chi Minh City,375
Bourbon Thermal Power Plant,Oil fired,Operational,Operational (Year: ~2010s),Ho Chi Minh City,24
KCP Biomass Power Plant #1,Solid biomass,Operational,Operational (Year: ~2016s),Phú Yên,30
Lee&Man Biomass Power Plant,Solid biomass,Operational,Operational (Year: ~2018s),Hải Phòng,125
Formosa Hà Tĩnh #2,Coal gangue,Operational,Operational (Year: ~2015s),Hà Tĩnh,150
Formosa Hà Tĩnh #3,BF gas,Operational,Operational (Year: ~2015s),Hà Tĩnh,100
Formosa Hà Tĩnh #4,BF gas,Operational,Operational (Year: ~2015s),Hà Tĩnh,100
Formosa Hà Tĩnh #5,Coal gangue,Operational,Operational (Year: ~2015s),Hà Tĩnh,150
Liên hợp Thủy tinh Đông Á (Rạng Đông Co-generation),Gas residues,Operational,Operational (Year: ~2015s),Hải Phòng,0
Hà Nội Co-generation (Trần Phú),Gas,Operational,Operational (Year: ~2015s),Hà Nội,0
Various Provincial Diesel Plants (EVN's Power Corporations),Diesel,Operational,Mix (1980s–2000s),Multiple,285
Amata Thermal Power Plant (Diesel IPP),Diesel,Operational,Operational (Year: 2010),Ho Chi Minh City,14
