name,fuel,status,cod,province,capacity_mwe
Uông Bí,Coal,Operational,,NA,105
Uông Bí mo rong II,Coal,Operational,,NA,330
Pha Lai I,Coal,Operational,,Hai Duong,440
Phả Lại II,Coal,Operational,,Hai Duong,600
Ninh Bình,Coal,Operational,,Ninh Binh,100
Hai Phòng I,Coal,Operational,,Hai Phong,300
Quang Ninh I,Coal,Operational,,Quang Ninh,300
Na Duong,Coal,Operational,,Lang Son,111
Cao Nhan,Coal,Operational,,Quang Ninh,115
Cam Pha,Coal,Operational,,Quang Ninh,600
Son Dong,Coal,Operational,,Quang Ninh,220
Formosa,Coal,Operational,,NA,150
Thái Bình I #1,Coal,Operational,,Thai Binh,300
Thái Bình I #2,Coal,Operational,,Thai Binh,300
Thái Bình II #1,Coal,Operational,,Thai Binh,600
Thái Bình II #2,Coal,Operational,,Thai Binh,600
Nghi Sơn 1,Coal,Operational,,Thanh Hoa,600
Duyen Hai 1,Coal,Operational,,Tra Vinh,1244
Duyen Hai 3,Coal,Operational,,Tra Vinh,1245
Vinh Tan 2,Coal,Operational,,Binh Thuan,1244
Mong Duong 1,Coal,Operational,,Quang Ninh,1080
Nho Quế 2 (Formosa Hà Tĩnh #2),Coal,Operational,,Ha Tinh,150
Nho Quế 1 (Formosa Hà Tĩnh #3,4),Coal,Operational,,0
Formosa Hà Tĩnh #5,Coal,Operational,,Ha Tinh,150
Vè Đan,Coal,Operational,,NA,60
Duyen Hai III #1,Coal,Operational,2016,Tra Vinh,600
NMĐ sinh khối KCP #1,Coal,Operational,,Phu Yen,30
NĐ Formosa Hà Tĩnh #2,Coal,Operational,,Ha Tinh,150
NĐ Formosa Hà Tĩnh #3,4,Coal,Operational,,0
NĐ Formosa Hà Tĩnh #5,Coal,Operational,,Ha Tinh,150
NĐ Formosa Đồng Nai #3,Coal,Operational,,NA,150
NĐ Formosa Hà Tĩnh #6,7,Coal,Operational,,0
NĐ Formosa Hà Tĩnh #8,9,Coal,Operational,,0
NĐ Formosa Hà Tĩnh #10,Coal,Operational,,Ha Tinh,150
NĐ Thái Bình I #1,Coal,Operational,2017,Thai Binh,300
NĐ Thái Bình II #1,Coal,Under Construction,2020,Thai Binh,600
NĐ Duyên Hải III #2,Coal,Operational,2017,Tra Vinh,600
Điện sinh khối An Khê #1,Coal,Operational,,Gia Lai,55
NĐ Quảng Ninh 2,Coal,Operational,,Quang Ninh,600
NĐ An Khê - Kanak,Coal,Operational,,Gia Lai,173
Thac Mo,Coal,Operational,,Binh Phuoc,150
A Vuong,Coal,Operational,,Quang Nam,210
Song Ba Ha,Coal,Operational,,Phu Yen,220
Pha Lai 1,Coal,Operational,,Hai Duong,440
Pha Lai 2,Coal,Operational,,Hai Duong,600
Hai Phong 1,Coal,Operational,,Hai Phong,600
Hai Phong 2,Coal,Operational,,Hai Phong,600
Can Tho,Coal,Operational,,Can Tho,35
O Mon 1,Coal,Operational,,Can Tho,660
Ninh Binh,Coal,Operational,,Ninh Binh,100
Thaic Binh I #2,Coal,Operational,2017,Thai Binh,300
NĐ Thái Bình II #2,Coal,Under Construction,2021,Thai Binh,600
