name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operational,2015-2016,Trà Vinh,0,"[EVN Annual Report 2016, p. 28](https://www.evn.com.vn/UserFiles/Documents/2017/04/10/Bao-cao-tai-chinh-va-Bao-cao-Hoat-dong-kinh-doanh-nam-2016-1491803330.pdf)",[IEA Coal Power Plant Tracker - Duyen Hai 1](https://web.archive.org/web/20230515000000*/https://www.iea.org/reports/coal-power-plant-tracker),Part of Duyen Hai Power Center
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operational,2017-2018,Trà Vinh,0,"[EVN Annual Report 2018, p. 30](https://www.evn.com.vn/UserFiles/Documents/2019/04/10/Bao-cao-tai-chinh-va-Bao-cao-HDKD-nam-2018-1554883000.pdf)",[Global Energy Monitor - Duyen Hai 3](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/duyen-hai-3-power-station/),Part of Duyen Hai Power Center
Nhà máy Nhiệt điện Vĩnh Tân 4,Coal,Operational,2017-2018,Bình Thuận,0,[MOIT Decision 3256/QD-BCT (2011)](https://congbao.chinhphu.vn/2011/3256/3256_qd_bct_2011_1321281300.htm),[Global Energy Monitor - Vinh Tan 4](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/vinh-tan-4-power-station/),
Nhà máy Nhiệt điện Vĩnh Tân 4 mở rộng,Coal,Operational,2020,Bình Thuận,0,[MOIT Decision 309/QD-BCT (2016)](https://congbao.chinhphu.vn/2016/309/309_qd_bct_2016_1454313600.htm),[Global Energy Monitor - Vinh Tan 4 Extension](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/vinh-tan-4-extension-power-station/),
Nhà máy Nhiệt điện Mông Dương 2,Coal,Operational,2015,Quảng Ninh,0,[AES Project Page (Archived)](https://web.archive.org/web/20210506185010/https://www.aes.com/our-locations/vietnam/mong-duong-ii),[Global Energy Monitor - Mong Duong 2](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/mong-duong-2-power-station/),
Nhà máy Nhiệt điện Hải Phòng,Coal,Operational,2011-2015,Hải Phòng,0,[PVN Project Overview (Archived)](https://web.archive.org/web/20190410000000*/http://www.pvn.vn/en/Projects/Power/Thermal-Power/Hai-Phong-Thermal-Power-Plant/),[IEA Coal Power Plant Tracker - Hai Phong](https://web.archive.org/web/20230515000000*/https://www.iea.org/reports/coal-power-plant-tracker),
Nhà máy Nhiệt điện Nghi Sơn 1,Coal,Operational,2015,Thanh Hóa,0,"[EVN Annual Report 2015, p. 26](https://www.evn.com.vn/UserFiles/Documents/2016/04/11/Bao-cao-tai-chinh-va-Bao-cao-HDKD-nam-2015-1460361600.pdf)",[Global Energy Monitor - Nghi Son 1](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/nghi-son-1-power-station/),
Nhà máy Nhiệt điện Nghi Sơn 2,Coal,Operational,2021-2022,Thanh Hóa,0,[MOIT Decision 308/QD-BCT (2016)](https://congbao.chinhphu.vn/2016/308/308_qd_bct_2016_1454313600.htm),[Global Energy Monitor - Nghi Son 2](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/nghi-son-2-power-station/),
Nhà máy Nhiệt điện Thái Bình 2,Coal,Operational,2023-2024,Thái Bình,0,[PVN News (Dec 2023)](https://pvn.vn/tin-tuc/pvn-dien-thai-binh-2-hoan-thanh-thu-nghiem-tong-the-san-sang-chay-thuong-mai/),[MOIT Decision 1208/QD-BCT (2015)](https://congbao.chinhphu.vn/2015/1208/1208_qd_bct_2015_1430784000.htm),"Long-delayed project, Unit 1 COD Dec 2023, Unit 2 COD Apr 2024"
Nhà máy Nhiệt điện Long Phú 1,Coal,Suspended,N/A,Sóc Trăng,0,[PVN Project Page (Archived)](https://web.archive.org/web/20200805000000*/http://www.pvn.vn/en/Projects/Power/Thermal-Power/Long-Phu-1-Thermal-Power-Plant/),"[Reuters: Vietnam halts Russian-built coal plant"" (2019)](https://www.reuters.com/article/us-vietnam-russia-coal/vietnam-halts-russian-built-coal-power-plant-due-to-sanctions-idUSKCN1U00D0)""",Suspended since 2019 due to US sanctions on Russian contractor (Zarubezhneft)
Nhà máy Nhiệt điện Vĩnh Tân 3,Coal,Cancelled,N/A,Bình Thuận,0,[MOIT Circular 36/2018/TT-BCT](https://congbao.chinhphu.vn/2018/36/36_2018_tt_bct_1535011200.htm),[Global Energy Monitor - Vinh Tan 3](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/vinh-tan-3-power-station/),Cancelled in 2018 PDP VII revision
Nhà máy Nhiệt điện Duyên Hải 2,Coal,Cancelled,N/A,Trà Vinh,0,[MOIT Circular 36/2018/TT-BCT](https://congbao.chinhphu.vn/2018/36/36_2018_tt_bct_1535011200.htm),[Global Energy Monitor - Duyen Hai 2](https://globalenergymonitor.org/projects/global-coal-plant-tracker/plant/duyen-hai-2-power-station/),Cancelled in 2018 PDP VII revision
Nhà máy Điện Nhơn Trạch 1,Domestic gas,Operational,2009-2010,Đồng Nai,0,"[EVN Annual Report 2010, p. 24](https://www.evn.com.vn/UserFiles/Documents/2011/04/12/Bao-cao-tai-chinh-va-Bao-cao-HDKD-nam-2010-1302595200.pdf)",[IEA Gas Power Plant Tracker - Nhon Trach 1](https://web.archive.org/web/20230515000000*/https://www.iea.org/reports/gas-power-plant-tracker),
Nhà máy Điện Nhơn Trạch 2,Domestic gas,Operational,2011-2012,Đồng Nai,0,"[EVN Annual Report 2012, p. 26](https://www.evn.com.vn/UserFiles/Documents/2013/04/10/Bao-cao-tai-chinh-va-Bao-cao-HDKD-nam-2012-1365580800.pdf)",[IEA Gas Power Plant Tracker - Nhon Trach 2](https://web.archive.org/web/20230515000000*/https://www.iea.org/reports/gas-power-plant-tracker),
Nhà máy Điện Phú Mỹ 1,Domestic gas,Operational,2002,Bà Rịa - Vũng Tàu,0,[EVN Power Generation Overview](https://www.evn.com.vn/dau-tu-phat-trien/danh-muc-du-an/dien-luc-1-1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000......),[Global Energy Monitor - Phu My 1](https://globalenergymonitor.org/projects/global-gas-flaring-tracker/plant/phu-my-1-power-station/),Part of Phu My Power Complex
Nhà máy Điện Phú Mỹ 2-1,Domestic gas,Operational,2001,Bà Rịa - Vũng Tàu,0,[EVN Power Generation Overview](https://www.evn.com.vn/dau-tu-phat-trien/danh-muc-du-an/dien-luc-1-1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000......),[Global Energy Monitor - Phu My 2-1](https://globalenergymonitor.org/projects/global-gas-flaring-tracker/plant/phu-my-2-1-power-station/),Part of Phu My Power Complex
