name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Uông Bí,Coal,Operational,2011,Quảng Ninh,105.0,,,
Uông Bí Extension I,Coal,Operational,2011,Quảng Ninh,300.0,,,
Uông Bí Extension II,Coal,Operational,2011,Quảng Ninh,330.0,,,
Uông Bí III,Coal,Planned,2029-2030,Quảng Ninh,1200.0,,,
Phả Lại I,Coal,Operational,2011,Hải Dương,440.0,,,
Phả Lại II,Coal,Operational,2011,Hải Dương,600.0,,,
Phả Lại III,Coal,Planned,2021-2030,Hải Dương,660.0,,,
Ninh Bình,Coal,Operational,2011,Ninh Bình,100.0,,,
Hải Phòng I,Coal,Operational,2011,Hải Phòng,300.0,,,
Hải Phòng II,Coal,Operational,2014,Hải Phòng,600.0,,,
Hải Phòng III,Coal,Planned,2025-2026,Hải Phòng,1200.0,,,
Quảng Ninh I,Coal,Operational,2011,Quảng Ninh,300.0,,,
Quảng Ninh II,Coal,Operational,2015,Quảng Ninh,600.0,,,
Quảng Ninh III,Coal,Planned,2029-2030,Quảng Ninh,1200.0,,,
Na Dương I,Coal,Operational,2018,Tuyên Quang,100.0,,,
Na Dương II,Coal,Under Construction,2021-2030,Tuyên Quang,110.0,,,
Cao Nhan,Coal,Operational,2011,Quảng Ninh,115.0,,,
Cẩm Phả II,Coal,Operational,2011,Quảng Ninh,300.0,,,
Cẩm Phả III,Coal,Planned,2021-2022,Quảng Ninh,270.0,,,
Sơn Đông,Coal,Operational,2011,Quảng Ninh,220.0,,,
Hải Hà I,Coal,Operational,2019,Quảng Ninh,150.0,,,
Hải Hà II,Coal,Operational,2024,Quảng Ninh,150.0,,,
Hải Hà III,Coal,Planned,2026-2028,Quảng Ninh,600.0,,,
Hải Hà IV,Coal,Planned,2026-2028,Quảng Ninh,600.0,,,
Thái Bình I,Coal,Operational,2017,Thái Bình,600.0,,,
Thái Bình II,Coal,Planned,2021-2022,Thái Bình,1200.0,,,
Nam Định I,Coal,Planned,2021-2022,Nam Định,1200.0,,,
Nam Định II,Coal,Planned,2025-2026,Nam Định,1200.0,,,
Kim Sơn,Coal,Planned,2021-2030,Ninh Bình,3000.0,,,
Rạng Đông,Coal,Planned,2021-2030,Nam Định,2400.0,,,
Phú Thọ,Coal,Planned,2024-2025,Phú Thọ,600.0,,,
Bảo Đại,Coal,Planned,2021-2030,Hà Nam,600.0,,,
Bắc Giang (An Khánh I),Coal,Operational,2013,Bắc Giang,50.0,,,
Bắc Giang (An Khánh II),Coal,Operational,2016,Bắc Giang,300.0,,,
An Khánh - Bắc Giang,Coal,Under Construction,2021-2030,Bắc Giang,650.0,,,
Lục Nam I,Coal,Operational,2015,Bắc Giang,50.0,,,
Lục Nam II,Coal,Operational,2018,Bắc Giang,50.0,,,
Nghi Sơn I,Coal,Operational,2013-2014,Thanh Hóa,600.0,,,
Nghi Sơn II,Coal,Under Construction,2021-2022,Thanh Hóa,1200.0,,,
