name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
LNG Quảng Ninh,Imported LNG,Planned,2021-2030,Quảng Ninh,1500.0,,,
LNG Thái Bình,Imported LNG,Planned,2021-2030,Thái Bình,1500.0,,,
LNG Nghi Sơn,Imported LNG,Planned,2021-2030,Thanh Hóa,1500.0,,,
LNG Quảng Trạch II,Imported LNG,Planned,2021-2030,Quảng Bình,1500.0,,,
LNG Quỳnh Lập/ Nghi Sơn,Imported LNG,Potential/Planned,2021-2030,Nghệ An/Thanh Hóa,1500.0,,,
LNG Hải Lăng giai đoạn 1,Imported LNG,Planned,2021-2030,Quảng Trị,1500.0,,,
LNG Cà Ná,Imported LNG,Planned,2021-2030,Ninh Thuận,1500.0,,,
NMNĐ Sơn Mỹ II,Imported LNG,Planned,2021-2030,Bình Thuận,2250.0,,,
NMNĐ BOT Sơn Mỹ I,Imported LNG,Planned,2021-2030,Bình Thuận,2250.0,,,
LNG Long Sơn,Imported LNG,Planned,2031-2035,Bà Rịa - Vũng Tàu,1500.0,,,
NMĐ Nhơn Trạch 3 và Nhơn Trạch 4,Imported LNG/Gas,Planned,2021-2030,Đồng Nai,1624.0,,,
LNG Hiệp Phước giai đoạn I,Imported LNG,Planned,2021-2030,TP. Hồ Chí Minh,1200.0,,,
LNG Long An I,Imported LNG,Planned,2021-2030,Long An,1500.0,,,
LNG Long An II,Imported LNG,Planned,2031-2035,Long An,1500.0,,,
LNG Bạc Liêu,Imported LNG,Planned,2021-2030,Bạc Liêu,3200.0,,,
Nhiệt điện Ô Môn I,Local Natural Gas,Operating/Planned conversion,2021-2030,Cần Thơ,660.0,,,
NMNĐ Ô Môn II,Local Natural Gas,Planned,2021-2030,Cần Thơ,1050.0,,,
NMNĐ Ô Môn III,Local Natural Gas,Planned/ODA,2021-2030 (2025),Cần Thơ,1050.0,,,
NMNĐ Ô Môn IV,Local Natural Gas,Planned,2021-2030 (2023),Cần Thơ,1050.0,,,
TBKHH Dung Quất I,Local Natural Gas,Planned,2021-2030 (2024),Quảng Ngãi,750.0,,,
TBKHH Dung Quất II,Local Natural Gas,Planned,2021-2030,Quảng Ngãi,750.0,,,
TBKHH Dung Quất III,Local Natural Gas,Planned,2021-2030 (2024),Quảng Ngãi,750.0,,,
TBKHH Miền Trung I,Local Natural Gas,Planned,2021-2030 (2024),Quảng Nam/Quảng Ngãi,750.0,,,
TBKHH Miền Trung II,Local Natural Gas,Planned,2021-2030 (2025),Quảng Nam/Quảng Ngãi,750.0,,,
TBKHH Quảng Trị,Local Natural Gas,Planned,2021-2030,Quảng Trị,340.0,,,
Phú Mỹ I,Local Natural Gas,Operating,2011 or earlier,Bà Rịa - Vũng Tàu,1090.0,,,
Phú Mỹ II.1,Local Natural Gas,Operating,2011 or earlier,Bà Rịa - Vũng Tàu,900.0,,,
Phú Mỹ IV,Local Natural Gas,Operating,2011 or earlier,Bà Rịa - Vũng Tàu,450.0,,,
Bà Rịa,Local Natural Gas,Operating,2011 or earlier,Bà Rịa - Vũng Tàu,389.0,,,
Nhơn Trạch I,Local Natural Gas,Operating,2011 or earlier,Đồng Nai,465.0,,,
Nhơn Trạch II,Local Natural Gas,Operating,2011,Đồng Nai,750.0,,,
Cà Mau I,Local Natural Gas,Operating,2011 or earlier,Cà Mau,750.0,,,
Cà Mau II,Local Natural Gas,Operating,2011 or earlier,Cà Mau,750.0,,,
Phú Mỹ II.2 BOT,Local Natural Gas,Operating,2011 or earlier,Bà Rịa - Vũng Tàu,740.0,,,
Phú Mỹ III BOT,Local Natural Gas,Operating,2011 or earlier,Bà Rịa - Vũng Tàu,740.0,,,
TBKHH Kiên Giang 1&2,Local Natural Gas,Planned,After 2030,Kiên Giang,1500.0,,,
Thủ Đức,Oil fired,Operational,31/12/2011,Not specified,165.0,,,
Cần Thơ,Oil fired,Operational,31/12/2011,Not specified,33.0,,,
Ô Môn I,Oil fired,Operational,31/12/2011,Not specified,330.0,,,
Hiệp Phước,Oil fired,Operational,31/12/2011,Not specified,375.0,,,
Bourbon,Oil fired,Operational,31/12/2011,Not specified,24.0,,,
EVN's Power Corporations,Diesel,Operational,31/12/2011,Not specified,285.0,,,
Amata,Diesel,Operational,31/12/2011,Not specified,14.0,,,
KCP #1,Biomass,Planned,2016,Phú Yên,30.0,,,
An Khê #1,Biomass,Planned,2017,Not specified,55.0,,,
KCP #2,Biomass,Planned,2018,Phú Yên,30.0,,,
An Khê #2,Biomass,Planned,2018,Not specified,55.0,,,
Lee&Man,Biomass (Co-generation),Planned,2018,Not specified,125.0,,,
Formosa Hà Tĩnh #3 & #4,Blast furnace gas,Planned,2016,Hà Tĩnh,200.0,,,
Formosa Hà Tĩnh #8 & #9,Blast furnace gas,Planned,2020,Hà Tĩnh,200.0,,,
Vẽ Đan,Coal (Co-generation),Planned,2016,Not specified,60.0,,,
Long Sơn #1,Co-generation,Planned,2017,Not specified,75.0,,,
Long Sơn #2 & #3,Co-generation,Planned,2018,Not specified,150.0,,,
Hải Hà 1,Co-generation (In Industrial Zone),Planned,2019,Not specified,150.0,,,
Hòa Phát II,Extra gas,Planned,2021-2030,Not specified,300.0,,,
Rạng Đông,Co-generation,Planned,2025,Not specified,100.0,,,
Đức Giang,Co-generation,Planned,2021-2030,Not specified,100.0,,,
Hải Hà 2,Co-generation,Planned,2031-2035,Not specified,600.0,,,
Hải Hà 3,Co-generation,Planned,2031-2035,Not specified,600.0,,,
Hải Hà 4,Co-generation,Planned,2031-2035,Not specified,600.0,,,
