match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khanh - Bac Giang,bac giang,bac giang,coal,coal,650.0,650.0,0.0,True,False,True,,
fuzzy_capacity_diff,Bạc Liêu 1,Bac Lieu,bac lieu,bac lieu,coal,imported gas,1200.0,0.0,100.0,False,False,True,,
exact,Cong Thanh,Cong Thanh,thanh hoa,thanh hoa,coal,imported gas,600.0,600.0,0.0,False,False,True,,
exact,LNG Chân Mây,Chan May,hue,thua thien hue,gas,imported gas,4000.0,1500.0,62.5,False,False,False,,
exact_capacity_diff,LNG Cà Mau 1,Cong Thanh,ca mau,thanh hoa,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,
exact,LNG Cà Ná,Ca Na,ninh thuan,ninh thuan,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
fuzzy,LNG Hiệp Phước (phase I),Hiep Phuoc LNG phase 1,tp ho chi minh,tp ho chi minh,gas,imported gas,1200.0,1200.0,0.0,False,True,True,,
fuzzy,LNG Hiệp Phước (phase II),Hiep Phuoc phase 2,tp ho chi minh,tp ho chi minh,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Hải Lăng,Hai Lang,quang tri,quang tri,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
fuzzy,LNG Hải Phòng 2 (Cát Hải),Hai Phong phase 1 LNG,hai phong,hai phong,coal,imported gas,1600.0,1600.0,0.0,False,False,True,,
exact,LNG Long An I,Long An I,long an,long an,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Long An II,Long An II,long an,long an,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Long Sơn,Long Son,ba ria - vung tau,ba ria - vung tau,gas,imported gas,1200.0,1500.0,25.0,False,False,True,,
exact,LNG Quảng Ninh 1 (Cẩm Phả),Quang Ninh I,quang ninh,quang ninh,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Quảng Trạch 2,Quang Trach II,quang binh,quang binh,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Quỳnh Lập,Quynh Lap,nghe an,nghe an,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Sơn Mỹ I,Son My I,binh thuan,binh thuan,gas,imported gas,2250.0,0.0,100.0,False,False,True,,
exact,LNG Sơn Mỹ II,Son My II,binh thuan,binh thuan,gas,imported gas,2250.0,0.0,100.0,False,False,True,,
exact,Long Phú 1,Long Phu 1,soc trang,soc trang,coal,coal,1200.0,1200.0,0.0,True,False,True,,
exact,Na Dương 2,Na Duong II,lang son,lang son,coal,coal,110.0,110.0,0.0,True,False,True,,
exact,Nam Dinh 1,Nam Dinh I,nam dinh,nam dinh,coal,coal,1200.0,1200.0,0.0,True,False,True,,
fuzzy_capacity_diff,Nghi Son 2,Nghi Son,thanh hoa,thanh hoa,coal,imported gas,1200.0,1500.0,25.0,False,False,True,,
exact,Quảng Trạch 1,Quang Trach I,quang binh,quang binh,coal,coal,1400.0,1403.0,0.2,True,True,True,,
exact,Sông Hậu 2,Song Hau II,hau giang,hau giang,coal,coal,2000.0,2120.0,6.0,True,False,True,,
fuzzy_capacity_diff,TBKHH Nhơn Trạch I,Nhon Trach 3 & 4,đong nai,dong nai,gas,imported gas,465.0,0.0,100.0,False,False,False,,
exact,TBKHH Quảng Trị (khí Báo Vàng),Quang Tri,quang tri,quang tri,gas,coal,340.0,1320.0,288.2,False,False,True,,
exact,TBKHH Ô Môn I,O Mon I,can tho,can tho city,gas,gas,660.0,0.0,100.0,True,False,False,,
exact,TBKHH Ô Môn II,O Mon II,can tho,can tho city,gas,gas,1050.0,1050.0,0.0,True,False,False,,
exact,TBKHH Ô Môn III,O Mon III,can tho,can tho city,gas,gas,1050.0,1050.0,0.0,True,False,False,,
exact,TBKHH Ô Môn IV,O Mon IV,can tho,can tho city,gas,gas,1050.0,1050.0,0.0,True,False,False,,
fuzzy_capacity_diff,Thái Bình 2,Thai Binh,thai binh,thai binh,coal,imported gas,1200.0,1500.0,25.0,False,False,True,,
exact,Vinh Tan 3,Vinh Tan III,binh thuan,binh thuan,coal,coal,1980.0,1980.0,0.0,True,False,True,,
exact,Vung Ang 2,Vung Ang II,ha tinh,ha tinh,coal,coal,1330.0,1330.0,0.0,True,True,True,,
exact,Vân Phong 1,Van Phong 1,khanh hoa,khanh hoa,coal,coal,1432.0,1432.0,0.0,True,True,True,,
reference_only,An Khánh 1,,thai nguyen,,coal,,116.0,,,,,,,
reference_only,Bà Rịa GT,,ba ria - vung tau,,gas,,46.0,,,,,,,
reference_only,Cam Pha 3,,quang ninh,,coal,,440.0,,,,,,,
reference_only,Cao Ngạn,,thai nguyen,,coal,,114.0,,,,,,,
reference_only,Cà Mau I,,ca mau,,gas,,771.0,,,,,,,
reference_only,Cà Mau II,,ca mau,,gas,,771.0,,,,,,,
reference_only,Cẩm Phả 1,,quang ninh,,coal,,340.0,,,,,,,
reference_only,Cẩm Phả 2,,quang ninh,,coal,,340.0,,,,,,,
reference_only,Dong Nai Formosa,,đong nai,,coal,,150.0,,,,,,,
reference_only,Dong Nai Formosa,,đong nai,,coal,,300.0,,,,,,,
reference_only,Duc Giang - Lao Cai Chemical,,lao cai,,coal,,100.0,,,,,,,
reference_only,Dung Quat Special Economic Zone (J-Power) Phase I,,quang ngai,,coal,,2400.0,,,,,,,
reference_only,Dung Quat Special Economic Zone (J-Power) Phase II,,quang ngai,,coal,,2000.0,,,,,,,
reference_only,Duyen Hai 1,,tra vinh,,coal,,1244.0,,,,,,,
reference_only,Duyen Hai 2,,tra vinh,,coal,,600.0,,,,,,,
reference_only,Duyen Hai 3,,tra vinh,,coal,,1244.0,,,,,,,
reference_only,Duyen Hai 3 Extension,,tra vinh,,coal,,660.0,,,,,,,
reference_only,Duyên Hải 2,,tra vinh,,coal,,1200.0,,,,,,,
reference_only,Formosa HT2,,ha tinh,,coal,,650.0,,,,,,,
reference_only,Ha Tinh Formosa Plastics Steel Complex,,ha tinh,,coal,,450.0,,,,,,,
reference_only,Ha Tinh Formosa Plastics Steel Complex,,ha tinh,,coal,,450.0,,,,,,,
reference_only,Hai Duong,,hai duong,,coal,,1200.0,,,,,,,
reference_only,Hai Ha CHP Phase 1,,quang ninh,,coal,,150.0,,,,,,,
