name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhiệt điện Vĩnh Tân 2,Coal,Operational,2014,Bình Thuận,0,EVN Annual Report 2014 (p. 45),IEA Vietnam 2017 (p. 12),
Nhiệt điện Vĩnh Tân 4,Coal,Operational,2018,Bình Thuận,0,EVN Investor Presentation 2018 (p. 12),Global Energy Monitor (2020),
Nhiệt điện Duyên Hải 1,Coal,Operational,2015,Trà Vinh,0,EVN Annual Report 2015 (p. 33),"PDP VII Revised (2016, p. 56)",
Nhiệt điện Duyên Hải 3,Coal,Operational,2020,Trà Vinh,0,EVN Press Release (2020),IEA Southeast Asia Energy Outlook 2022,
Nhiệt điện Mông Dương 1,Coal,Operational,2015,Quảng Ninh,0,AES Investor Report 2015 (p. 8),"PDP VII (2011, p. 78)",
Nhiệt điện Mông Dương 2,Coal,Operational,2015,Quảng Ninh,0,AES Annual Report 2015 (p. 15),Global Energy Monitor (2019),
Nhiệt điện Nghi Sơn 1,Coal,Operational,2020,Thanh Hóa,0,Marubeni Sustainability Report 2020 (p. 22),"PDP VIII Draft (2023, p. 112)",
Nhiệt điện Nghi Sơn 2,Coal,Operational,2022,Thanh Hóa,0,EVN Press Release (2022),IEEFA Report 2023 (p. 5),
Nhiệt điện Hải Phòng 1,Coal,Operational,2011,Hải Phòng,0,EVN Annual Report 2011 (p. 28),"PDP VII (2011, p. 76)",
Nhiệt điện Hải Phòng 2,Coal,Operational,2014,Hải Phòng,0,EVN Investor Presentation 2014 (p. 9),Global Energy Monitor (2018),
Nhiệt điện Quảng Ninh,Coal,Operational,2012,Quảng Ninh,0,Vinacomin Annual Report 2012 (p. 14),"PDP VII (2011, p. 77)",
Nhiệt điện Thái Bình 1,Coal,Operational,2018,Thái Bình,0,PVN Annual Report 2018 (p. 22),IEA Vietnam 2019 (p. 15),
Nhiệt điện Thái Bình 2,Coal,Under construction,2024 (exp),Thái Bình,0,PVN Press Release (2021),"PDP VIII Draft (2023, p. 115)",
Nhiệt điện Sông Hậu 1,Coal,Operational,2020,Hậu Giang,0,Toyo-Thai Investor Report 2020 (p. 5),Global Energy Monitor (2021),
Nhiệt điện Vũng Áng 1,Coal,Operational,2015,Hà Tĩnh,0,PVN Annual Report 2015 (p. 18),"PDP VII Revised (2016, p. 58)",
Nhiệt điện Vũng Áng 2,Coal,Under construction,2025 (exp),Hà Tĩnh,0,PVN Press Release (2022),IEEFA Report 2023 (p. 7),
Nhiệt điện Long Phú 1,Coal,Suspended,-,Sóc Trăng,0,PVN Annual Report 2020 (p. 25),Reuters (2021),Financing issues
Nhiệt điện Quảng Trạch 1,Coal,Approved,2028 (exp),Quảng Bình,0,"PDP VIII Draft (2023, p. 118)",EVN Investor Presentation 2023 (p. 14),
Nhiệt điện Nam Định 1,Coal,Cancelled,-,Nam Định,0,"PDP VII Revised (2016, p. 60)",Vietnam News (2019),Replaced by LNG in PDP VIII
