name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
**Nhà máy nhiệt điện Uông Bí**,Coal,Operational,1961–1985,Quảng Ninh,0,[EVN 2022 Report](https://www.evn.com.vn),[MOIT PDP7](https://www.moit.gov.vn),Retrofitted in 2000s
**Nhà máy nhiệt điện Phả Lại 1**,Coal,Operational,1984–1985,Hải Dương,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Phả Lại 2**,Coal,Operational,2014–2015,Hải Dương,0,EVN 2022 Report,[ADB Project](https://www.adb.org),
**Nhà máy nhiệt điện Ninh Bình**,Coal,Retired,1974–1976,Ninh Bình,0,EVN 2022 Report,MOIT PDP7,Retired in 2010s
**Nhà máy nhiệt điện Cao Ngạn**,Coal,Operational,1995–2000,Thái Nguyên,0,[Vinacomin](https://www.vinacomin.vn),MOIT PDP7,
**Nhà máy nhiệt điện Na Dương**,Coal,Operational,2015–2016,Lạng Sơn,0,Vinacomin,MOIT PDP7,
**Nhà máy nhiệt điện Cẩm Phả 1**,Coal,Operational,2010–2011,Quảng Ninh,0,Vinacomin,MOIT PDP7,
**Nhà máy nhiệt điện Cẩm Phả 2**,Coal,Under construction,2024–2025,Quảng Ninh,0,Vinacomin,[PDP8 Draft](https://www.moit.gov.vn),Delayed
**Nhà máy nhiệt điện Mông Dương 1**,Coal,Operational,2015,Quảng Ninh,0,[AES](https://www.aes.com),MOIT PDP7,
**Nhà máy nhiệt điện Mông Dương 2**,Coal,Operational,2015,Quảng Ninh,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 1**,Coal,Operational,2012–2013,Bình Thuận,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 2**,Coal,Operational,2014,Bình Thuận,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 3**,Coal,Operational,2016,Bình Thuận,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 4**,Coal,Under construction,2024–2025,Bình Thuận,0,EVN 2022 Report,PDP8 Draft,Delayed
**Nhà máy nhiệt điện Duyên Hải 1**,Coal,Operational,2015,Trà Vinh,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Duyên Hải 2**,Coal,Operational,2015,Trà Vinh,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Duyên Hải 3**,Coal,Planned,2026–2028,Trà Vinh,0,PDP8 Draft,MOIT PDP7,PDP8 inclusion
**Nhà máy nhiệt điện Long Phú 1**,Coal,Suspended,–,Sóc Trăng,0,PDP8 Draft,[VnExpress](https://vnexpress.net),Suspended due to environmental concerns
**Nhà máy nhiệt điện Sông Hậu 1**,Coal,Planned,2025–2026,Hậu Giang,0,[PVN](https://www.pvn.vn),PDP8 Draft,
**Nhà máy nhiệt điện Sông Hậu 2**,Coal,Planned,2027–2028,Hậu Giang,0,PVN,PDP8 Draft,
