name,fuel,status,cod,province,capacity_mwe
Uong Bi (old units),coal,operating,1964-1974,Quang Ninh,105
Uong Bi Extension 1,coal,operating,2005,Quang Ninh,300
Uong Bi Extension 2,coal,operating,2011,Quang Ninh,330
Pha Lai 1,coal,operating,1983-1986,Hai Duong,440
Pha Lai 2,coal,operating,2001-2002,Hai Duong,600
Ninh Binh,coal,operating,1974,Ninh Binh,100
Hai Phong 1,coal,operating,2010,Hai Phong,600
Hai Phong 2,coal,operating,2013-2014,Hai Phong,600
Quang Ninh 1,coal,operating,2009-2010,Quang Ninh,600
Quang Ninh 2,coal,operating,2014-2015,Quang Ninh,600
Na Duong,coal,operating,2004,Lang Son,111
Cao Ngan,coal,operating,2006,Thai Nguyen,115
Cam Pha 1&2,coal,operating,2009-2011,Quang Ninh,600
Son Dong,coal,operating,2009-2010,Bac Giang,220
Formosa Ha Tinh (phase 1),coal,operating,2015-2016,Ha Tinh,450
Mao Khe,coal,operating,2013,Quang Ninh,440
An Khanh 1,coal,operating,2012-2013,Thai Nguyen,100
Vung Ang 1,coal,operating,2012-2013,Ha Tinh,1200
Nghi Son 1,coal,operating,2013-2014,Thanh Hoa,600
Vinh Tan 2,coal,operating,2014,Binh Thuan,1244
Duyen Hai 1,coal,operating,2014-2015,Tra Vinh,1245
Mong Duong 2 (BOT),coal,operating,2015,Quang Ninh,1200
Duyen Hai 3,coal,operating,2016-2017,Tra Vinh,1245
Thai Binh 1,coal,operating,2017,Thai Binh,600
Vinh Tan 4,coal,operating,2017-2018,Binh Thuan,1200
Mong Duong 1,coal,operating,2016-2017,Quang Ninh,1080
Vinh Tan 1 (BOT),coal,operating,2018-2019,Binh Thuan,1200
Duyen Hai 3 Extension,coal,operating,2019,Tra Vinh,660
Vinh Tan 4 Extension,coal,operating,2019,Binh Thuan,600
Hai Duong (BOT),coal,operating,2020-2021,Hai Duong,1200
Nghi Son 2 (BOT),coal,operating,2022,Thanh Hoa,1200
Duyen Hai 2 (BOT),coal,operating,2021-2022,Tra Vinh,1200
