name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy nhiệt điện Uông Bí I,Coal,Decommissioned,1975,Quảng Ninh,105.0,,,"Original Soviet-built units, retired 2021"
Nhà máy nhiệt điện Uông Bí II (330MW),Coal,Operational,2014,Quảng Ninh,330.0,,,"Unit 8, upgraded from 300MW"
Nhà máy nhiệt điện Phả Lại I,Coal,Operational,1986,Hải Dương,440.0,,,"4x110MW units, Russian technology"
Nhà máy nhiệt điện Phả Lại II,Coal,Operational,2001,Hải Dương,600.0,,,2x300MW units
Nhà máy nhiệt điện Ninh Bình,Coal,Decommissioned,1974,Ninh Bình,100.0,,,"4x25MW units, retired"
Nhà máy nhiệt điện Hải Phòng I,Coal,Operational,2011,Hải Phòng,300.0,,,
Nhà máy nhiệt điện Hải Phòng II,Coal,Operational,2014,Hải Phòng,300.0,,,
Nhà máy nhiệt điện Quảng Ninh I,Coal,Operational,2009,Quảng Ninh,300.0,,,
Nhà máy nhiệt điện Quảng Ninh II,Coal,Operational,2014,Quảng Ninh,300.0,,,
Nhà máy nhiệt điện Na Dương,Coal,Operational,2005,Lạng Sơn,111.0,,,
Nhà máy nhiệt điện Cao Ngạn,Coal,Operational,2006,Thái Nguyên,115.0,,,
Nhà máy nhiệt điện Cẩm Phả,Coal,Operational,2011,Quảng Ninh,600.0,,,
Nhà máy nhiệt điện Sơn Động,Coal,Operational,2009,Bắc Giang,220.0,,,
Nhà máy nhiệt điện Formosa Đồng Nài,Coal,Operational,2004,Đồng Nai,150.0,,,captive power for steel complex
Nhà máy nhiệt điện Thủ Đức,Oil,Decommissioned,1975,TP.HCM,165.0,,,retired 2020
Nhà máy nhiệt điện Cần Thơ,Oil,Decommissioned,1975,Cần Thơ,33.0,,,retired 2020
Nhà máy nhiệt điện Ô Môn I,Oil,Converted,2007,Cần Thơ,330.0,,,converted to gas/LNG 2023
Nhà máy nhiệt điện Hiệp Phước,Oil,Decommissioned,2015,TP.HCM,375.0,,,retired 2019
Nhà máy nhiệt điện Phú Mỹ I,Gas,Operational,2004,Bà Rịa-Vũng Tàu,1090.0,,,
Nhà máy nhiệt điện Phú Mỹ II.1,Gas,Operational,2005,Bà Rịa-Vũng Tàu,900.0,,,
Nhà máy nhiệt điện Phú Mỹ IV,Gas,Operational,2004,Bà Rịa-Vũng Tàu,450.0,,,
Nhà máy nhiệt điện Thủ Đức GT,Gas,Operational,2002,TP.HCM,128.0,,,
Nhà máy nhiệt điện Cần Thơ GT,Gas,Operational,2008,Cần Thơ,150.0,,,
Nhà máy nhiệt điện Bà Rịa,Gas,Operational,1998,Bà Rịa-Vũng Tàu,389.0,,,
Nhà máy nhiệt điện Nhơn Trạch I,Gas,Operational,2009,Đồng Nai,465.0,,,
Nhà máy nhiệt điện Nhơn Trạch II,Gas,Operational,2011,Đồng Nai,750.0,,,
Nhà máy nhiệt điện Cà Mau I,Gas,Operational,2008,Cà Mau,750.0,,,
Nhà máy nhiệt điện Cà Mau II,Gas,Operational,2009,Cà Mau,750.0,,,
Nhà máy nhiệt điện Phú Mỹ II.2 BOT,Gas,Operational,2005,Bà Rịa-Vũng Tàu,740.0,,,
Nhà máy nhiệt điện Phú Mỹ III BOT,Gas,Operational,2005,Bà Rịa-Vũng Tàu,740.0,,,
Nhà máy nhiệt điện Vê Dan,Gas,Operational,2005,Bà Rịa-Vũng Tàu,72.0,,,
Nhà máy nhiệt điện Đạm Phú Mỹ,Gas,Operational,2004,Bà Rịa-Vũng Tàu,21.0,,,
EVN Diesel Plants,Diesel,Operational,1975,Multiple,285.0,,,distributed generation
Amata Cogeneration,Diesel,Operational,2005,Đồng Nai,14.0,,,captive industrial power
Formosa Hà Tĩnh #2,Coal,Operational,2016,Hà Tĩnh,150.0,,,steel complex captive
