match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact_capacity_diff,An Khánh 1,Mien Dong 1 Power Plant,thai nguyen,ba ria - vung tau,coal,unknown,116.0,0.0,100.0,False,True,False,,
exact_capacity_diff,Bà Rịa GT,An Khanh–Bac Giang Thermal Power Plant,ba ria - vung tau,bac giang,gas,coal,46.0,0.0,100.0,False,True,False,,
fuzzy_capacity_diff,Bạc Liêu 1,Bac Lieu LNG Power Plant,bac lieu,bac lieu,coal,unknown,1200.0,0.0,100.0,False,False,True,,
exact,Cao Ngạn,Cao Ngan Thermal Power Plant,thai nguyen,thai nguyen,coal,coal,114.0,0.0,100.0,True,True,True,,
exact,Cà Mau I,Ca Mau 1 Power Plant,ca mau,ca mau,gas,unknown,771.0,0.0,100.0,False,True,True,,
exact,Cà Mau II,Ca Mau 2 Power Plant,ca mau,ca mau,gas,unknown,771.0,0.0,100.0,False,True,True,,
fuzzy_capacity_diff,Cẩm Phả 2,Cam Pha Thermal Power Plant,quang ninh,quang ninh,coal,coal,340.0,0.0,100.0,True,True,True,,
exact_capacity_diff,Dong Nai Formosa,Tien Hai LNG Power Plant,đong nai,thai binh,coal,unknown,150.0,0.0,100.0,False,False,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Song Hau 3 Thermal Power Plant,lao cai,hau giang,coal,coal,100.0,0.0,100.0,True,False,False,,
exact,Duyen Hai 1,Duyen Hai 1 Thermal Power Plant,tra vinh,tra vinh,coal,coal,1244.0,0.0,100.0,True,True,True,,
exact,Duyen Hai 2,Duyen Hai 2 Thermal Power Plant,tra vinh,tra vinh,coal,coal,600.0,0.0,100.0,True,False,True,,
exact,Duyen Hai 3,Duyen Hai 3 Thermal Power Plant,tra vinh,tra vinh,coal,coal,1244.0,0.0,100.0,True,True,True,,
fuzzy_capacity_diff,Duyen Hai 3 Extension,Duyen Hai 3 Expansion,tra vinh,tra vinh,coal,coal,660.0,0.0,100.0,True,True,True,,
exact_capacity_diff,Hai Ha CHP Phase 1,Mien Dong 2 Power Plant,quang ninh,ba ria - vung tau,coal,unknown,150.0,0.0,100.0,False,False,False,,
exact,Hải Phòng,Hai Phong Thermal Power Plant,hai phong,hai phong,gas,coal,500.0,0.0,100.0,False,False,True,,
