name,fuel,status,cod,province,capacity_mwe
Phả Lại 1,coal,operating,1983-1986,Hải Dương,0
Phả Lại 2,coal,operating,2001,Hải Dương,0
Uông Bí (legacy units),coal,operating,1975-1978,Quảng Ninh,0
Uông Bí Expansion,coal,operating,2013,Quảng Ninh,0
Quảng Ninh 1,coal,operating,2010,Quảng Ninh,0
Quảng Ninh 2,coal,operating,2014,Quảng Ninh,0
Mạo Khê,coal,operating,2015,Quảng Ninh,0
Cẩm Phả 1,coal,operating,2011,Quảng Ninh,0
Cẩm Phả 2,coal,operating,2014,Quảng Ninh,0
Mông Dương 1,coal,operating,2015,Quảng Ninh,0
Mông Dương 2,coal,operating,2015,Quảng Ninh,0
Thăng Long,coal,operating,2018,Quảng Ninh,0
Đông Triều,coal,operating,2014,Quảng Ninh,0
Ninh Bình,coal,operating,1974,Ninh Bình,0
Na Dương 1,coal,operating,2004,Lạng Sơn,0
Na Dương 2,coal,planned,TBD,Lạng Sơn,0
Cao Ngạn,coal,operating,2007,Thái Nguyên,0
An Khánh - Bắc Giang,coal,operating,2006,Bắc Giang,0
Sơn Động,coal,operating,2018,Bắc Giang,0
Hải Phòng 1,coal,operating,2011,Hải Phòng,0
Hải Phòng 2,coal,operating,2014,Hải Phòng,0
Thái Bình 1,coal,operating,2018,Thái Bình,0
Thái Bình 2,coal,operating,2023,Thái Bình,0
Nghi Sơn 1,coal,operating,2013,Thanh Hóa,0
Nghi Sơn 2,coal,operating,2022,Thanh Hóa,0
Vũng Áng 1,coal,operating,2015,Hà Tĩnh,0
Vũng Áng 2,coal,under_construction,2025,Hà Tĩnh,0
Quảng Trạch 1,coal,under_construction,2026,Quảng Bình,0
Quảng Trạch 2,coal,planned,TBD,Quảng Bình,0
Vĩnh Tân 1,coal,operating,2018,Bình Thuận,0
Vĩnh Tân 2,coal,operating,2014,Bình Thuận,0
Vĩnh Tân 3,coal,planned,TBD,Bình Thuận,0
Vĩnh Tân 4,coal,operating,2019,Bình Thuận,0
Vĩnh Tân 4 Expansion,coal,operating,2021,Bình Thuận,0
Sông Hậu 1,coal,operating,2022,Hậu Giang,0
Sông Hậu 2,coal,planned,TBD,Hậu Giang,0
Duyên Hải 1,coal,operating,2015,Trà Vinh,0
Duyên Hải 3,coal,operating,2017,Trà Vinh,0
Duyên Hải 3 Extension,coal,operating,2021,Trà Vinh,0
Duyên Hải 2,coal,planned,TBD,Trà Vinh,0
Long Phú 1,coal,under_construction,TBD,Sóc Trăng,0
Long Phú 2,coal,planned,TBD,Sóc Trăng,0
An Khánh - Thái Nguyên 2,coal,planned,TBD,Thái Nguyên,0
Công Thanh,coal,planned,TBD,Thanh Hóa,0
Quỳnh Lập 1,coal,planned,TBD,Nghệ An,0
Quỳnh Lập 2,coal,planned,TBD,Nghệ An,0
Nam Định 1,coal,planned,TBD,Nam Định,0
Na Dương expansion / replacement,coal,planned,TBD,Lạng Sơn,0
Nhơn Trạch 1,local natural gas,operating,2009,Đồng Nai,0
Nhơn Trạch 2,local natural gas,operating,2011,Đồng Nai,0
Nhơn Trạch 3,imported LNG,under_construction,2025,Đồng Nai,0
Nhơn Trạch 4,imported LNG,under_construction,2025,Đồng Nai,0
Bà Rịa,local natural gas,operating,1993,Bà Rịa-Vũng Tàu,0
Phú Mỹ 1,local natural gas,operating,2004,Bà Rịa-Vũng Tàu,0
Phú Mỹ 2.1,local natural gas,operating,2005,Bà Rịa-Vũng Tàu,0
Phú Mỹ 2.2,local natural gas,operating,2005,Bà Rịa-Vũng Tàu,0
Phú Mỹ 3,local natural gas,operating,2004,Bà Rịa-Vũng Tàu,0
Phú Mỹ 4,local natural gas,operating,2004,Bà Rịa-Vũng Tàu,0
Cà Mau 1,local natural gas,operating,2007,Cà Mau,0
Cà Mau 2,local natural gas,operating,2008,Cà Mau,0
Ô Môn 1,local natural gas,operating,2015,Cần Thơ,0
Ô Môn 2,local natural gas,under_construction,2028,Cần Thơ,0
Ô Môn 3,local natural gas,planned,TBD,Cần Thơ,0
Ô Môn 4,local natural gas,planned,TBD,Cần Thơ,0
Hiệp Phước 1,local natural gas,operating,2009,Ho Chi Minh City,0
Hiệp Phước 2,local natural gas,operating,2011,Ho Chi Minh City,0
Thủ Đức,local natural gas,operating,1970-1972,Ho Chi Minh City,0
Tiền Hải,local natural gas,operating,2003,Thái Bình,0
Chu Lai,local natural gas,planned,TBD,Quảng Nam,0
Miền Trung I,local natural gas,planned,TBD,Quảng Ngãi,0
Miền Trung II,local natural gas,planned,TBD,Quảng Ngãi,0
Nhơn Trạch 5,imported LNG,planned,TBD,Đồng Nai,0
Nhơn Trạch 6,imported LNG,planned,TBD,Đồng Nai,0
Quảng Ninh LNG,imported LNG,planned,TBD,Quảng Ninh,0
Hải Phòng LNG,imported LNG,planned,TBD,Hải Phòng,0
Thái Bình LNG,imported LNG,planned,TBD,Thái Bình,0
Nghi Sơn LNG,imported LNG,planned,TBD,Thanh Hóa,0
Quỳnh Lập LNG,imported LNG,planned,TBD,Nghệ An,0
Vũng Áng 3 LNG,imported LNG,planned,TBD,Hà Tĩnh,0
Quảng Trị LNG,imported LNG,under_construction,2027,Quảng Trị,0
Chân Mây LNG,imported LNG,planned,TBD,Thừa Thiên Huế,0
Vân Phong LNG,imported LNG,planned,TBD,Khánh Hòa,0
Sơn Mỹ 1 LNG,imported LNG,planned,TBD,Bình Thuận,0
Sơn Mỹ 2 LNG,imported LNG,planned,TBD,Bình Thuận,0
Cà Ná LNG,imported LNG,planned,TBD,Ninh Thuận,0
Long An I LNG,imported LNG,under_construction,2026,Long An,0
Long An II LNG,imported LNG,under_construction,2026,Long An,0
Hiệp Phước LNG,imported LNG,planned,TBD,Ho Chi Minh City,0
Bạc Liêu LNG,imported LNG,planned,TBD,Bạc Liêu,0
Long Sơn LNG,imported LNG,planned,TBD,Bà Rịa-Vũng Tàu,0
Cà Mau LNG,imported LNG,planned,TBD,Cà Mau,0
Kiên Giang LNG,imported LNG,planned,TBD,Kiên Giang,0
Ô Môn LNG,imported LNG,planned,TBD,Cần Thơ,0
An Giang LNG,imported LNG,planned,TBD,An Giang,0
Nam Định LNG,imported LNG,planned,TBD,Nam Định,0
Ninh Bình LNG,imported LNG,planned,TBD,Ninh Bình,0
Quảng Bình LNG,imported LNG,planned,TBD,Quảng Bình,0
Quảng Ngãi LNG,imported LNG,planned,TBD,Quảng Ngãi,0
Phú Yên LNG,imported LNG,planned,TBD,Phú Yên,0
Đắk Lắk LNG,imported LNG,planned,TBD,Đắk Lắk,0
Tây Ninh LNG,imported LNG,planned,TBD,Tây Ninh,0
Trà Vinh LNG,imported LNG,planned,TBD,Trà Vinh,0
Sóc Trăng LNG,imported LNG,planned,TBD,Sóc Trăng,0
