match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khanh - Bac Giang,bac giang,bac giang,coal,coal,650.0,110.0,83.1,True,False,True,,
exact_capacity_diff,An Khánh 1,**LNG Import Terminals**,thai nguyen,,coal,unknown,116.0,0.0,100.0,False,False,,,
exact_capacity_diff,Bà Rịa GT,**Under-Construction Coal Plants**,ba ria - vung tau,,gas,unknown,46.0,0.0,100.0,False,False,,,
fuzzy_capacity_diff,Bạc Liêu 1,Bac Lieu LNG,bac lieu,bac lieu,coal,imported gas,1200.0,3200.0,166.7,False,False,True,,
fuzzy_capacity_diff,Cam Pha 3,Cam Pha,quang ninh,quang ninh,coal,coal,440.0,600.0,36.4,True,False,True,,
exact_capacity_diff,Cao Ngạn,**Operational Coal Plants**,thai nguyen,,coal,unknown,114.0,0.0,100.0,False,False,,,
exact,Cà Mau I,Ca Mau 1,ca mau,ca mau,gas,gas,771.0,771.0,0.0,True,True,True,,
exact,Cà Mau II,Ca Mau 2,ca mau,ca mau,gas,gas,771.0,771.0,0.0,True,True,True,,
exact_capacity_diff,Dong Nai Formosa,Thac Mo,đong nai,binh phuoc,coal,oil,150.0,150.0,0.0,False,False,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,**Operational Gas Plants (Local Gas)**,lao cai,,coal,unknown,100.0,0.0,100.0,False,False,,,
exact,Duyen Hai 1,Duyen Hai 1,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
exact,Duyen Hai 3,Duyen Hai 3,tra vinh,tra vinh,coal,coal,1244.0,1920.0,54.3,True,True,True,,
exact,Duyên Hải 2,Duyen Hai 2,tra vinh,tra vinh,coal,coal,1200.0,1245.0,3.8,True,True,True,,
fuzzy_capacity_diff,Formosa HT2,Formosa Ha Tinh,ha tinh,ha tinh,coal,coal,650.0,1200.0,84.6,True,False,True,,
exact,Hai Phong 1,Hai Phong 1,hai phong,haiphong,coal,coal,600.0,1200.0,100.0,True,True,False,,
exact,Hai Phong 2,Hai Phong 2,hai phong,haiphong,coal,coal,600.0,1200.0,100.0,True,True,False,,
fuzzy_capacity_diff,Hai Phong 3,Hai Phong LNG Terminal,hai phong,haiphong,coal,imported gas,1200.0,1500.0,25.0,False,False,False,,
exact_capacity_diff,LNG Bình Định,Son My LNG Terminal,binh đinh,binh thuan,gas,imported gas,5000.0,4800.0,4.0,False,False,False,,
fuzzy,LNG Bạc Liêu,Bac Lieu LNG Terminal,bac lieu,bac lieu,gas,imported gas,3200.0,3200.0,0.0,False,False,True,,
exact,LNG Hiệp Phước (phase I),Hiep Phuoc,tp ho chi minh,tp ho chi minh,gas,oil,1200.0,375.0,68.8,False,False,True,,
fuzzy_capacity_diff,LNG Hải Phòng 2 (Cát Hải),Hai Phong LNG,hai phong,haiphong,coal,imported gas,1600.0,1500.0,6.2,False,False,False,,
exact_capacity_diff,LNG Long Sơn II+III,Thi Vai LNG Terminal,ba ria - vung tau,ba ria - vung tau,gas,imported gas,3200.0,3200.0,0.0,False,False,True,,
fuzzy_capacity_diff,LNG Nghi Sơn (Thanh Hóa),Nghi Son 3,thanh hoa,thanh hoa,gas,coal,5000.0,1800.0,64.0,False,False,True,,
exact,LNG Nhơn Trạch 3,Nhon Trach 3,đong nai,dong nai,gas,imported gas,750.0,800.0,6.7,False,True,False,,
exact,LNG Nhơn Trạch 4,Nhon Trach 4,đong nai,dong nai,gas,imported gas,750.0,800.0,6.7,False,False,False,,
fuzzy,LNG Quảng Ninh 1 (Cẩm Phả),Quang Ninh LNG,quang ninh,quang ninh,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
fuzzy_capacity_diff,LNG Quảng Ninh 2 (Cẩm Phả),Quang Ninh 4,quang ninh,quang ninh,gas,coal,1500.0,1200.0,20.0,False,False,True,,
exact,LNG Sơn Mỹ I,Son My 1,binh thuan,binh thuan,gas,imported gas,2250.0,2400.0,6.7,False,False,True,,
exact,LNG Sơn Mỹ II,Son My 2,binh thuan,binh thuan,gas,imported gas,2250.0,2400.0,6.7,False,True,True,,
exact_capacity_diff,"LNG Tân Thuận – Đầm Dơi, Cà Mau",Thi Vai LNG,ca mau,ba ria - vung tau,gas,imported gas,3200.0,3200.0,0.0,False,False,False,,
exact,Long Phú 1,Long Phu 1,soc trang,soc trang,coal,coal,1200.0,1200.0,0.0,True,True,True,,
exact,Long Phú 2,Long Phu 2,soc trang,soc trang,coal,coal,1320.0,1200.0,9.1,True,False,True,,
exact,Long Phú 3,Long Phu 3,soc trang,soc trang,coal,coal,1800.0,1200.0,33.3,True,False,True,,
exact,Mong Duong 1,Mong Duong 1,quang ninh,quang ninh,coal,coal,1080.0,1080.0,0.0,True,True,True,,
exact,Mong Duong 2,Mong Duong 2,quang ninh,quang ninh,coal,coal,1240.0,1240.0,0.0,True,True,True,,
fuzzy,Na Dương 1,Na Duong,lang son,lang son,coal,coal,110.0,110.0,0.0,True,True,True,,
exact_capacity_diff,Na Dương 2,**Under-Construction Gas Plants (LNG)**,lang son,,coal,unknown,110.0,0.0,100.0,False,False,,,
exact,Nghi Son 1,Nghi Son 1,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,True,True,,
exact,Nghi Son 2,Nghi Son 2,thanh hoa,thanh hoa,coal,coal,1200.0,1200.0,0.0,True,True,True,,
exact,Ninh Binh,Ninh Binh,ninh binh,ninh binh,coal,coal,100.0,100.0,0.0,True,False,True,,
exact_capacity_diff,Nong Son 1,**Planned Gas Plants (LNG) (PDP8)**,quang nam,,coal,unknown,30.0,0.0,100.0,False,False,,,
exact_capacity_diff,NĐ LNG miền Bắc,**Operational Oil Plants**,"thai binh, nam đinh, nghi son, thanh hoa",,gas,unknown,0.0,0.0,,False,False,,,
exact,Phả Lại 1,Pha Lai 1,hai duong,haiphong,coal,coal,440.0,440.0,0.0,True,True,False,,
exact,Phả Lại 2,Pha Lai 2,hai duong,haiphong,coal,coal,600.0,600.0,0.0,True,True,False,,
exact,Quang Ninh 1,Quang Ninh 1,quang ninh,quang ninh,gas,coal,600.0,1050.0,75.0,False,False,True,,
exact,Quang Ninh 2,Quang Ninh 2,quang ninh,quang ninh,gas,coal,600.0,1050.0,75.0,False,False,True,,
exact,Quang Ninh 3,Quang Ninh 3,quang ninh,quang ninh,gas,coal,1200.0,1200.0,0.0,False,False,True,,
exact,Quảng Trạch 1,Quang Trach 1,quang binh,quang binh,coal,coal,1400.0,1200.0,14.3,True,True,True,,
exact,Quảng Trạch 2,Quang Trach 2,quang binh,quang binh,gas,coal,1200.0,1200.0,0.0,False,False,True,,
exact_capacity_diff,Son Dong,Thu Duc,bac giang,tp ho chi minh,coal,oil,220.0,250.0,13.6,False,True,False,,
exact,Sông Hậu 1,Song Hau 1,hau giang,hau giang,coal,coal,1200.0,1200.0,0.0,True,True,True,,
exact,Sông Hậu 2,Song Hau 2,hau giang,hau giang,coal,coal,2000.0,1200.0,40.0,True,False,True,,
exact_capacity_diff,"TBKHH Kiên Giang I, II",Tra Vinh LNG,kien giang,tra vinh,gas,imported gas,1500.0,1500.0,0.0,False,True,False,,
exact,TBKHH Nhơn Trạch I,Nhon Trach 1,đong nai,dong nai,gas,gas,465.0,450.0,3.2,True,True,False,,
exact,TBKHH Nhơn Trạch II,Nhon Trach 2,đong nai,dong nai,gas,gas,750.0,750.0,0.0,True,True,False,,
exact,TBKHH Phú Mỹ 1,Phu My 1,ba ria - vung tau,ba ria - vung tau,gas,gas,1140.0,1090.0,4.4,True,True,True,,
exact,TBKHH Phú Mỹ 2.1,Phu My 2.1,ba ria - vung tau,ba ria - vung tau,gas,gas,499.0,450.0,9.8,True,True,True,,
exact,TBKHH Phú Mỹ 2.2,Phu My 2.2,ba ria - vung tau,ba ria - vung tau,gas,gas,740.0,715.0,3.4,True,True,True,,
exact,TBKHH Phú Mỹ 3,Phu My 3,ba ria - vung tau,ba ria - vung tau,gas,gas,740.0,720.0,2.7,True,True,True,,
