name,fuel,status,cod,province,capacity_mwe
An Binh,Coal,Cancelled,TBD,Bac Ninh,1200
An Khanh,Coal,Cancelled,TBD,Bac Ninh,1200
Ba Ria,Local Natural Gas,Operating,2002-03-01,Ba Ria-Vung Tau,150
Bac Lieu,Imported LNG,Planned,2030-12-01,Bac Lieu,1800
Ben Tre,Imported LNG,Planned,2032-12-01,Ben Tre,1200
BLCP (Phu My),Local Natural Gas,Operating,2005-06-01,Ba Ria-Vung Tau,715
Buon Kuop,Coal,Operating,2003-12-01,Dak Lak,220
Ca Mau 1,Local Natural Gas,Operating,2008-04-01,Ca Mau,750
Ca Mau 2,Local Natural Gas,Operating,2008-04-01,Ca Mau,750
Ca Mau 3,Imported LNG,Under Construction,2026-12-01,Ca Mau,750
Ca Mau 4,Imported LNG,Planned,2028-12-01,Ca Mau,750
Cam Pha,Coal,Operating,2013-04-01,Quang Ninh,600
Can Tho,Local Natural Gas,Operating,1969-12-01,Can Tho,75
Cao Ngan,Coal,Operating,2006-10-01,Thai Nguyen,110
Cong Thanh,Coal,Operating,2015-12-01,Thanh Hoa,600
Da Nang,Imported LNG,Planned,2030-12-01,Da Nang,1200
Dien Ban,Coal,Operating,2010-06-01,Quang Nam,135
Dien Bien,Coal,Cancelled,TBD,Dien Bien,1200
Doc Let,Imported LNG,Planned,2032-12-01,Khanh Hoa,2400
Dong Hai 1,Coal,Operating,2020-12-01,Tra Vinh,600
Dong Hai 2,Coal,Operating,2021-06-01,Tra Vinh,600
Dong Na 1,Coal,Operating,2012-06-01,Quang Ngai,135
Dong Nai 1,Coal,Operating,1986-06-01,Dong Nai,150
Dong Nai 2,Coal,Operating,1986-06-01,Dong Nai,180
Dong Nai 3,Coal,Operating,2000-06-01,Dong Nai,220
Dong Nai 4,Coal,Operating,2002-06-01,Dong Nai,220
Dong Nai 5,Coal,Operating,2005-06-01,Dong Nai,220
Dong Nai 6,Coal,Cancelled,TBD,Dong Nai,220
Dung Quat 1,Coal,Operating,2013-09-01,Quang Ngai,620
Dung Quat 2,Coal,Under Construction,2026-12-01,Quang Ngai,660
Dung Quat 3,Imported LNG,Planned,2030-12-01,Quang Ngai,1200
Duyen Hai 1,Coal,Operating,2015-06-01,Tra Vinh,1040
