match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact_capacity_diff,Bà Rịa GT,Phan Thiet LNG Terminal,ba ria - vung tau,binh thuan,gas,imported gas,46.0,0.0,100.0,False,False,False,,
exact,Cà Mau I,Ca Mau 1 (Gas),ca mau,ca mau,gas,gas,771.0,300.0,61.1,True,True,True,,
exact,Cà Mau II,Ca Mau 2 (Gas),ca mau,ca mau,gas,gas,771.0,300.0,61.1,True,True,True,,
fuzzy_capacity_diff,Cẩm Phả 1,Cam Pha Thermal Power Plant,quang ninh,quang ninh,coal,coal,340.0,300.0,11.8,True,True,True,,
exact,Cẩm Phả 2,Cam Pha 2,quang ninh,quang ninh,coal,coal,340.0,600.0,76.5,True,False,True,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase II,Southeast Asia Gas Power Project (SEAGPP),quang ngai,ba ria - vung tau,coal,imported gas,2000.0,2000.0,0.0,False,False,False,,
exact,Duyen Hai 1,Duyen Hai 1,tra vinh,tra vinh,coal,coal,1244.0,1200.0,3.5,True,True,True,,
fuzzy,Duyen Hai 2,Duyen Hai 3 Expansion,tra vinh,tra vinh,coal,coal,600.0,600.0,0.0,True,True,True,,
exact,Duyen Hai 3,Duyen Hai 3,tra vinh,tra vinh,coal,coal,1244.0,1200.0,3.5,True,True,True,,
exact_capacity_diff,Hai Ha CHP Phase 2,Son My 5 LNG-to-Power,quang ninh,binh thuan,coal,imported gas,750.0,750.0,0.0,False,False,False,,
exact_capacity_diff,Hai Ha CHP Phase 3,Ha Tien 1,quang ninh,-,coal,coal,600.0,600.0,0.0,True,False,False,,
exact_capacity_diff,Hai Phong 2,Thang Long 2,hai phong,quang ninh,coal,coal,600.0,600.0,0.0,True,False,False,,
exact,Hải Phòng,Hai Phong Thermal Power Plant,hai phong,hai phong,gas,coal,500.0,600.0,20.0,False,False,True,,
fuzzy_capacity_diff,LNG Cà Mau 1,Ca Mau 3 (Gas),ca mau,ca mau,gas,gas,1500.0,300.0,80.0,True,True,True,,
exact_capacity_diff,LNG Cà Ná,Central Southern Gas Power Project (CSGPP),ninh thuan,ninh thuan,gas,imported gas,1500.0,1500.0,0.0,False,True,True,,
fuzzy_capacity_diff,LNG Cái Mép Hạ,Cai Mep Ha LNG Terminal,ba ria - vung tau,ba ria - vung tau,gas,imported gas,6000.0,0.0,100.0,False,False,True,,
fuzzy_capacity_diff,LNG Hiệp Phước (phase I),Hiep Phuoc 1 (Gas),tp ho chi minh,tp ho chi minh,gas,gas,1200.0,750.0,37.5,True,False,True,,
fuzzy_capacity_diff,LNG Hải Lăng,Hai Lang LNG-to-Power,quang tri,quang tri,gas,imported gas,1500.0,1320.0,12.0,False,False,True,,
exact_capacity_diff,LNG Long An I,Central Vietnam Gas Power Project (CVGPP),long an,nghe an,gas,imported gas,1500.0,1500.0,0.0,False,True,False,,
exact_capacity_diff,LNG Long An I phase 2,Northern Vietnam Gas Power Project (NVGPP),long an,hai phong,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,
fuzzy_capacity_diff,LNG Long Sơn,Long Son Petrochemical Power Plant,ba ria - vung tau,ba ria - vung tau,gas,imported gas,1200.0,1500.0,25.0,False,False,True,,
fuzzy_capacity_diff,LNG Long Sơn IV (địa điểm Tây),Bac Luong Son LNG-to-Power,ba ria - vung tau,quang ninh,gas,imported gas,3600.0,1500.0,58.3,False,False,False,,
fuzzy_capacity_diff,LNG Nghi Sơn (Thanh Hóa),Nghi Son LNG Terminal,thanh hoa,thanh hoa,gas,imported gas,5000.0,0.0,100.0,False,False,True,,
exact,LNG Nhơn Trạch 3,Nhon Trach 3 (Gas),đong nai,dong nai,gas,gas,750.0,1500.0,100.0,True,True,False,,
exact,LNG Nhơn Trạch 4,Nhon Trach 4 (Gas),đong nai,dong nai,gas,gas,750.0,750.0,0.0,True,False,False,,
fuzzy_capacity_diff,LNG Phú Mỹ 3.1,Phu My 2 (Gas),ba ria - vung tau,ba ria - vung tau,gas,gas,850.0,736.0,13.4,True,False,True,,
exact_capacity_diff,LNG Quảng Ninh 1 (Cẩm Phả),Kien Giang LNG-to-Power,quang ninh,kien giang,gas,imported gas,1500.0,1500.0,0.0,False,False,False,,
fuzzy_capacity_diff,LNG Sơn Mỹ I,Son My 1 LNG-to-Power,binh thuan,binh thuan,gas,imported gas,2250.0,2200.0,2.2,False,False,True,,
fuzzy_capacity_diff,LNG Sơn Mỹ II,Son My 2 LNG-to-Power,binh thuan,binh thuan,gas,imported gas,2250.0,2000.0,11.1,False,False,True,,
exact,Mong Duong 1,Mong Duong 1,quang ninh,quang ninh,coal,coal,1080.0,1080.0,0.0,True,True,True,,
exact,Mong Duong 2,Mong Duong 2,quang ninh,quang ninh,coal,coal,1240.0,700.0,43.5,True,True,True,,
fuzzy_capacity_diff,Na Dương 1,Na Duong Thermal Power Plant,lang son,lang son,coal,coal,110.0,108.0,1.8,True,True,True,,
exact,Nam Dinh 1,Nam Dinh 1,nam dinh,nam dinh,coal,coal,1200.0,600.0,50.0,True,False,True,,
exact,Nghi Son 1,Nghi Son 1,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,True,True,,
exact,Nghi Son 2,Nghi Son 2,thanh hoa,thanh hoa,coal,coal,1200.0,1200.0,0.0,True,True,True,,
exact,Ninh Binh,Ninh Binh Thermal Power Plant,ninh binh,ninh binh,coal,gas,100.0,100.0,0.0,False,False,True,,
exact_capacity_diff,Nong Son 1,VSM Import LNG Terminal,quang nam,ba ria - vung tau,coal,imported gas,30.0,0.0,100.0,False,False,False,,
fuzzy_capacity_diff,NĐ Hiệp Phước,Hiep Phuoc 2 (Gas),tp ho chi minh,tp ho chi minh,unknown,gas,310.0,750.0,141.9,False,True,True,,
exact_capacity_diff,NĐ LNG miền Bắc,SBC LNG Terminal,"thai binh, nam đinh, nghi son, thanh hoa",binh thuan,gas,imported gas,0.0,0.0,,False,False,False,,
exact_capacity_diff,Phả Lại 2,Ha Tien 2,hai duong,-,coal,coal,600.0,600.0,0.0,True,False,False,,
exact_capacity_diff,Quang Ninh 2,Hao Binh 1 Petrochemical Power Plant,quang ninh,quang ninh,gas,coal,600.0,600.0,0.0,False,False,True,,
exact_capacity_diff,Quang Ninh 3,Bac Ninh Thermal Power Plant,quang ninh,bac ninh,gas,coal,1200.0,1200.0,0.0,False,False,False,,
exact,Quảng Trạch 1,Quang Trach 1,quang binh,quang binh,coal,coal,1400.0,1200.0,14.3,True,True,True,,
exact,Quảng Trạch 2,Quang Trach 2,quang binh,quang binh,gas,coal,1200.0,1200.0,0.0,False,False,True,,
exact_capacity_diff,Quảng Trị 2,Cam Ranh LNG-to-Power,quang tri,khanh hoa,coal,imported gas,1200.0,1200.0,0.0,False,True,False,,
exact,Quỳnh Lập 1,Quynh Lap 1,nghe an,nghe an,coal,coal,1200.0,1200.0,0.0,True,False,True,,
exact,Quỳnh Lập 2,Quynh Lap 2,nghe an,nghe an,coal,coal,1200.0,1200.0,0.0,True,False,True,,
exact_capacity_diff,Son Dong,Bao Minh Thermal Power Plant,bac giang,nam dinh,coal,coal,220.0,200.0,9.1,True,True,False,,
