name,fuel,status,cod,province,capacity_mwe
Pha Lai 1,Coal,Operational,1983,Hai Duong,440.0
Pha Lai 2,Coal,Operational,2002,Hai Duong,600.0
Uong Bi,Coal,Operational,1964 (expanded over time),Quang Ninh,630.0
Ninh Binh,Coal,Operational,1974,Ninh Binh,100.0
Na Duong 1,Coal,Operational,2004,Lang Son,110.0
Na Duong 2,Coal,Planned/Proposed,TBD,Lang Son,110.0
Cao Ngan,Coal,Operational,2008,Thai Nguyen,100.0
Son Dong,Coal,Operational,2014,Bac Giang,220.0
Quang Ninh 1,Coal,Operational,2010,Quang Ninh,600.0
Quang Ninh 2,Coal,Operational,2014,Quang Ninh,600.0
Hai Phong 1,Coal,Operational,2010,Hai Phong,600.0
Hai Phong 2,Coal,Operational,2014,Hai Phong,600.0
Mao Khe,Coal,Operational,2013,Quang Ninh,440.0
Nghi Son 1,Coal,Operational,2013,Thanh Hoa,600.0
Nghi Son 2,Coal,Operational,2022,Thanh Hoa,1200.0
Vung Ang 1,Coal,Operational,2014,Ha Tinh,1200.0
Vung Ang 2,Coal,Under Construction,~2025–2026,Ha Tinh,1200.0
Formosa Ha Tinh (captive/steel),Coal,Operational,2017,Ha Tinh,550.0
Vinh Tan 1,Coal,Operational,2018,Binh Thuan,1200.0
Vinh Tan 2,Coal,Operational,2014,Binh Thuan,1244.0
Vinh Tan 3,Coal,Cancelled/Suspended,TBD (removed from PDP8),Binh Thuan,1980.0
Vinh Tan 4,Coal,Operational,2017,Binh Thuan,1200.0
Vinh Tan 4 Extension,Coal,Operational,2019,Binh Thuan,600.0
Duyen Hai 1,Coal,Operational,2015,Tra Vinh,1245.0
Duyen Hai 2,Coal,Operational,2021,Tra Vinh,1200.0
Duyen Hai 3,Coal,Operational,2017,Tra Vinh,1245.0
Duyen Hai 3 Extension,Coal,Operational,2019,Tra Vinh,688.0
Long Phu 1,Coal,Under Construction (delayed),~2025–2027,Soc Trang,1200.0
Long Phu 2,Coal,Cancelled/Suspended,TBD,Soc Trang,1200.0
Song Hau 1,Coal,Operational,2022,Hau Giang,1200.0
Song Hau 2,Coal,Cancelled/Suspended,TBD,Hau Giang,2000.0
Thai Binh 1,Coal,Operational,2018,Thai Binh,600.0
Thai Binh 2,Coal,Operational,2023,Thai Binh,600.0
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1080.0
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1200.0
An Khanh 1,Coal,Operational,2015,Thai Nguyen,50.0
Cam Pha 1 (Cua Ong),Coal,Operational,Various (legacy),Quang Ninh,165.0
Cam Pha 2,Coal,Operational,2011,Quang Ninh,300.0
Van Phong 1,Coal,Under Construction,~2026–2027,Khanh Hoa,1320.0
Quang Trach 1,Coal,Under Construction,~2025–2026,Quang Binh,1200.0
Nam Dinh 1,Coal,Planned (uncertain),TBD,Nam Dinh,1200.0
Hai Duong (BOT - Jaks/CLP),Coal,Operational,2023,Hai Duong,1200.0
An Khanh - Bac Giang (NMNĐ),Coal,Operational/Commissioned,2020,Bac Giang,650.0
Ba Ria (gas turbine),Local Natural Gas,Operational,1995,Ba Ria - Vung Tau,389.0
Phu My 1,Local Natural Gas,Operational,2002,Ba Ria - Vung Tau,1090.0
Phu My 2.1,Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,440.0
Phu My 2.1 Extension,Local Natural Gas,Operational,2005,Ba Ria - Vung Tau,436.0
Phu My 2.2 (BOT),Local Natural Gas,Operational,2005,Ba Ria - Vung Tau,715.0
Phu My 3 (BOT),Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,740.0
Phu My 4,Local Natural Gas,Operational,2005,Ba Ria - Vung Tau,450.0
Thu Duc (gas turbine),Local Natural Gas,Operational,Various (legacy),Ho Chi Minh City,165.0
Ca Mau 1,Local Natural Gas,Operational,2008,Ca Mau,750.0
Ca Mau 2,Local Natural Gas,Operational,2008,Ca Mau,750.0
Nhon Trach 1,Local Natural Gas,Operational,2009,Dong Nai,450.0
Nhon Trach 2,Local Natural Gas,Operational,2011,Dong Nai,750.0
O Mon 1,Local Natural Gas,Operational,2009,Can Tho,660.0
