match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact_capacity_diff,Bà Rịa GT,Soc Trang LNG Terminal,ba ria - vung tau,soc trang,gas,unknown,46.0,0.0,100.0,False,False,False,,
exact,Cà Mau I,Ca Mau 1,ca mau,ca mau,gas,gas,771.0,720.0,6.6,True,True,True,,
exact,Cà Mau II,Ca Mau 2,ca mau,ca mau,gas,gas,771.0,720.0,6.6,True,True,True,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Thi Vai LNG Terminal,lao cai,ba ria - vung tau,coal,unknown,100.0,0.0,100.0,False,False,False,,
exact,Duyen Hai 1,Duyen Hai 1,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
exact,Duyen Hai 2,Duyen Hai 2,tra vinh,1120,coal,unknown,600.0,0.0,100.0,False,False,False,,
exact,Duyen Hai 3,Duyen Hai 3,tra vinh,tra vinh,coal,coal,1244.0,2600.0,109.0,True,True,True,,
exact,Duyen Hai 3 Extension,Duyen Hai 3 Extension,tra vinh,tra vinh,coal,coal,660.0,1300.0,97.0,True,False,True,,
exact_capacity_diff,Hai Duong,Thai Nguyen 1,hai duong,thai nguyen,coal,coal,1200.0,1200.0,0.0,True,False,False,,
fuzzy_capacity_diff,Hải Phòng,Hai Phong LNG Terminal,hai phong,hai phong,gas,unknown,500.0,0.0,100.0,False,False,True,,
exact_capacity_diff,LNG Bến Tre,Kien Giang LNG-to-power,ben tre,kien giang,gas,unknown,3000.0,3000.0,0.0,False,False,False,,
fuzzy_capacity_diff,LNG Hải Phòng 2 (Cát Hải),Hai Phong LNG-to-power,hai phong,hai phong,coal,unknown,1600.0,2000.0,25.0,False,False,True,,
fuzzy,LNG Long An I,Long An LNG-to-power,long an,long an,gas,unknown,1500.0,1500.0,0.0,False,False,True,,
fuzzy_capacity_diff,LNG Mũi Kê Gà 1,Mui Ke Gao LNG Terminal (Dien Chau),binh thuan,nghe an,gas,unknown,1200.0,0.0,100.0,False,False,False,,
exact,LNG Nhơn Trạch 3,Nhon Trach 3,đong nai,đong nai,gas,unknown,750.0,767.0,2.3,False,False,True,,
exact,LNG Nhơn Trạch 4,Nhon Trach 4,đong nai,đong nai,gas,unknown,750.0,767.0,2.3,False,False,True,,
fuzzy,LNG Phú Mỹ 3.1,Phu My 6,ba ria - vung tau,ba ria - vung tau,gas,unknown,850.0,850.0,0.0,False,False,True,,
