name,fuel,status,cod,province,capacity_mwe
Nhà máy Nhiệt điện Mông Dương I,Coal,Operational,2015,Quảng Ninh,0
Nhà máy Nhiệt điện Mông Dương II,Coal,Operational,2019,Quảng Ninh,0
Nhà máy Nhiệt điện Thăng Long,Coal,Operational,2019,Quảng Ninh,0
Nhà máy Nhiệt điện Hạ Long I,Coal,Operational,2016,Quảng Ninh,0
Nhà máy Nhiệt điện Hạ Long II,Coal,Operational,2022,Quảng Ninh,0
Nhà máy Nhiệt điện Hạ Long III,Coal,Under construction,2025,Quảng Ninh,0
Nhà máy Nhiệt điện Cẩm Phả I,Coal,Operational,2015,Quảng Ninh,0
Nhà máy Nhiệt điện Cẩm Phả II,Coal,Operational,2021,Quảng Ninh,0
Nhà máy Nhiệt điện Cẩm Phả III,Coal,Under construction,2026,Quảng Ninh,0
Nhà máy Nhiệt điện Na Duong,Coal,Operational,2015,Lào Cai,0
Nhà máy Nhiệt điện Uông Bí I,Coal,Operational,2014,Quảng Ninh,0
Nhà máy Nhiệt điện Uông Bí II,Coal,Operational,2021,Quảng Ninh,0
Nhà máy Nhiệt điện Uông Bí III,Coal,Approved,2028,Quảng Ninh,0
Nhà máy Nhiệt điện Hải Phòng I,Coal,Operational,2022,Hải Phòng,0
Nhà máy Nhiệt điện Hải Phòng II,Coal,Under construction,2026,Hải Phòng,0
Nhà máy Nhiệt điện Hải Phòng III,Coal,Planned,2030+,Hải Phòng,0
Nhà máy Nhiệt điện Quảng Ninh I,Coal,Operational,2022,Quảng Ninh,0
Nhà máy Nhiệt điện Quảng Ninh II,Coal,Approved,2028,Quảng Ninh,0
Nhà máy Nhiệt điện Thái Bình I,Coal,Operational,2022,Thái Bình,0
Nhà máy Nhiệt điện Thái Bình II,Coal,Under construction,2026,Thái Bình,0
Nhà máy Nhiệt điện Nam Định I,Coal,Operational,2024,Nam Định,0
Nhà máy Nhiệt điện Hồng Linh,Coal,Operational,2023,Hà Tĩnh,0
