name,fuel,status,cod,province,capacity_mwe
Nhà máy Nhiệt điện Uông Bí 1,Coal,Operational,2009,Quảng Ninh,0
Nhà máy Nhiệt điện Uông Bí 2,Coal,Operational,2013,Quảng Ninh,0
Nhà máy Nhiệt điện Uông Bí 3,Coal,Operational,2015,Quảng Ninh,0
Nhà máy Nhiệt điện Uông Bí mở rộng,Coal,Planned,2028,Quảng Ninh,0
Nhà máy Nhiệt điện Quảng Ninh 1,Coal,Operational,2009-2010,Quảng Ninh,0
Nhà máy Nhiệt điện Quảng Ninh 2,Coal,Operational,2014,Quảng Ninh,0
Nhà máy Nhiệt điện Quảng Ninh BOT,Coal,Operational,2021,Quảng Ninh,0
Nhà máy Nhiệt điện Hải Phòng 1,Coal,Operational,2011-2014,Hải Phòng,0
Nhà máy Nhiệt điện Hải Phòng 2,Coal,Under construction,2025,Hải Phòng,0
Nhà máy Nhiệt điện Thái Bình 1,Coal,Operational,2017,Thái Bình,0
Nhà máy Nhiệt điện Thái Bình 2,Coal,Under construction,2024,Thái Bình,0
Nhà máy Nhiệt điện Nghi Sơn 1,Coal,Operational,2014,Thanh Hóa,0
Nhà máy Nhiệt điện Nghi Sơn 2,Coal,Operational,2022,Thanh Hóa,0
Nhà máy Nhiệt điện Nghi Sơn mở rộng,Coal,Planned,2030,Thanh Hóa,0
Nhà máy Nhiệt điện Vĩnh Tân 1,Coal,Operational,2018,Bình Thuận,0
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operational,2014,Bình Thuận,0
Nhà máy Nhiệt điện Vĩnh Tân 4,Coal,Operational,2017-2018,Bình Thuận,0
Nhà máy Nhiệt điện Vĩnh Tân 4 mở rộng,Coal,Operational,2019,Bình Thuận,0
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operational,2015,Trà Vinh,0
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operational,2020,Trà Vinh,0
Nhà máy Nhiệt điện Duyên Hải 3 mở rộng,Coal,Planned,2028,Trà Vinh,0
Nhà máy Nhiệt điện Sông Hậu 1,Coal,Operational,2015-2016,Hậu Giang,0
Nhà máy Nhiệt điện Sông Hậu 2,Coal,Under construction,2026,Hậu Giang,0
Nhà máy Nhiệt điện Long Phú 1,Coal,Under construction,2027,Sóc Trăng,0
Nhà máy Nhiệt điện Long Phú 2,Coal,Suspended,N/A,Sóc Trăng,0
Nhà máy Nhiệt điện Long Phú 3,Coal,Cancelled,N/A,Sóc Trăng,0
Nhà máy Nhiệt điện Quỳnh Lập 1,Coal,Planned,2029,Nghệ An,0
Nhà máy Nhiệt điện Quỳnh Lập 2,Coal,Planned,2030,Nghệ An,0
Nhà máy Nhiệt điện Vân Phong 1,Coal,Under construction,2025,Khánh Hòa,0
Nhà máy Nhiệt điện Vân Phong 2,Coal,Under construction,2026,Khánh Hòa,0
Nhà máy Nhiệt điện Nam Định 1,Coal,Approved,2027,Nam Định,0
Nhà máy Nhiệt điện Quảng Trị 1,Coal,Planned,2029,Quảng Trị,0
Nhà máy Nhiệt điện Quảng Trị 2,Coal,Planned,2030,Quảng Trị,0
Nhà máy Nhiệt điện Hà Tĩnh,Coal,Planned,2029,Hà Tĩnh,0
Nhà máy Nhiệt điện Bạc Liêu,Coal,Cancelled,N/A,Bạc Liêu,0
Name (Vietnamese),Fuel,Status,COD,Province,0
Nhà máy Nhiệt điện Phú Mỹ 1,Gas,Operational,1995,Bà Rịa-Vũng Tàu,0
Nhà máy Nhiệt điện Phú Mỹ 2-1,Gas,Operational,1997,Bà Rịa-Vũng Tàu,0
Nhà máy Nhiệt điện Phú Mỹ 2-1 mở rộng,Gas,Operational,2003,Bà Rịa-Vũng Tàu,0
Nhà máy Nhiệt điện Phú Mỹ 3,Gas,Operational,2004,Bà Rịa-Vũng Tàu,0
Nhà máy Nhiệt điện Phú Mỹ 4,Gas,Operational,2011-2012,Bà Rịa-Vũng Tàu,0
Nhà máy Nhiệt điện Nhơn Trạch 1,Gas,Operational,2009,Đồng Nai,0
Nhà máy Nhiệt điện Nhơn Trạch 2,Gas,Operational,2011,Đồng Nai,0
Nhà máy Nhiệt điện Nhơn Trạch 3,Gas,Under construction,2025,Đồng Nai,0
Nhà máy Nhiệt điện Nhơn Trạch 4,Gas,Under construction,2026,Đồng Nai,0
Nhà máy Nhiệt điện Cà Mau 1 & 2,Gas,Operational,2008-2009,Cà Mau,0
Nhà máy Nhiệt điện O Môn 1,Gas,Operational,2009,Cần Thơ,0
Nhà máy Nhiệt điện O Môn 2,Gas,Operational,2015,Cần Thơ,0
Nhà máy Nhiệt điện O Môn 3,Gas,Under construction,2026,Cần Thơ,0
Nhà máy Nhiệt điện O Môn 4,Gas,Planned,2028,Cần Thơ,0
Nhà máy Nhiệt điện Hải Vân,Gas,Planned,2029,Thừa Thiên-Huế,0
Name (Vietnamese),Fuel,Status,COD,Province,0
Nhà máy Nhiệt điện Bạc Liêu LNG,LNG,Approved,2027,Bạc Liêu,0
Nhà máy Nhiệt điện Kien Giang LNG,LNG,Approved,2028,Kien Giang,0
Nhà máy Nhiệt điện Long An I & II,LNG,Approved,2028,Long An,0
Nhà máy Nhiệt điện Nhơn Trạch LNG,LNG,Planned,2029,Đồng Nai,0
Nhà máy Nhiệt điện Cần Thơ LNG,LNG,Planned,2030,Cần Thơ,0
Nhà máy Nhiệt điện Quảng Ninh LNG,LNG,Planned,2030,Quảng Ninh,0
