name,fuel,status,cod,province,capacity_mwe
Nhà máy Nhiệt điện Phả Lại 1,Coal,Operational,1999,Hai Duong,0
Nhà máy Nhiệt điện Phả Lại 2,Coal,Operational,2012,Hai Duong,0
Nhà máy Nhiệt điện Uông Bí,Coal,Operational,2006,Quang Ninh,0
Nhà máy Nhiệt điện Ninh Bình,Coal,Operational,1996,Ninh Binh,0
Nhà máy Nhiệt điện Cao Ngạn,Coal,Operational,2006,Thai Nguyen,0
Nhà máy Nhiệt điện Mạo Khê,Coal,Operational,2012,Thai Nguyen,0
Nhà máy Nhiệt điện Cẩm Phả,Coal,Operational,2012,Quang Ninh,0
Nhà máy Nhiệt điện Na Dương,Coal,Operational,2005,Lang Son,0
Nhà máy Nhiệt điện Sơn Động,Coal,Operational,2014,Bac Giang,0
Nhà máy Nhiệt điện Hải Phòng 1,Coal,Operational,2006,Hai Phong,0
Nhà máy Nhiệt điện Hải Phòng 2,Coal,Operational,2018,Hai Phong,0
Nhà máy Nhiệt điện Nghi Sơn 1,Coal,Operational,2013,Thanh Hoa,0
Nhà máy Nhiệt điện Nghi Sơn 2,Coal,Operational,2019,Thanh Hoa,0
Nhà máy Nhiệt điện Vĩnh Tân 1,Coal,Operational,2018,Binh Thuan,0
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operational,2015,Binh Thuan,0
Nhà máy Nhiệt điện Vĩnh Tân 3,Coal,Operational,2021,Binh Thuan,0
Nhà máy Nhiệt điện Vĩnh Tân 4,Coal,Operational,2021,Binh Thuan,0
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operational,2015,Tra Vinh,0
Nhà máy Nhiệt điện Duyên Hải 2,Coal,Operational,2018,Tra Vinh,0
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operational,2022,Tra Vinh,0
Nhà máy Nhiệt điện Đồng Nai 1-4,Coal,Operational,1987-2006,Dong Nai,0
Nhà máy Nhiệt điện Cộng Hòa,Coal,Operational,2015,Dong Nai,0
Nhà máy Nhiệt điện Bình Thuận,Coal,Operational,2019,Binh Thuan,0
Nhà máy Nhiệt điện Xuân Thọ,Coal,Operational,2019,Thai Nguyen,0
Nhà máy Nhiệt điện Sông Hậu 1,Coal,Under construction,2025 (Exp),Hau Giang,0
Nhà máy Nhiệt điện Thái Bình 2,Coal,Under construction,2025 (Exp),Thai Binh,0
Nhà máy Nhiệt điện Trà Vinh 1,Coal,Suspended,N/A,Tra Vinh,0
Nhà máy Nhiệt điện Sông Hậu 2,Coal,Planned,Post-2030,Hau Giang,0
Nhà máy Nhiệt điện Long Phú 1,Coal,Suspended,N/A,Soc Trang,0
Nhà máy Nhiệt điện Long Phú 2,Coal,Planned,Post-2030,Soc Trang,0
Nhà máy Nhiệt điện Long Phú 3,Coal,Planned,Post-2030,Soc Trang,0
Nhà máy Nhiệt điện Kiên Lương 1,Coal,Planned,Post-2030,Kien Giang,0
Nhà máy Nhiệt điện Quảng Ninh 1,Coal,Planned,Post-2030,Quang Ninh,0
Nhà máy Nhiệt điện Quảng Ninh 2,Coal,Planned,Post-2030,Quang Ninh,0
Nhà máy Nhiệt điện Thái Bình 1,Coal,Planned,Post-2030,Thai Binh,0
Nhà máy Nhiệt điện Ô Môn 3,Coal,Planned,Post-2030,Can Tho,0
Nhà máy Nhiệt điện Ô Môn 4,Coal,Planned,Post-2030,Can Tho,0
Nhà máy Nhiệt điện Vân Phong 1,Coal,Planned,Post-2030,Khanh Hoa,0
Nhà máy Nhiệt điện Phú Mỹ 1,Domestic gas,Operational,2003,Ba Ria-VT,0
Nhà máy Nhiệt điện Phú Mỹ 2.1,Domestic gas,Operational,2005,Ba Ria-VT,0
Nhà máy Nhiệt điện Phú Mỹ 2.2,Domestic gas,Operational,2005,Ba Ria-VT,0
Nhà máy Nhiệt điện Phú Mỹ 2.3,Domestic gas,Operational,2005,Ba Ria-VT,0
Nhà máy Nhiệt điện Phú Mỹ 2.4,Domestic gas,Operational,2005,Ba Ria-VT,0
Nhà máy Nhiệt điện Phú Mỹ 3,Domestic gas,Operational,2004,Ba Ria-VT,0
Nhà máy Nhiệt điện Phú Mỹ 4,Domestic gas,Operational,2005,Ba Ria-VT,0
Nhà máy Nhiệt điện Bà Rịa,Domestic gas,Operational,2002,Ba Ria-VT,0
Nhà máy Nhiệt điện Nhơn Trạch 1,Domestic gas,Operational,2009,Dong Nai,0
Nhà máy Nhiệt điện Nhơn Trạch 2,Domestic gas,Operational,2012,Dong Nai,0
Nhà máy Nhiệt điện Cà Mau 1,Domestic gas,Operational,2008,Ca Mau,0
Nhà máy Nhiệt điện Cà Mau 2,Domestic gas,Operational,2008,Ca Mau,0
Nhà máy Nhiệt điện Ô Môn 1,Domestic gas,Operational,2009,Can Tho,0
Nhà máy Nhiệt điện Ô Môn 2,Domestic gas,Operational,2015,Can Tho,0
Nhà máy Nhiệt điện Nhơn Trạch 3,Imported LNG,Under construction,2024 (Exp),Dong Nai,0
Nhà máy Nhiệt điện Nhơn Trạch 4,Imported LNG,Planned,2028 (Exp),Dong Nai,0
Nhà máy Nhiệt điện Duyên Hải 4,Imported LNG,Planned,2028 (Exp),Tra Vinh,0
Nhà máy Nhiệt điện Bạc Liêu,Imported LNG,Planned,2029 (Exp),Bac Lieu,0
Nhà máy Nhiệt điện Sơn Mỹ 1,Imported LNG,Planned,2030 (Exp),Binh Thuan,0
Nhà máy Nhiệt điện Sơn Mỹ 2,Imported LNG,Planned,2030 (Exp),Binh Thuan,0
Nhà máy Nhiệt điện Quảng Ninh LNG,Imported LNG,Planned,2030 (Exp),Quang Ninh,0
Nhà máy Nhiệt điện Hải Phòng LNG,Imported LNG,Planned,2030 (Exp),Hai Phong,0
Nhà máy Nhiệt điện Hậu Giang LNG,Imported LNG,Planned,2030 (Exp),Hau Giang,0
Nhà máy Nhiệt điện Tiền Giang LNG,Imported LNG,Planned,2030 (Exp),Tien Giang,0
Nhà máy Nhiệt điện Nghi Sơn LNG,Imported LNG,Planned,2030 (Exp),Thanh Hoa,0
