name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Nhiệt điện Phú Mỹ,Coal,Operational,2002-2009,Ba Ria-Vung Tau,0,,,Major coal facility
Nhà máy Nhiệt điện Vĩnh Tân,Coal,Operational,2009-2010,Binh Thuan,0,,,Supercritical technology
Nhà máy Nhiệt điện Duyên Hải,Coal,Operational,2001-2007,Tra Vinh,0,,,
Nhà máy Nhiệt điện Hải Phòng,Coal,Operational,1997-2000,Hai Phong,0,,,
Nhà máy Nhiệt điện Thái Bình,Coal,Operational,1998-2001,Thai Binh,0,,,
Nhà máy Nhiệt điện Quảng Ninh,Coal,Operational,1994-1997,Quang Ninh,0,,,
Nhà máy Nhiệt điện Uông Bí,Coal,Operational,1985-1995,Quang Ninh,0,,,Older facility
Nhà máy Nhiệt điện Cẩm Phả,Coal,Operational,1988-1993,Quang Ninh,0,,,
Nhà máy Nhiệt điện Hà Nội,Coal,Operational,1990-1994,Ha Noi,0,,,
Nhà máy Nhiệt điện Ninh Bình,Coal,Operational,1995-1998,Ninh Binh,0,,,
Nhà máy Nhiệt điện Hải Dương,Coal,Operational,1996-1999,Hai Duong,0,,,
Nhà máy Nhiệt điện Cần Thơ,Domestic Gas,Operational,2003-2004,Can Tho,0,,,
Nhà máy Nhiệt điện Phú Tài,Domestic Gas,Operational,2005-2006,Khanh Hoa,0,,,
Nhà máy Nhiệt điện Cà Mau,Domestic Gas,Operational,2007-2008,Ca Mau,0,,,
Nhà máy Nhiệt điện Tây Bắc,Coal,Operational,2010-2011,Son La,0,,,
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operational,2014-2015,Binh Thuan,0,,,Supercritical
Nhà máy Nhiệt điện Vĩnh Tân 3,Coal,Operational,2016-2017,Binh Thuan,0,,,Supercritical
