name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhà máy Nhiệt điện Phả Lại,Coal,Operational,"1986 (Phase 1), 2004 (Phase 2)",Hải Dương,0,EVN Annual Report 2022,MOIT Power Planning,Oldest large coal plant; two phases.
Nhà máy Nhiệt điện Uông Bí,Coal,Operational,"2015 (Unit 1), 2017 (Unit 2)",Quảng Ninh,0,PDP8 Appendix 1,EVN 2020,Replaced older 150 MW units.
Nhà máy Nhiệt điện Mông Dương,Coal,Operational,"2015 (Unit 1), 2016 (Unit 2)",Quảng Ninh,0,AES Annual Report 2023,IFC Project,BOT project; exports to EVN.
Nhà máy Nhiệt điện Hải Phòng,Coal,Operational,"2011 (Unit 1), 2014 (Unit 2+3+4)",Hải Phòng,0,EVN 2018,MOIT Technical Report,Four units built in two phases.
Nhà máy Nhiệt điện Vũng Áng 1,Coal,Operational,"2015 (Unit 1), 2018 (Unit 2)",Hà Tĩnh,0,EVN Financial Report 2022,PDP8 List,Units delayed by financing issues.
Nhà máy Nhiệt điện Nghi Sơn 1,Coal,Operational,"2015 (Unit 1), 2016 (Unit 2)",Thanh Hóa,0,EVN 2017,MOIT 2019,
Nhà máy Nhiệt điện Vĩnh Tân 2,Coal,Operational,"2014 (Unit 1), 2015 (Unit 2)",Bình Thuận,0,EVN 2016,World Bank Report,
Nhà máy Nhiệt điện Vĩnh Tân 4,Coal,Operational,"2019 (Unit 1), 2020 (Unit 2)",Bình Thuận,0,EVN Annual Report 2021,PDP7 Review,
Nhà máy Nhiệt điện Vĩnh Tân 3,Coal,Under construction,2025 (expected),Bình Thuận,0,PDP8 Table 1,EVN Progress Report 2024,Delayed; supercritical upgraded.
Nhà máy Nhiệt điện Duyên Hải 1,Coal,Operational,"2016 (Unit 1), 2017 (Unit 2)",Trà Vinh,0,EVN 2018,MOIT 2020,
Nhà máy Nhiệt điện Duyên Hải 2,Coal,Operational,"2020 (Unit 1), 2021 (Unit 2)",Trà Vinh,0,J-Power Press 2022,EVN 2021,BOT project; co-owned with Japanese partners.
Nhà máy Nhiệt điện Duyên Hải 3,Coal,Operational,"2021 (Unit 1), 2023 (Unit 2)",Trà Vinh,0,EVN 2023,PDP8 Update,Larger units.
Nhà máy Nhiệt điện Sông Hậu 1,Coal,Operational,"2021 (Unit 1), 2023 (Unit 2)",Hậu Giang,0,EVN 2022,MOIT 2023,Mekong Delta coal plant.
Nhà máy Nhiệt điện Long Phú 1,Coal,Suspended,N/A,Sóc Trăng,0,PDP8 Note 3,Industry News 2024,Suspended due to gas conversion plan?
Nhà máy Nhiệt điện Na Dương,Coal,Operational,2017,Lạng Sơn,0,MOIT List 2020,Vinacomin,Unique lignite-fired.
Nhà máy Nhiệt điện Quảng Trạch 1,Coal,Under construction,2026 (estimated),Quảng Bình,0,PDP8 Table 2,EVN 2024,
Nhà máy Nhiệt điện Hải Dương,Coal,Operational,"2020 (Unit 1), 2021 (Unit 2)",Hải Dương,0,MOIT 2021,PPP Project,BOT with Chinese firm.
Nhà máy Nhiệt điện Thái Bình 2,Coal,Operational,"2018 (Unit 1), 2019 (Unit 2)",Thái Bình,0,EVN 2020,World Bank,
Nhà máy Nhiệt điện Ninh Bình,Coal,Retired (most units),1990s,Ninh Bình,0,EVN Historical,MOIT 2015,Some units retired; small remaining capacity.
Nhà máy Nhiệt điện Cẩm Phả,Coal,Operational,"2012 (Unit 1), 2014 (Unit 2)",Quảng Ninh,0,Vinacomin 2018,MOIT 2019,
