name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhiệt điện Vĩnh Tân 4,Coal,Operational,2018,Bình Thuận,0,"PDP8 Annex II, MOIT 2023",EVN Generation Portfolio 2022,Part of Vinh Tan power center; domestic & imported coal blend
Nhiệt điện Duyên Hải 3,Coal,Operational,2017,Trà Vinh,0,"PDP8 Annex II, MOIT 2023",EVN Annual Report 2018,Key Mekong Delta baseload; flue gas desulfurization installed
Nhiệt điện Mông Dương 2,Coal,Operational,2015,Quảng Ninh,0,"PDP8 Annex II, MOIT 2023",IFC/ADB Project Database,First major foreign BOT coal IPP; uses Cam Pha coal
Nhiệt điện Thái Bình 2,Coal,Operational,2023,Thái Bình,0,"PDP8 Annex II, MOIT 2023",PVN Commissioning Bulletin 2023,Long-delayed; completed under PVN self-implementation
Nhiệt điện Hải Dương,Coal,Operational,2021,Hải Dương,0,"PDP8 Annex II, MOIT 2023",MOIT Investment License Registry,"BOT structure; Chinese EPC, Malaysian equity"
Nhiệt điện Nghi Sơn 2,Coal,Operational,2022,Thanh Hóa,0,"PDP8 Annex II, MOIT 2023",JICA Co-Financing Report 2020,Japanese consortium BOT; high efficiency supercritical
Nhiệt điện Vũng Áng 1,Coal,Operational,2015,Hà Tĩnh,0,"PDP8 Annex II, MOIT 2023",PVN Power Generation Report 2016,Designed for domestic low-grade coal
Nhiệt điện Quảng Trạch 1,Coal,Under construction,2025,Quảng Bình,0,"PDP8 Annex II, MOIT 2023",EVN Project Status Update Q4/2023,Restarted 2021 after multi-year suspension
Nhiệt điện Long Phú 1,Coal,Suspended,N/A,Sóc Trăng,0,"PDP8 Annex II, MOIT 2023",MOIT PDP8 Implementation Guidance,Stalled due to EPC contract & financing disputes
Nhiệt điện Phú Mỹ 2.1 & 2.2,Domestic gas,Operational,1997–2005,Bà Rịa–Vũng Tàu,0,"PDP8 Annex III, MOIT 2023",World Bank Vietnam Energy Sector Review,Largest domestic gas-fired complex; multiple expansion phases
Nhiệt điện Cà Mau 1 & 2,Domestic gas,Operational,2008,Cà Mau,0,"PDP8 Annex III, MOIT 2023",PVN Annual Report 2010,Fed by PM3-CAQ & Nam Con Son basins
Nhiệt điện Nhơn Trạch 1,Domestic gas,Operational,2009,Đồng Nai,0,"PDP8 Annex III, MOIT 2023",PVN Generation Portfolio 2021,Peak/mid-merit dispatch; Nam Con Son gas supply
Nhiệt điện Ô Môn 1,Domestic gas,Operational,2008,Cần Thơ,0,"PDP8 Annex III, MOIT 2023",EVN Mekong Delta Grid Report,Supports regional grid stability; OCGT startup capability
Nhiệt điện Nhơn Trạch 3 & 4,Imported LNG,Under construction,2025–2026,Đồng Nai,0,"PDP8 Annex IV, MOIT 2023",PVN LNG Project Brief 2022,Vietnam's first utility-scale LNG-to-power; GS E&C EPC
Trung tâm điện khí LNG Sơn Mỹ,Imported LNG,Approved,2027–2030,Bình Thuận,0,PDP8 Main Text §IV.2 & Annex IV,Vietnam LNG Infrastructure Roadmap 2023,Phased development; terminal & pipeline co-investment
Điện khí LNG Hải Lăng,Imported LNG,Planned,2028–2030,Quảng Trị,0,"PDP8 Annex IV, MOIT 2023",MOIT Investment Planning Registry,Central region LNG hub; FSRU-based import model
