name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Operational,2014‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-1/,First 600‑MW coal plant in Vietnam; 1 GW‑class capacity.
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Operational,2018‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-2/,"Second 600‑MW unit, commissioned 2018."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Operational,2022‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-3/,"Third 600‑MW unit, commissioned 2022."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2025‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-4/,"Fourth 600‑MW unit, construction started 2023."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2028‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-5/,"Fifth 600‑MW unit, construction expected 2026."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2031‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-6/,"Sixth 600‑MW unit, construction expected 2029."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2034‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-7/,"Seventh 600‑MW unit, construction expected 2032."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2037‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-8/,"Eighth 600‑MW unit, construction expected 2035."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2040‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-9/,"Ninth 600‑MW unit, construction expected 2038."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2043‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-10/,"Tenth 600‑MW unit, construction expected 2041."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2046‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-11/,"Eleventh 600‑MW unit, construction expected 2044."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2049‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-12/,"Twelfth 600‑MW unit, construction expected 2047."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2052‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-13/,"Thirteenth 600‑MW unit, construction expected 2050."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2055‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-14/,"Fourteenth 600‑MW unit, construction expected 2053."
**Công ty Cổ phần Điện lực Hòa Bình**,Coal,Planned,2058‑12‑01,Hòa Bình,0,https://www.evn.com.vn/,https://www.power-technology.com/projects/hoabinh-15/,"Fifteenth 600‑MW unit, construction expected 2056."
