name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
**Nhà máy nhiệt điện Uông Bí**,Coal,Operational,1961–1979,Quảng Ninh,0,[EVN 2022 Report](https://www.evn.com.vn),[MOIT PDP7](https://www.moit.gov.vn),Retiring units gradually
**Nhà máy nhiệt điện Phả Lại 1**,Coal,Operational,1984–1989,Hải Dương,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Phả Lại 2**,Coal,Operational,2014–2015,Hải Dương,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Ninh Bình**,Coal,Operational,1974–1978,Ninh Bình,0,EVN 2022 Report,MOIT PDP7,Retired in 2023 (planned)
**Nhà máy nhiệt điện Quảng Ninh**,Coal,Operational,2016–2017,Quảng Ninh,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 1**,Coal,Operational,2014–2015,Bình Thuận,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 2**,Coal,Operational,2014,Bình Thuận,0,[Vinacomin](https://www.vinacomin.vn),MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 3**,Coal,Operational,2016,Bình Thuận,0,Vinacomin,MOIT PDP7,
**Nhà máy nhiệt điện Vinh Tân 4**,Coal,Under construction,2024–2025 (expected),Bình Thuận,0,Vinacomin,MOIT PDP8,Delayed due to financing
**Nhà máy nhiệt điện Duyên Hải 1**,Coal,Operational,2015,Trà Vinh,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Duyên Hải 3**,Coal,Under construction,2024–2025 (expected),Trà Vinh,0,[PVN](https://www.pvn.vn),MOIT PDP8,
**Nhà máy nhiệt điện Duyên Hải 3 Extension**,Coal,Planned,2026 (expected),Trà Vinh,0,PVN,MOIT PDP8,
**Nhà máy nhiệt điện Long Phú 1**,Coal,Under construction,2023–2024 (expected),Sóc Trăng,0,EVN 2022 Report,MOIT PDP8,Delayed
**Nhà máy nhiệt điện Sông Hậu 1**,Coal,Operational,2016–2017,Hậu Giang,0,PVN,MOIT PDP7,
**Nhà máy nhiệt điện Sông Hậu 2**,Coal,Planned,2025–2026 (expected),Hậu Giang,0,PVN,MOIT PDP8,
**Nhà máy nhiệt điện Thái Bình 1**,Coal,Operational,2015,Thái Bình,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Thái Bình 2**,Coal,Under construction,2023–2024 (expected),Thái Bình,0,EVN 2022 Report,MOIT PDP8,
**Nhà máy nhiệt điện Cẩm Phả**,Coal,Operational,1964–1975,Quảng Ninh,0,EVN 2022 Report,MOIT PDP7,Retiring units
**Nhà máy nhiệt điện Cao Ngạn**,Coal,Operational,1964–1968,Thái Nguyên,0,EVN 2022 Report,MOIT PDP7,"Small units, may be excluded"
**Nhà máy nhiệt điện Na Dương**,Coal,Operational,1985–1986,Lạng Sơn,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện An Khánh**,Coal,Operational,1985–1987,Quảng Ninh,0,EVN 2022 Report,MOIT PDP7,
**Nhà máy nhiệt điện Mông Dương 1**,Coal,Operational,2015,Quảng Ninh,0,[AES](https://www.aes.com),MOIT PDP7,
**Nhà máy nhiệt điện Mông Dương 2**,Coal,Operational,2015,Quảng Ninh,0,[POSCO](https://www.posco.co.kr),MOIT PDP7,
**Nhà máy nhiệt điện Vân Phong 1**,Coal,Planned,2026–2027 (expected),Khánh Hòa,0,[Sumitomo](https://www.sumitomocorp.co.jp),MOIT PDP8,LNG conversion considered
**Nhà máy nhiệt điện Quảng Trạch 1**,Coal,Planned,2025–2026 (expected),Quảng Bình,0,EVN 2022 Report,MOIT PDP8,
**Nhà máy nhiệt điện Quảng Trạch 2**,Coal,Planned,2027–2028 (expected),Quảng Bình,0,EVN 2022 Report,MOIT PDP8,
