name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Nhiệt điện than Cẩm Phả 1,Coal,Operational,2010,Quảng Ninh,300.0,,,Part of the Quang Ninh power complex.
Nhiệt điện than Cẩm Phả 2,Coal,Operational,2011,Quảng Ninh,300.0,,,Part of the Quang Ninh power complex.
Nhiệt điện than Cẩm Phả 3,Coal,Cancelled,,Quảng Ninh,0,,,Proposed in PDP7 & PDP7A for 2020
Nhiệt điện than Cao Ngạn,Coal,Operational,2012,Thái Nguyên,115.0,,,
Nhiệt điện than Na Dương,Coal,Operational,2005,Lạng Sơn,110.0,,,
Nhiệt điện than Na Dương II,Coal,Under construction,2025,Lạng Sơn,110.0,,,Delayed from original PDP7A schedule.
Nhiệt điện than Nông Sơn,Coal,Operational,2013,Quảng Nam,30.0,,,
Nhiệt điện than Sơn Đông,Coal,Operational,2014,Quảng Ninh,220.0,,,
Nhiệt điện than Formosa Hà Tĩnh #2,Coal,Operational,2016,Hà Tĩnh,150.0,,,Industrial captive power.
Nhiệt điện than Formosa Hà Tĩnh #5,Coal,Operational,2016,Hà Tĩnh,150.0,,,Industrial captive power.
Nhiệt điện than Formosa Hà Tĩnh #6,Coal,Operational,2020,Hà Tĩnh,150.0,,,Industrial captive power.
Nhiệt điện than Formosa Hà Tĩnh #10,Coal,Operational,2020,Hà Tĩnh,150.0,,,Industrial captive power.
Nhiệt điện than Vũng Áng 1,Coal,Operational,2015,Hà Tĩnh,1200.0,,,
Nhiệt điện than Mạo Khê,Coal,Operational,2014,Quảng Ninh,440.0,,,
Nhiệt điện than Vĩnh Tân 2,Coal,Operational,2014,Bình Thuận,1244.0,,,
Nhiệt điện than Vĩnh Tân 1,Coal,Operational,2018,Bình Thuận,1200.0,,,
Nhiệt điện than Vĩnh Tân 3,Coal,Suspended,,Bình Thuận,1980.0,,,PDP7A schedule 2022-2023. Financial/ownership issues.
Nhiệt điện than Vĩnh Tân 4,Coal,Operational,2018,Bình Thuận,1200.0,,,
Nhiệt điện than Vĩnh Tân 4 Mở rộng,Coal,Operational,2019,Bình Thuận,600.0,,,
Nhiệt điện than Vân Phong 1,Coal,Under construction,2024,Khánh Hòa,1320.0,,,Delayed from PDP7A schedule.
Nhiệt điện than Duyên Hải 1,Coal,Operational,2015,Trà Vinh,1244.0,,,
Nhiệt điện than Duyên Hải 3,Coal,Operational,2016,Trà Vinh,1245.0,,,
Nhiệt điện than Duyên Hải 3 Mở rộng,Coal,Operational,2019,Trà Vinh,660.0,,,
Nhiệt điện than Duyên Hải 2,Coal,Under construction,2025,Trà Vinh,1200.0,,,Delayed.
