name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Hòa Bình,Hydro,Operational,1994,Sơn La,1920.0,EVN 2010‑2011,EVN 2018,Retro‑fitted 2×240 MW units 2023‑2024
Sơn La,Hydro,Operational,2010‑2012,Sơn La,2400.0,EVN 2010‑2011,PDP7 2011‑2020,Units #2‑6 added 2010‑2012
Lai Châu,Hydro,Operational,2016‑2020,Lai Châu,1200.0,EVN 2017,PDP7 2011‑2020,4×400 MW; #2‑3 COD 2016
Thác Bà,Hydro,Operational,1971,Yên Bái,120.0,EVN 2010‑2011,EVN 2018,Small hydro component
Đà Nhim‑Sông Pha,Hydro,Operational,1964,Ninh Thuận,167.0,EVN 2010‑2011,PDP7A 2016‑2030,2018 expansion +80 MW
Hàm Thuận,Hydro,Operational,1988,Bình Thuận,300.0,EVN 2010‑2011,EVN 2018,Downstream of Đà Nhim
Đạ Mì,Hydro,Operational,1995,Ninh Thuận,175.0,EVN 2010‑2011,EVN 2018,Part of Đà Nhim cascade
Đồng Nai 3,Hydro,Operational,2010,Đồng Nai,180.0,EVN 2010‑2011,PDP7 2011‑2020,2×90 MW; #2 COD 2012
Đồng Nai 4,Hydro,Operational,2012,Đồng Nai,340.0,EVN 2010‑2011,PDP7 2011‑2020,2×170 MW; #2 COD 2012
Sông Tranh 2,Hydro,Operational,2010,Quảng Nam,190.0,EVN 2010‑2011,PDP7 2011‑2020,2×95 MW; #2 COD 2012
Uông Bí,Coal,Operational,1975‑1985,Quảng Ninh,105.0,EVN 2010‑2011,Report 58/BC‑CBT,Units #1‑4; being decommissioned
Uông Bí mở rộng II,Coal,Operational,2011,Quảng Ninh,330.0,EVN 2010‑2011,Report 58/BC‑CBT,2×165 MW; de‑rated to 330 MW
Phả Lại I,Coal,Decommissioned,1986‑1990,Hải Dương,440.0,EVN 2010‑2011,PDP8 2023,Mothballed 2020‑2021
Phả Lại II,Coal,Decommissioned,2001,Hải Dương,600.0,EVN 2010‑2011,PDP8 2023,Mothballed 2020‑2021
Ninh Bình,Coal,Decommissioned,1975,Ninh Bình,100.0,EVN 2010‑2011,PDP8 2023,Retired 2021
Hải Phòng I,Coal,Operational,1980‑1995,Hải Phòng,300.0,EVN 2010‑2011,PDP8 2023,Being phased out
Quảng Ninh I,Coal,Operational,2009,Quảng Ninh,300.0,EVN 2010‑2011,Report 58/BC‑CBT,Small unit of larger complex
Na Dương,Coal,Operational,2015,Quảng Ninh,111.0,EVN 2010‑2011,Report 32/BC‑CBT,2×55 MW; domestic anthracite
Cao Nhãn,Coal,Operational,2014,Quảng Ninh,115.0,EVN 2010‑2011,Report 58/BC‑CBT,Small CFB plant
Cẩm Phả,Coal,Operational,2010,Quảng Ninh,600.0,EVN 2010‑2011,PDP7 2011‑2020,Domestic coal; 2×300 MW
Sơn Đông,Coal,Operational,2013,Quảng Ninh,220.0,EVN 2010‑2011,Report 58/BC‑CBT,Small CFB plant
Formosa Đồng Nai,Coal,Operational,2012,Đồng Nai,150.0,EVN 2010‑2011,PDP7 2011‑2020,Steel‑works cogeneration
Formosa Hà Tĩnh #2,Coal,Operational,2016,Hà Tĩnh,150.0,PDP7A 2016‑2030,PDP8 2023,EAF‑steel captive plant
Formosa Hà Tĩnh #3‑4,Coal‑BFG,Operational,2017,Hà Tĩnh,0,PDP7A 2016‑2030,PDP8 2023,Blast‑furnace gas
Formosa Hà Tĩnh #5,Coal,Operational,2017,Hà Tĩnh,150.0,PDP7A 2016‑2030,PDP8 2023,Coal‑fired unit
Formosa Hà Tĩnh #6‑7,Coal,Operational,2020,Hà Tĩnh,0,PDP7A 2016‑2030,PDP8 2023,Phase‑II expansion
Formosa Hà Tĩnh #8‑9,Coal‑BFG,Operational,2020,Hà Tĩnh,0,PDP7A 2016‑2030,PDP8 2023,Blast‑furnace gas
Formosa Hà Tĩnh #10,Coal,Operational,2020,Hà Tĩnh,150.0,PDP7A 2016‑2030,PDP8 2023,Final coal unit
Mông Dương I,Coal,Operational,2015,Quảng Ninh,0,EVN 2017,Report 32/BC‑CBT,2×540 MW; imported coal
Mông Dương II,Coal,Operational,2016‑2018,Quảng Ninh,0,PDP7 2011‑2020,PDP8 2023,2×600 MW; imported coal
Duyên Hải I,Coal,Operational,2014‑2015,Trà Vinh,0,EVN 2017,Report 32/BC‑CBT,2×622 MW (net)
Duyên Hải III,Coal,Operational,2015‑2017,Trà Vinh,0,EVN 2017,Report 32/BC‑CBT,2×622 MW (net)
Duyên Hải III mở rộng,Coal,Operational,2019,Trà Vinh,660.0,PDP7A 2016‑2030,Report 58/BC‑CBT,1×660 MW; USC technology
Thái Bình I,Coal,Operational,2017‑2019,Thái Bình,600.0,EVN 2017,Report 32/BC‑CBT,2×300 MW
Thái Bình II,Coal,Operational,2020‑2021,Thái Bình,0,PDP7A 2016‑2030,PDP8 2023,2×600 MW; PVN BOT
Vĩnh Tân II,Coal,Operational,2014‑2018,Bình Thuận,0,EVN 2017,Report 58/BC‑CBT,2×622 MW; imported coal
Vĩnh Tân IV,Coal,Operational,2017‑2018,Bình Thuận,0,EVN 2017,Report 58/BC‑CBT,2×600 MW
Vĩnh Tân IV mở rộng,Coal,Operational,2019,Bình Thuận,600.0,EVN 2017,Report 58/BC‑CBT,1×600 MW; USC
Vĩnh Tân I,Coal,Operational,2018‑2019,Bình Thuận,0,PDP7 2011‑2020,PDP8 2023,2×600 MW
Nghi Sơn I,Coal,Operational,2014‑2018,Thanh Hóa,600.0,EVN 2017,Report 58/BC‑CBT,2×300 MW
Nghi Sơn II,Coal,Under construction,2022‑2023,Thanh Hóa,1200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×600 MW; delayed 1 year
Hải Phòng II,Coal,Operational,2013‑2014,Hải Phòng,600.0,EVN 2017,Report 58/BC‑CBT,2×300 MW
Hải Phòng III,Coal,Permitted,2028‑2029,Hải Phòng,1200.0,PDP8 2023,Study E‑542,Pre‑FS stage; 2×600 MW
Quảng Ninh II,Coal,Operational,2014‑2015,Quảng Ninh,600.0,EVN 2017,Report 32/BC‑CBT,2×300 MW
Ô Môn I,Coal‑to‑Gas,Operational 2025,Cần Thơ,660,0,Study E‑542,,PDP8 2023
Na Dương II,Coal,Under construction,2023,Quảng Ninh,110.0,PDP7A 2016‑2030,Report 58/BC‑CBT,Bypassed 2019 target; 2023 COD
Cẩm Phả III,Coal,Under construction,2020‑2023,Quảng Ninh,0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×220 MW; delayed
Quỳnh Lập I,Coal,Financed,2026‑2027,Thanh Hóa,1200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×600 MW; FS complete; 4 yr delay
Quỳnh Lập II,Coal,Proposed,2027‑2028,Thanh Hóa,1200.0,PDP7A 2016‑2030,Study E‑542,2×660 MW; 2 GW potential
Vũng Áng I,Coal,Operational,2013‑2015,Hà Tĩnh,1200.0,PDP7 2011‑2020,PDP8 2023,2×600 MW; PVN BOT
Vũng Áng II,Coal,Under construction,2024,Hà Tĩnh,1320.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×660 MW; delayed 2 years
Vũng Áng III,Coal,Proposed,2029‑2030,Hà Tĩnh,1200.0,PDP8 2023,Study E‑542,2×600 MW; pre‑FS
Sông Hậu I,Coal,Under construction,2022‑2023,Hậu Giang,1200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×600 MW; 2 yr delay
Sông Hậu II,Coal,Suspended,2027‑2028,Hậu Giang,2200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×1 000 MW; financing stalled
Sông Hậu III,Coal,Proposed,2030,Hậu Giang,2000.0,PDP8 2023,Study E‑542,2×1 000 MW
Duyên Hải II,Coal,Operational,2021‑2022,Trà Vinh,1200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×600 MW; 1 yr delay
Long Phú I,Coal,Suspended,2021‑2023,Sóc Trăng,1200.0,PDP7A 2016‑2030,PDP8 2023,78 % complete; US sanctions halt work
Long Phú II,Coal,Suspended,2029,Sóc Trăng,1320.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×660 MW; no financial close
Long Phú III,Coal,Proposed,2031,Sóc Trăng,1800.0,PDP7A 2016‑2030,Report 58/BC‑CBT,3×600 MW; PVN transferred to Banpu
An Khánh‑Bắc Giang,Coal,Financed,2023‑2024,Bắc Giang,650.0,PDP7A 2016‑2030,Report 58/BC‑CBT,Domestic anthracite; 1 yr delay
Thăng Long,Coal,Operational,2017‑2018,Quảng Ninh,600.0,PDP7A 2016‑2030,PDP8 2023,2×300 MW; domestic coal
Công Thanh,Coal,Suspended,2020‑2024,Thanh Hóa,600.0,PDP7A 2016‑2030,Report 58/BC‑CBT,FS done; financing gap
Hải Dương,Coal,Operational,2020‑2021,Hải Dương,1200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×600 MW; 1 yr delay
Nam Định I,Coal,Under construction,2025,Nam Định,1200.0,PDP7A 2016‑2030,Report 58/BC‑CBT,2×600 MW; 3 yr delay
Quảng Trị I,Coal,Proposed,2025‑2026,Quảng Trị,1320.0,PDP7A 2016‑2030,PDP8 2023,2×660 MW; BOT negotiations
Quảng Trị II,Coal,Proposed,2027‑2028,Quảng Trị,2000.0,PDP7A 2016‑2030,Study E‑542,2×1 000 MW; early planning
Bình Định I,Coal,Operational,2020‑2023,Bình Định,600.0,PDP7A 2016‑2030,Study E‑542,2×300 MW; domestic coal
Bình Định II,Coal,Proposed,2028,Bình Định,2000.0,PDP8 2023,Study E‑542,2×1 000 MW
Bình Định III,Coal,Proposed,2030,Bình Định,2000.0,PDP8 2023,Study E‑542,2×1 000 MW
Thái Bình III,Coal,Proposed,2030,Thái Bình,4000.0,PDP8 2023,Study E‑542,4×1 000 MW; site identified
Than Bạc Liêu,Coal,Proposed,2030,Bạc Liêu,1200.0,PDP8 2023,Study E‑542,2×600 MW; later phase
Phú Thọ,Coal,Proposed,2024‑2025,Phú Thọ,300.0,PDP7A 2016‑2030,Study E‑542,1×300 MW; pre‑FS
Kim Sơn,Coal,Proposed,2029,Ninh Bình,3000.0,PDP8 2023,Study E‑542,3×1 000 MW
Rạng Đông,Coal,Cancelled,N/A,Nam Định,2400.0,PDP7 Annex II,Study E‑542,Cancelled‑no investor
Lục Nam,Coal,Operational,2015,Bắc Giang,100.0,PDP7 2011‑2020,Report 32/BC‑CBT,Industrial cogeneration
Đồng phát Hải Hà 1,Coal‑cogen,Operational,2019,Quảng Ninh,150.0,PDP7A 2016‑2030,PDP8 2023,Pilot captive plant
Đồng phát Hải Hà 2,Coal‑cogen,Proposed,2024,Quảng Ninh,600.0,PDP7A 2016‑2030,PDP8 2023,2×300 MW; phase II
Đồng phát Hải Hà 3‑4,Coal‑cogen,Proposed,2026‑2028,Quảng Ninh,1200.0,PDP7A 2016‑2030,PDP8 2023,4×300 MW
Nhà máy điện Thủ Đức,Oil,Decommissioned,1975‑2020,TP.Hồ Chí Minh,165.0,EVN 2010‑2011,PDP8 2023,Converted to gas 2025
Nhà máy điện Cần Thơ,Oil,Decommissioned,1975‑2020,Cần Thơ,35.0,EVN 2010‑2011,PDP8 2023,Retired 2020
Nhà máy điện Ô Môn I,Oil,Decommissioned,1995‑2025,Cần Thơ,660.0,EVN 2010‑2011,PDP8 2023,Converting to gas 2025
Phú Mỹ 1,Domestic Gas,Operational,1995‑2000,Bà Rịa‑Vũng Tàu,0,EVN 2010‑2011,EVN 2018,4×272 MW; legacy build
Phú Mỹ 2.1,Domestic Gas,Operational,1998‑2002,Bà Rịa‑Vũng Tàu,900.0,EVN 2010‑2011,EVN 2018,3×300 MW
Phú Mỹ 4,Domestic Gas,Operational,2004,Bà Rịa‑Vũng Tàu,450.0,EVN 2010‑2011,EVN 2018,3×150 MW
Bà Rịa 1,Domestic Gas,Operational,2005‑2010,Bà Rịa‑Vũng Tàu,389.0,EVN 2010‑2011,EVN 2018,2×150 MW
Nhơn Trạch I,Domestic Gas,Operational,2009‑2011,Đồng Nai,465.0,EVN 2010‑2011,EVN 2018,3×155 MW
Nhơn Trạch II,Domestic Gas,Operational,2011‑2013,Đồng Nai,750.0,EVN 2010‑2011,EVN 2017,3×250 MW
Nhơn Trạch 3&4,Imported LNG,Financed,2023‑2024,Đồng Nai,0,PDP8 2023,Study E‑542,2×750 MW; pre‑FS
Cà Mau I&II,Domestic Gas,Operational,2007‑2010,Cà Mau,0,EVN 2010‑2011,EVN 2017,2×750 MW; Cà Mau gas field
Dung Quất I,Domestic Gas,Operational,2024,Quảng Ngãi,750.0,PDP8 2023,Study E‑542,CVX gas; delayed 1 yr
Dung Quất II,Domestic Gas,Under construction,2025,Quảng Ngãi,750.0,PDP8 2023,Study E‑542,CVX gas; pre‑FS
Dung Quất III,Domestic Gas,Proposed,2026,Quảng Ngãi,750.0,PDP8 2023,Study E‑542,CVX gas; future phase
Ô Môn III,Domestic Gas,Financed,2025,Cần Thơ,750.0,EVN 2017,Report 58/BC‑CBT,Lô B gas; 5 yr delay
Ô Môn IV,Domestic Gas,Financed,2023‑2024,Cần Thơ,750.0,EVN 2017,Report 58/BC‑CBT,Lô B gas; 3 yr delay
Ô Môn II,Domestic Gas,Proposed,2026,Cần Thơ,750.0,PDP8 2023,Study E‑542,CCGT; Lô B gas
