name,fuel,status,cod,province,capacity_mwe
Uong Bi,coal,operating,2011-12-31,Quang Ninh,105
Uong Bi Extension 1,coal,operating,2017,Quang Ninh,300
Uong Bi Extension 2,coal,operating,2011-12-31,Quang Ninh,330
Pha Lai 1,coal,operating,2011-12-31,Hai Duong,440
Pha Lai 2,coal,operating,2011-12-31,Hai Duong,600
Ninh Binh,coal,operating,2011-12-31,Ninh Binh,100
Hai Phong 1,coal,operating,2017,Hai Phong,600
Hai Phong 2,coal,operating,2018,Hai Phong,600
Quang Ninh 1,coal,operating,2017,Quang Ninh,600
Quang Ninh 2,coal,operating,2018,Quang Ninh,600
Na Duong,coal,operating,2011-12-31,Lang Son,111
Cao Ngan,coal,operating,2011-12-31,Thai Nguyen,115
Cam Pha,coal,operating,2011-12-31,Quang Ninh,600
Son Dong,coal,operating,2011-12-31,Bac Giang,220
Formosa Ha Tinh 1,coal,operating,2011-12-31,Ha Tinh,150
Thai Binh 1,coal,operating,2017,Thai Binh,600
Thai Binh 2,coal,under_construction_or_delayed,2022,Thai Binh,1200
Duyen Hai 1,coal,operating,2017,Tra Vinh,1245
Duyen Hai 3,coal,operating,2017,Tra Vinh,1245
Duyen Hai 3 Extension,coal,operating,2019,Tra Vinh,660
Duyen Hai 2,coal,under_construction_or_delayed,2021-2022,Tra Vinh,1200
Nghi Son 1,coal,operating,2017,Thanh Hoa,600
Nghi Son 2,coal,under_construction_or_delayed,2022,Thanh Hoa,1200
Vinh Tan 2,coal,operating,2017,Binh Thuan,1244
Vinh Tan 4,coal,operating,2018,Binh Thuan,1200
Vinh Tan 4 Expansion,coal,operating,2019,Binh Thuan,600
Vinh Tan 3,coal,delayed,2024-2025,Binh Thuan,1980
Mong Duong 1,coal,operating,2018,Quang Ninh,1080
Mong Duong 2,coal,operating,2015,Quang Ninh,1200
Quang Trach 1,coal,under_construction,2024-2025,Quang Binh,1403
Quang Trach 2,coal,planned,2026,Quang Binh,1200
Van Phong 1,coal,under_construction,2023-2024,Khanh Hoa,1432
Na Duong 2,coal,under_construction_or_delayed,2021-2030,Lang Son,110
An Khanh - Bac Giang,coal,under_construction_or_delayed,2021-2030,Bac Giang,650
Vung Ang 2,coal,under_construction,2021-2030,Ha Tinh,1330
Long Phu 1,coal,under_construction_or_delayed,2021-2030,Soc Trang,1200
Nam Dinh 1,coal,delayed,2021-2030,Nam Dinh,1200
Quang Tri 1,coal,delayed,2026-2027,Quang Tri,1320
Song Hau 2,coal,delayed,2027,Hau Giang,2120
Cong Thanh,coal,delayed,2026,Thanh Hoa,600
Quynh Lap 1,coal,delayed,2026,Nghe An,1200
