name,fuel,status,cod,province,capacity_mwe
Ba Ria,gas,operational,2011,Ba Ria - Vung Tau,389.0
Bourbon,oil,operational,2011-12-31,TP.HCM,24.0
Ca Mau I,gas,operational,2011,Ca Mau,750.0
Ca Mau II,gas,operational,2011,Ca Mau,750.0
Cam Pha,coal,operational,2011-12-31,Quảng Ninh,600.0
Cao Nhan,coal,operational,2011-12-31,Quảng Ninh,115.0
Dung Quat I,gas,planned,2030,Quang Ngai,750.0
Dung Quat II,gas,planned,2030,Quang Ngai,750.0
Dung Quat III,gas,planned,2030,Quang Ngai,750.0
Duyen Hai 1,coal,operational,2017,Trà Vinh,1245.0
Duyen Hai 3,coal,operational,2017,Trà Vinh,1245.0
Duyen Hai II,coal,operational,2021,Tra Vinh,1200.0
Hai Phong 1,coal,operational,2017,Hai Phong,600.0
Hai Phong 2,coal,operational,2017,Hải Phòng,600.0
Hai Phong I,coal,operational,2011,Hai Phong,300.0
LNG Bac Lieu,imported lng,planned,2030,Bac Lieu,3200.0
LNG Ca Na,imported lng,planned,2030,Ninh Thuan,1500.0
LNG Hai Lang,imported lng,planned,2030,Quang Tri,1500.0
LNG Hiep Phuoc I,imported lng,planned,2030,Long An,1200.0
LNG Long An I,imported lng,planned,2030,Long An,1500.0
LNG Nghi Son,imported lng,planned,2030,Thanh Hoa,1500.0
LNG Quang Ninh,imported lng,planned,2030,Quang Ninh,1500.0
LNG Quang Trach II,imported lng,planned,2030,Quang Binh,1500.0
LNG Thai Binh,imported lng,planned,2030,Thai Binh,1500.0
Long Phu I,coal,constructing,2026,Soc Trang,1200.0
Long Phu II,coal,constructing,2025,Soc Trang,1200.0
Mien Trung I,gas,planned,2030,Quang Tri/Quang Ngai,750.0
Mien Trung II,gas,planned,2030,Quang Tri/Quang Ngai,750.0
Mong Duong 1,coal,operational,2017,Quảng Ninh,1080.0
Na Duong,coal,operational,2011,Lang Son,111.0
Na Duong II,coal,constructing,2023,Lang Son,110.0
Nghi Son 1,coal,operational,2017,Thanh Hóa,600.0
Nhon Trach 3 & 4,imported lng,planned,2030,Dong Nai,1624.0
Nhon Trach I,gas,operational,2011,Dong Nai,465.0
Nhon Trach II,gas,operational,2011,Dong Nai,750.0
Ninh Binh,coal,operational,2011,Ninh Binh,100.0
O Mon I,,operational,2011,Can Tho,330.0
O Mon III,gas,planned,2030,Can Tho,1050.0
O Mon IV,gas,planned,2030,Can Tho,1050.0
Pha Lai 1,coal,operational,2011-12-31,Hải Dương,440.0
Pha Lai 2,coal,operational,2011-12-31,Hải Dương,600.0
Pha Lai I,coal,operational,2011,Bac Ninh,440.0
Pha Lai II,coal,operational,2011,Bac Ninh,600.0
Phu My I,gas,operational,2011,Ba Ria - Vung Tau,1090.0
Phu My II.1,gas,operational,2011,Ba Ria - Vung Tau,900.0
Phu My IV,gas,operational,2011,Ba Ria - Vung Tau,450.0
Quang Ninh 1,coal,operational,2011-12-31,Quảng Ninh,600.0
Quang Ninh 2,coal,operational,2017,Quảng Ninh,600.0
Quang Ninh I,coal,operational,2011,Quang Ninh,300.0
Quang Trach I,coal,constructing,2024,Quang Binh,1200.0
Son Dong,coal,operational,2011-12-31,Quảng Ninh,220.0
Son My II,imported lng,planned,2030,Binh Thuan,2250.0
Song Hau I,coal,operational,2021,Hau Giang,1200.0
Song Hau II,coal,constructing,2024,Hau Giang,2000.0
Thai Binh,coal,operational,2018,Thái Bình,600.0
Thu Duc,,operational,2011,Ho Chi Minh City,165.0
Uong Bi,coal,operational,2011,Quang Ninh,105.0
Uong Bi Extension 1,coal,operational,2017,Quang Ninh,300.0
Uong Bi Extension 2,coal,operational,2017,Quang Ninh,330.0
Van Phong I,coal,constructing,2024,Khanh Hoa,1200.0
Vinh Tan 2,coal,operational,2017,Bình Thuận,1244.0
Vinh Tan 4,coal,operational,2018,Bình Thuận,1200.0
Vinh Tan III,coal,constructing,2026,Binh Thuan,1980.0
Vung Ang II,coal,constructing,2026,Ha Tinh,1200.0
