match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khánh - Bắc Giang,bac giang,bac giang,coal,coal,650.0,650.0,0.0,True,False,True,,
exact_capacity_diff,An Khánh 1,Sơn Đồng,thai nguyen,bac giang,coal,coal,116.0,220.0,89.7,True,True,False,,
exact_capacity_diff,Bà Rịa GT,Cần Thơ,ba ria - vung tau,can tho,gas,unknown,46.0,33.0,28.3,False,True,False,,
fuzzy_capacity_diff,Bạc Liêu 1,Bac Lieu (Proposed),bac lieu,bac lieu,coal,imported gas,1200.0,3200.0,166.7,False,False,True,,
fuzzy_capacity_diff,Cam Pha 3,Cẩm Phả,quang ninh,quang ninh,coal,coal,440.0,600.0,36.4,True,False,True,,
exact_capacity_diff,Cao Ngạn,Cao Nhan,thai nguyen,lang son,coal,coal,114.0,115.0,0.9,True,True,False,,
exact,Cong Thanh,Công Thanh,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,False,True,,
exact,Cà Mau I,Ca Mau 1,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact,Cà Mau II,Ca Mau 2,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact_capacity_diff,Cẩm Phả 1,Mông Dương I,quang ninh,quang ninh,coal,coal,340.0,1080.0,217.6,True,True,True,,
fuzzy_capacity_diff,Cẩm Phả 2,Cam Pha,quang ninh,quang ninh,coal,coal,340.0,600.0,76.5,True,True,True,,
fuzzy,Dong Nai Formosa,Formosa (Hà Tĩnh),đong nai,ha tinh,coal,coal,150.0,150.0,0.0,True,False,False,,
exact_capacity_diff,Dong Nai Formosa,Ô Môn I (FO),đong nai,can tho,coal,unknown,300.0,330.0,10.0,False,False,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Na Duong,lao cai,lang son,coal,coal,100.0,111.0,11.0,True,False,False,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase I,Nhon Trach 3 & 4 (Proposed),quang ngai,dong nai,coal,imported gas,2400.0,1624.0,32.3,False,False,False,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase II,Vinh Tan 2,quang ngai,binh thuan,coal,coal,2000.0,1244.0,37.8,True,False,False,,
exact,Duyen Hai 1,Duyên Hải 1,tra vinh,tra vinh,coal,coal,1244.0,1244.0,0.0,True,True,True,,
fuzzy_capacity_diff,Duyen Hai 2,Duyên Hải I,tra vinh,tra vinh,coal,coal,600.0,1200.0,100.0,True,True,True,,
exact,Duyen Hai 3,Duyên Hải 3,tra vinh,tra vinh,coal,coal,1244.0,1245.0,0.1,True,True,True,,
fuzzy_capacity_diff,Duyen Hai 3 Extension,Duyen Hai 3,tra vinh,tra vinh,coal,coal,660.0,1245.0,88.6,True,True,True,,
exact,Duyên Hải 2,Duyên Hải II,tra vinh,tra vinh,coal,coal,1200.0,1200.0,0.0,True,False,True,,
