name,fuel,status,cod,province,capacity_mwe
A Lưới #1,,,,Hydropower,170.0
An Khê - Kanak,,,,Quảng Ngãi,0.0
Cẩm Phả II,coal,,,Hà Tĩnh,0.0
Dak My 4,,,,Quảng Nam,0.0
Dak R'Tih,,,,Quảng Nam,0.0
Long Phú I #1,coal,,,Quảng Ninh,0.0
Long Phú II #1,coal,,,Quảng Ninh,0.0
Long Phú II #2,coal,,,Quảng Ninh,0.0
Long Phú III #1,coal,,,Quảng Ninh,0.0
Long Phú III #2,coal,,,Quảng Ninh,0.0
Na Le (Bắc Hà) #1,,,,Hydropower,90.0
Ngòi Phát,,,,Quảng Trị,0.0
Nậm Chiến #1,,,,Ha Giang,0.0
Se Kaman 3 (Lào),,,,Lào,0.0
Sê San 4A,,,,Quảng Nam,0.0
Sông Tranh 2 #2,,,,Quảng Bình,0.0
Sơn La #2,,,,4,2011.0
Thái Bình I #1,coal,,,Hải Phòng,0.0
Thái Bình II #1,coal,,,Hải Phòng,0.0
Uông Bí MR #2,coal,,,Quảng Ninh,0.0
Ô Môn II,,,,Hải Phòng,0.0
Ô Môn III,,,,Hải Phòng,0.0
Ô Môn IV,,,,Hải Phòng,0.0
Đồng Nai 3 #2,,,,Đồng Nai,0.0
Đồng Nai 4 #1,,,,Đồng Nai,0.0
