name,fuel,status,cod,province,capacity_mwe
An Khanh,,constructing,,Bac Giang,650.0
An Khánh,,constructing,2023,Bắc Giang,650.0
Bac Lieu,imported lng,,,Bac Lieu,3200.0
Binh Duong,imported lng,cancelled,,Dong Nai,1500.0
Bà Rịa,,,2000,Bà Rịa-Vũng Tàu,389.0
Bà Rịa 2,imported lng,cancelled,,Ba Ria-Vung Tau,1200.0
Bình Định,imported lng,,,Bình Định,5000.0
Bạc Liêu,imported lng,planned,2025-2026,Bạc Liêu,3200.0
Bến Tre,imported lng,,,Bến Tre,3000.0
Cam Pha 3,,,,Quang Ninh,440.0
Can Tho,imported lng,cancelled,,Cao Thien,3000.0
Chân Mây,imported lng,cancelled,,Huế,4000.0
Cong Thanh,,cancelled,,Hai Duong,600.0
Cua Ong,imported lng,cancelled,,Quang Ninh,6000.0
Cà Mau,imported lng,planned,,Cà Mau,3000.0
Cà Mau 1,,,,2,0.0
Cà Mau I,,,2004,Cà Mau,750.0
Cà Mau II,,,2006,Cà Mau,750.0
Cà Ná,imported lng,,2025,Ninh Thuận,1500.0
Cà Ná I,imported lng,,,Ninh Thuận,1500.0
Cà Ná II+III,imported lng,,,Ninh Thuận,4500.0
Cái Mép,imported lng,planned,2025,Bà Rịa-Vũng Tàu,6000.0
Công Thanh,,constructing,2026,Thanh Hóa,600.0
Cẩm Hà,coal,operational,,Quảng Ninh,2100.0
Cẩm Phả III,,,2022,Quảng Ninh,440.0
Dac My 2,,cancelled,,Phu Yen,600.0
Duc Giang,,constructing,,Hai Duong,100.0
Dung Quat,,constructing,,Dau Giang,750.0
Dung Quat II,,cancelled,,Dau Giang,750.0
Dung Quat III,,constructing,,Dau Giang,750.0
Dung Quat IV,,cancelled,,Dau Giang,750.0
Dung Quất I,,,2023,Quảng Ngãi,750.0
Dung Quất II,,,2026,Quảng Ngãi,750.0
Dung Quất III,,planned,2025,Quảng Ngãi,750.0
Duyen Hai 1,,operational,,Tra Vinh,1200.0
Duyen Hai 2,,operational,,Tra Vinh,1200.0
Duyen Hai 3,,operational,,Tra Vinh,2064.0
Duyên Hải I & II,,,2011-2012,Trà Vinh,1200.0
Duyên Hải II,coal,,,Trà Vinh,1200.0
Duyên Hải III,,,2017,Trà Vinh,1800.0
Duyên Hải III Extension,coal,,,Trà Vinh,660.0
Dương Hữu,coal,planned,,Hà Tĩnh,2620.0
Formosa HT2,,constructing,,Hà Tĩnh,650.0
Formosa Hà Tĩnh 2,,,2020,Hà Tĩnh,650.0
Giang Duyên,,,2020,Hải Dương,100.0
Hai Lang,,,,Quang Tri,1500.0
Hai Phong,imported lng,,,Hai Phong,10500.0
Hai Phong 1,,operational,,Hai Phong,600.0
Hai Phong 2,,operational,,Hai Phong,600.0
Hai Phong III,,,,Hai Phong,2400.0
Hanoi,imported lng,,,Hanoi,1500.0
Hiep Phuo 1,,operational,,Ba Ria-Vung Tau,375.0
Hiep Phuo 2,,,,Ba Ria-Vung Tau,0.0
Hiệp Phước,imported lng,,2022,Hà Nội,1200.0
Hà Tĩnh,imported lng,planned,,Hà Tĩnh,6000.0
