name,fuel,status,cod,province,capacity_mwe
Uong Bi,Coal,Operational,1976,Quang Ninh,105
Pha Lai I,Coal,Operational,1986,Hai Duong,440
Phu My 1,Local Natural Gas,Operational,2000,Ba Ria - Vung Tau,1090
Phu My 2.1,Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,900
Phu My 4,Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,450
Ba Ria,Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,389
Thu Duc (Gas),Local Natural Gas,Operational,1960s,Ho Chi Minh City,128
Can Tho (Gas),Local Natural Gas,Operational,2000s,Can Tho,150
Phu My 2.2 BOT (Gas),Imported LNG,Operational,2005,Ba Ria - Vung Tau,740
Phu My 3 BOT (Gas),Imported LNG,Operational,2004,Ba Ria - Vung Tau,740
Nhon Trach 1,Local Natural Gas,Operational,2008,Dong Nai,465
Nhon Trach 2,Local Natural Gas,Operational,2011,Dong Nai,750
Ca Mau 1,Local Natural Gas,Operational,2007,Ca Mau,750
Ca Mau 2,Local Natural Gas,Operational,2008,Ca Mau,750
O Mon I,Local Natural Gas,Operational,2013,Can Tho,660
Hai Phong I,Coal,Operational,2011,Hai Phong,600
Vinh Tan 2,Coal,Operational,2014,Binh Thuan,1244
Duyen Hai 1,Coal,Operational,2015,Tra Vinh,1244
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1080
Vinh Tan 4,Coal,Operational,2018,Binh Thuan,600
Thai Binh 1,Coal,Operational,2018,Thai Binh,600
Duyen Hai 3,Coal,Operational,2018,Tra Vinh,1245
Vinh Tan 4 Extension,Coal,Operational,2019,Binh Thuan,600
Duyen Hai 3 Extension,Coal,Operational,2019,Tra Vinh,660
Vung Ang 1,Coal,Operational,2015,Ha Tinh,1200
Quang Ninh 1,Coal,Operational,2011,Quang Ninh,600
Quang Ninh 2,Coal,Operational,2014,Quang Ninh,600
Formosa Ha Tinh,Coal,Operational,2017,Ha Tinh,150
Nghi Son 1,Coal,Operational,2013,Thanh Hoa,600
Vinh Tan 1,Coal,Operational,2018,Binh Thuan,1244
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1240
Song Hau 1,Coal,Operational,2019,Hau Giang,1200
Vinh Tan 2 Extension,Coal,Operational,2020,Binh Thuan,622
Hai Phong 2,Coal,Operational,2014,Hai Phong,600
Ninh Binh,Coal,Operational,2012,Ninh Binh,100
Cam Pha,Coal,Operational,2011,Quang Ninh,600
Na Duong,Coal,Operational,2014,Lang Son,110
Cao Ngan,Coal,Operational,2014,Thai Nguyen,115
Son Dong,Coal,Operational,2015,Bac Giang,220
Thac Mo,Coal,Operational,2001,Binh Phuoc,150
An Khanh,Coal,Operational,2014,Bac Giang,100
Thang Long,Coal,Operational,2017,Quang Ninh,600
Cong Thanh,Coal,Operational,2021,Thanh Hoa,600
Quang Trach I,Coal,Under Construction,2024,Quang Binh,1200
Vung Ang 2,Coal,Under Construction,2025,Ha Tinh,1200
Van Phong 1,Coal,Under Construction,2023,Khanh Hoa,1320
Quang Ninh 3,Coal,Planned,2029-2030,Quang Ninh,1200
Hai Phong 3,Coal,Planned,Post-2030,Hai Phong,1200
Nam Dinh I,Coal,Delayed,2024-2025,Nam Dinh,1200
Quang Tri I,Coal,Delayed,2026-2027,Quang Tri,1320
Vinh Tan 3,Coal,Delayed,2026-2027,Binh Thuan,1980
Song Hau 2,Coal,Delayed,2027,Hau Giang,2000
Long Phu I,Coal,Delayed,2026,Soc Trang,1200
Long Phu II,Coal,Delayed,Post-2030,Soc Trang,1320
Long Phu III,Coal,Delayed,Post-2030,Soc Trang,1800
Long An I,Coal,Planned,Post-2030,Long An,1200
Long An II,Coal,Planned,Post-2030,Long An,1600
Tuy Phong (Mui Ke Ga),Coal,Planned,Post-2030,Binh Thuan,1200
Quang Tri II,Coal,Planned,Post-2030,Quang Tri,2000
Vung Ang III,Coal,Planned,Post-2030,Ha Tinh,1200
Quynh Lap I,Coal,Planned,Post-2030,Nghe An,1200
Quynh Lap II,Coal,Planned,Post-2030,Nghe An,1200
Kien Luong,Coal,Cancelled,Kien Giang,1200,0
O Mon II,Imported LNG,Planned,2026,Can Tho,1050
O Mon III,Imported LNG,Planned,2025,Can Tho,1050
O Mon IV,Imported LNG,Planned,2023,Can Tho,1050
Dung Quat I,Imported LNG,Planned,2024,Quang Ngai,750
Dung Quat II,Imported LNG,Planned,2026,Quang Ngai,750
Dung Quat III,Local Natural Gas,Planned,2025,Quang Ngai,750
Mien Trung I,Imported LNG,Planned,2024,Quang Ngai/Quang Tri,750
Mien Trung II,Imported LNG,Planned,2025,Quang Ngai/Quang Tri,750
Quang Tri (Bao Vang Gas),Local Natural Gas,Planned,2025,Quang Tri,340
Quang Ninh LNG,Imported LNG,Planned,2026,Quang Ninh,1500
Thai Binh LNG,Imported LNG,Planned,2026,Thai Binh,1500
Nghi Son LNG,Imported LNG,Planned,2026,Thanh Hoa,1500
Quang Trach II LNG,Imported LNG,Planned,2026,Quang Binh,1500
Quynh Lap LNG,Imported LNG,Planned,2026,Nghe An,1500
Hai Lang LNG,Imported LNG,Planned,2026,Quang Tri,1500
Ca Na LNG,Imported LNG,Planned,2025,Ninh Thuan,1500
Son My II,Imported LNG,Planned,2027,Binh Thuan,2250
Son My I,Imported LNG,Planned,2028,Binh Thuan,2250
Nhon Trach 3&4,Imported LNG,Planned,2023,Dong Nai,1500
Kien Giang LNG,Imported LNG,Planned,Post-2030,Kien Giang,1500
Bac Lieu LNG,Imported LNG,Planned,2027,Bac Lieu,3200
Hiep Phuoc LNG,Imported LNG,Planned,2023,Ho Chi Minh City,1200
Long Son LNG,Imported LNG,Planned,2026,Ba Ria - Vung Tau,1500
Long An I LNG,Imported LNG,Planned,2025,Long An,1500
Long An II LNG,Imported LNG,Planned,2031,Long An,1500
Phu My 3.1 LNG,Imported LNG,Planned,Post-2030,Ba Ria - Vung Tau,850
Ba Ria 2 LNG,Imported LNG,Planned,Post-2030,Ba Ria - Vung Tau,1200
Ca Mau LNG,Imported LNG,Planned,Post-2030,Ca Mau,1500
Tuy Phong LNG,Imported LNG,Planned,Post-2030,Binh Thuan,3600
