name,fuel,status,cod,province,capacity_mwe
A Vương,,,2008,Quang Nam,210.0
Amata,,operational,1996,Dong Nai,14.0
An Khanh,coal,operational,2014,Bac Giang,100.0
An Khánh - Bắc Giang,coal,constructing,2023,Bac Giang,650.0
An Khê,,,2011,Gia Lai,160.0
Ba Ria,gas,operational,2004,Ba Ria - Vung Tau,389.0
Ba Ria 2 LNG,imported lng,planned,Post-2030,Ba Ria - Vung Tau,1200.0
Bac Lieu LNG,imported lng,planned,2027,Bac Lieu,3200.0
Bourbon,oil,operational,2002,Ho Chi Minh City,24.0
Buôn Kuôp,,,2009,Dak Lak,280.0
Buôn Tua Srah,,,2010,Dak Lak,86.0
Bà Rịa,gas,operational,2008,Ba Ria-Vung Tau,389.0
Bình Định I,coal,planned,2027,Binh Dinh,1200.0
Bình Định II,coal,planned,2029,Binh Dinh,2000.0
Bình Định III,coal,planned,2030,Binh Dinh,2000.0
Bắc Bình,,,2011,Binh Thuan,33.0
Ca Mau 1,gas,operational,2007,Ca Mau,750.0
Ca Mau 2,gas,operational,2008,Ca Mau,750.0
Ca Mau LNG,imported lng,planned,Post-2030,Ca Mau,1500.0
Ca Na LNG,imported lng,planned,2025,Ninh Thuan,1500.0
Cam Pha,coal,operational,2011,Quang Ninh,600.0
Can Tho,gas,operational,2010,Can Tho,33.0
Can Tho (Gas),gas,operational,2000s,Can Tho,150.0
Cao Ngan,coal,operational,2006,Thai Nguyen,115.0
Cong Thanh,coal,operational,2021,Thanh Hoa,600.0
Cà Mau I,gas,operational,2008,Ca Mau,750.0
Cà Mau II,gas,operational,2008,Ca Mau,750.0
Công Thanh,coal,,2026,Thanh Hoa,600.0
Cần Thơ,oil,operational,1975,Can Tho,33.0
Cẩm Phả,coal,operational,2011,Quang Ninh,600.0
Cẩm Thanh,coal,,2024,Quang Ninh,600.0
Dong Nai 3,,,2015,Dong Nai,180.0
Dung Quat I,imported lng,planned,2024,Quang Ngai,750.0
Dung Quat II,imported lng,planned,2026,Quang Ngai,750.0
Dung Quat III,gas,planned,2025,Quang Ngai,750.0
Dung Quất I,gas,planned,2024,Quang Ngai,750.0
Dung Quất II,gas,planned,2026,Quang Ngai,750.0
Dung Quất III,gas,planned,2025,Quang Ngai,750.0
Duyen Hai 1,coal,operational,2015,Tra Vinh,1244.0
Duyen Hai 1 Extension,coal,operational,2019,Tra Vinh,600.0
Duyen Hai 3,coal,operational,2018,Tra Vinh,1245.0
Duyen Hai 3 Extension,coal,operational,2019,Tra Vinh,660.0
Duyên Hải II,coal,operational,2021,Tra Vinh,1200.0
EVN's Power Corporations,,operational,,,285.0
Formosa,coal,operational,2015,Ha Tinh,150.0
Formosa Ha Tinh,coal,operational,2017,Ha Tinh,150.0
Formosa Hà Tĩnh II,coal,operational,2020,Ha Tinh,650.0
Hai Lang LNG,imported lng,planned,2026,Quang Tri,1500.0
Hai Phong 1,coal,operational,2011,Hai Phong,600.0
Hai Phong 2,coal,operational,2014,Hai Phong,600.0
Hai Phong 3,coal,planned,Post-2030,Hai Phong,1200.0
Hai Phong I,coal,operational,2011,Hai Phong,600.0
Hiep Phuoc (Oil),oil,operational,2000,Ho Chi Minh City,375.0
Hiep Phuoc LNG,imported lng,planned,2023,Ho Chi Minh City,1200.0
Hiệp Phước,oil,operational,2001,Ho Chi Minh City,375.0
Hàm Thuận,,,2001,Binh Thuan,300.0
Hòa Bình,,,1994,Hoa Binh,1920.0
Hải Hà I,coal,operational,2019,Quang Ninh,150.0
Hải Hà II,coal,operational,2024,Quang Ninh,150.0
Hải Hà III,coal,planned,2026,Quang Ninh,600.0
Hải Hà IV,coal,planned,2028,Quang Ninh,600.0
Hải Phòng I,coal,operational,1981,Haiphong,300.0
Hải Phòng III,coal,planned,2028,Haiphong,1200.0
IaLy,,,2009,Gia Lai,720.0
Kien Giang LNG,imported lng,planned,Post-2030,Kien Giang,1500.0
Kien Luong,coal,cancelled,Kien Giang,1200,0.0
Kim Sơn,coal,planned,2029,Ninh Binh,3000.0
Kiên Lương,coal,planned,2030,Kien Giang,3600.0
LNG Bạc Liêu,imported lng,planned,2026,Bac Lieu,3200.0
LNG Cà Ná I,imported lng,planned,2025,Ninh Thuan,1500.0
LNG Hiệp Phước I,imported lng,planned,2023,Ho Chi Minh City,1200.0
LNG Hải Lăng I,imported lng,planned,2026,Quang Tri,1500.0
LNG Long An I,imported lng,planned,2025,Long An,1500.0
LNG Long Sơn I,imported lng,planned,2026,Ba Ria-Vung Tau,1500.0
LNG Nghi Sơn,imported lng,planned,2028,Thanh Hoa,1500.0
LNG Quảng Ninh,imported lng,planned,2026,Quang Ninh,1500.0
LNG Quảng Trạch II,imported lng,planned,2027,Quang Binh,1500.0
LNG Thái Bình,imported lng,planned,2027,Thai Binh,1500.0
Long An I,coal,planned,2025,Long An,1200.0
Long An I LNG,imported lng,planned,2025,Long An,1500.0
Long An II,coal,planned,2027,Long An,1600.0
Long An II LNG,imported lng,planned,2031,Long An,1500.0
Long Phu 1,coal,constructing,2023,Soc Trang,1200.0
Long Phu 2 (BOT),coal,planned,2029,Soc Trang,1320.0
Long Phu 3,coal,planned,2025,Soc Trang,1800.0
Long Phu I,coal,,2026,Soc Trang,1200.0
