name,fuel,status,cod,province,capacity_mwe
Cao Nhan,coal,operational,,Lạng Sơn,115.0
Cà Mau I,,operational,,Cà Mau,750.0
Cà Mau II,,operational,,Cà Mau,750.0
Cần Thơ,oil,,,Cần Thơ,33.0
Hiệp Phước,oil,,,TP Hồ Chí Minh,375.0
Hải Dương,coal,constructing,,Hải Dương,1200.0
Hải Phòng I,coal,operational,,Hải Phòng,300.0
LNG Bạc Liêu,,,,Bạc Liêu,3200.0
LNG Cà Ná,,,,Ninh Thuận,1500.0
LNG Long An I,,,,Long An,1500.0
LNG Long An II,,,,Long An,1500.0
LNG Nghi Sơn,,,,Thanh Hóa,1500.0
LNG Quảng Ninh,,,,Quảng Ninh,1500.0
LNG Quảng Trạch II,,,,Quảng Bình,1500.0
LNG Thái Bình,,,,Thái Bình,1500.0
Long Phú II,coal,,,Sóc Trăng,1320.0
Long Phú III,coal,,,Sóc Trăng,1800.0
Nam Định I,coal,constructing,,Nam Định,1200.0
Nghi Sơn II,coal,constructing,,Thanh Hóa,1200.0
Nhơn Trạch I,,operational,,Đồng Nai,465.0
Nhơn Trạch II,,operational,,Đồng Nai,750.0
Ninh Bình,coal,operational,,Ninh Bình,100.0
Phú Mỹ I,,operational,,Bà Rịa – Vũng Tàu,1090.0
Phú Mỹ II.1,,operational,,Bà Rịa – Vũng Tàu,900.0
Phú Mỹ IV,,operational,,Bà Rịa – Vũng Tàu,450.0
Phả Lai I,coal,operational,,Hải Dương,440.0
Phả Lai II,coal,operational,,Hải Dương,600.0
Quảng Trạch I,coal,constructing,,Quảng Bình,1200.0
Sông Hậu II,coal,constructing,,Hậu Giang,2000.0
TBKHH Dung Quất I,,constructing,,Quảng Ngãi,750.0
TBKHH Miền Trung I,,constructing,,Quảng Trị/Quảng Ngãi,750.0
TBKHH Sơn Mỹ II,,constructing,,Bình Thuận,2250.0
Thủ Đức,oil,,,TP Hồ Chí Minh,165.0
Uông Bí,coal,,,Quảng Ninh,105.0
Uông Bí mở rộng II,coal,operational,,Quảng Ninh,330.0
Vân Phong I,coal,constructing,,Khánh Hòa,1320.0
Vĩnh Tân III,coal,constructing,,Bình Thuận,1980.0
Vũng Áng II,coal,constructing,,Hà Tĩnh,1200.0
Ô Môn I,,,,Cần Thơ,660.0
