name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Uông Bí 1,Coal,Operational,1994–2000,Quảng Ninh,0,EVN Project Registry,MOIT Decision 1993,First major coal plant; units 1–4 commissioned sequentially
Hòn Gai 1,Coal,Operational,1994–2000,Quảng Ninh,0,EVN Project Registry,MOIT Decision 1993,
Cẩm Phả 1,Coal,Operational,1994–2000,Quảng Ninh,0,EVN Project Registry,MOIT Decision 1993,
Nghi Sơn 1,Coal,Operational,2018–2019,Thanh Hóa,0,Formosa Official Site,MOIT Decision 113/2013/QD-BCT,First supercritical coal plant in Vietnam
Chu Lai 1,Coal,Operational,2008–2009,Quảng Nam,0,EVN Project Registry,MOIT Decision 2005,
Dung Quất 1,Coal,Operational,2008–2009,Quảng Ngãi,0,EVN Project Registry,MOIT Decision 2005,
Phú Mỹ 1,Coal,Operational,1997–1998,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 1994,
Bà Rịa 1,Coal,Operational,1997–1998,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 1994,
Cà Mau 1,Coal,Operational,2008–2009,Cà Mau,0,EVN Project Registry,MOIT Decision 2005,
Long Mỹ 1,Coal,Operational,2010,Hậu Giang,0,EVN Project Registry,MOIT Decision 2006,
Phú Mỹ 2,Domestic gas,Operational,2000–2001,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 1997,
Phú Mỹ 3,Domestic gas,Operational,2002–2003,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 1999,
Phú Mỹ 4,Domestic gas,Operational,2004–2005,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 2001,
Phú Mỹ 5,Domestic gas,Operational,2006–2007,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 2003,
Nhơn Trạch 1,Domestic gas,Operational,2008–2009,Đồng Nai,0,EVN Project Registry,MOIT Decision 2005,
Nhơn Trạch 2,Domestic gas,Operational,2008–2009,Đồng Nai,0,EVN Project Registry,MOIT Decision 2005,
Nhơn Trạch 3,Domestic gas,Operational,2010–2011,Đồng Nai,0,EVN Project Registry,MOIT Decision 2007,
Nhơn Trạch 4,Domestic gas,Operational,2010–2011,Đồng Nai,0,EVN Project Registry,MOIT Decision 2007,
Cần Thơ,Domestic gas,Operational,2010–2011,Cần Thơ,0,EVN Project Registry,MOIT Decision 2007,
Long An,Domestic gas,Operational,2010–2011,Long An,0,EVN Project Registry,MOIT Decision 2007,
Cà Mau 2,Domestic gas,Operational,2010–2011,Cà Mau,0,EVN Project Registry,MOIT Decision 2007,
Bà Rịa 2,Domestic gas,Operational,2010–2011,Bà Rịa-Vũng Tàu,0,EVN Project Registry,MOIT Decision 2007,
Uông Bí 2,Coal,Suspended,N/A,Quảng Ninh,0,"PDP8 (2023), Ch. 4",MOIT Decision 2023,Suspended pending environmental & financial review
Hòn Gai 2,Coal,Suspended,N/A,Quảng Ninh,0,"PDP8 (2023), Ch. 4",MOIT Decision 2023,
Cẩm Phả 2,Coal,Suspended,N/A,Quảng Ninh,0,"PDP8 (2023), Ch. 4",MOIT Decision 2023,
Chu Lai 2,Coal,Suspended,N/A,Quảng Nam,0,"PDP8 (2023), Ch. 4",MOIT Decision 2023,
Dung Quất 2,Coal,Suspended,N/A,Quảng Ngãi,0,"PDP8 (2023), Ch. 4",MOIT Decision 2023,
Phú Mỹ 3 (Coal),Coal,Cancelled,N/A,Bà Rịa-Vũng Tàu,0,"PDP8 (2023), Ch. 4",MOIT Decision 2023,Replaced by gas/LNG expansion
Nghi Sơn 2,Coal,Planned,2027–2028,Thanh Hóa,0,"PDP8 (2023), Ch. 4",Formosa Official,Conditional approval; subject to EIA & financing
Nhơn Trạch 5,Imported LNG,Planned,2027–2028,Đồng Nai,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,First LNG-fired plant in Nhơn Trạch cluster
Nhơn Trạch 6,Imported LNG,Planned,2028–2029,Đồng Nai,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
Nhơn Trạch 7,Imported LNG,Planned,2029–2030,Đồng Nai,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
Phú Mỹ 6,Imported LNG,Planned,2027–2028,Bà Rịa-Vũng Tàu,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
Phú Mỹ 7,Imported LNG,Planned,2028–2029,Bà Rịa-Vũng Tàu,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
Cà Mau 3,Imported LNG,Planned,2027–2028,Cà Mau,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
Long An 2,Imported LNG,Planned,2028–2029,Long An,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
Cần Thơ 2,Imported LNG,Planned,2028–2029,Cần Thơ,0,"PDP8 (2023), Ch. 5",MOIT Decision 2023,
