name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Uông Bí,Coal,Ongoing,,Thái Bình,105.0,,,
Uông Bí Extension 1,Coal,Ongoing,,Thái Bình,300.0,,,
Uông Bí Extension 2,Coal,Ongoing,,Thái Bình,330.0,,,
Phả Lại 1,Coal,Operational,,Quảng Ninh,440.0,,,
Phả Lại 2,Coal,Operational,,Quảng Ninh,600.0,,,
Phả Lại 3,Coal,Planned,,Quảng Ninh,660.0,,,
Ninh Bình,Coal,Operational,,Ninh Bình,100.0,,,
Hải Phòng I,Coal,Operational,,Hải Phòng,600.0,,,
Hải Phòng II,Coal,Operational,,Hải Phòng,600.0,,,
Quảng Ninh I,Coal,Operational,,Quảng Ninh,300.0,,,
Quảng Ninh II,Coal,Operational,,Quảng Ninh,600.0,,,
Na Dương,Coal,Ongoing,,Quảng Ninh,110.0,,,
Cẩm Phả III,Coal,Delayed,,Quảng Ninh,440.0,,,
Duyên Hải II,Coal,Ongoing,,Trà Vinh,1200.0,,,
Duyên Hải III,Coal,Operational,,Trà Vinh,2488.0,,,
Duyên Hải III Extension,Coal,Ongoing,,Trà Vinh,660.0,,,
Dương Hữu,Coal,Planned,,Hà Tĩnh,2620.0,,,
Nghi Sơn II,Coal,Ongoing,,Thanh Hóa,1200.0,,,
Nghi Sơn I,Operational,EVN,,Thanh Hóa,600.0,,,
Quảng Trạch I,Coal,Delayed,,Quảng Bình,1403.0,,,
Quảng Trạch II,Coal,Planned,,Quảng Bình,1200.0,,,
Vũng Áng I,Coal,Operational,,Hà Tĩnh,1200.0,,,
Vũng Áng II,Coal,Ongoing,,Hà Tĩnh,1330.0,,,
Vũng Áng III,Coal,Delayed,,Hà Tĩnh,2400.0,,,
Nam Định I,Coal,Delayed,,Nam Định,1200.0,,,
Nam Định II,Coal,Planned,,Nam Định,2000.0,,,
Hải Dương,Coal,Operational,,Hải Dương,1200.0,,,
Thái Bình I,Coal,Operational,,Thái Bình,600.0,,,
Thái Bình II,Coal,Ongoing,,Thái Bình,1200.0,,,
Quảng Trị I,Coal,Delayed,,Quảng Trị,1320.0,,,
Vĩnh Tân III,Coal,Delayed,,Bình Thuận,2000.0,,,
Vĩnh Tân IV,Coal,Operational,,Bình Thuận,2400.0,,,
Vĩnh Tân VI,Coal,Operational,,Bình Thuận,1200.0,,,
Long Phú I,Coal,Ongoing,,Sóc Trăng,2400.0,,,
Long Phú II,Coal,Delayed,,Sóc Trăng,1320.0,,,
