name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
Sơn La,Hydropower,Operational,N/A,Sơn La,1600.0,,,
Hòa Bình,Hydropower,Operational,N/A,Hòa Bình,1920.0,,,
Tuyên Quang,Hydropower,Operational,N/A,Tuyên Quang,342.0,,,
Quảng Tri,Hydropower,Operational,N/A,Quảng Trị,64.0,,,
Pleikrong,Hydropower,Operational,N/A,Kon Tum,100.0,,,
Ia Ly,Hydropower,Operational,N/A,Gia Lai,720.0,,,
Sê San 3,Hydropower,Operational,N/A,Gia Lai,260.0,,,
Sê San 4,Hydropower,Operational,N/A,Kon Tum,360.0,,,
Buôn Tuar Srah,Hydropower,Operational,N/A,Đắk Lắk,86.0,,,
Buôn Kuôp,Hydropower,Operational,N/A,Đắk Lắk,280.0,,,
Srêpok 3,Hydropower,Operational,N/A,Đắk Lắk,220.0,,,
Tri An,Hydropower,Operational,N/A,Đồng Nai,420.0,,,
An Khê,Hydropower,Operational,N/A,Gia Lai,160.0,,,
Sông Tranh 2,Hydropower,Operational,N/A,Quảng Nam,190.0,,,
Đồng Nai 3,Hydropower,Operational,N/A,Đắk Nông,180.0,,,
Thác Bà,Hydropower,Operational,N/A,Yên Bái,120.0,,,
Vĩnh Sơn,Hydropower,Operational,N/A,Bình Định,66.0,,,
Song Hinh,Hydropower,Operational,N/A,Phú Yên,70.0,,,
Thác Mơ,Hydropower,Operational,N/A,Bình Phước,150.0,,,
A Vương,Hydropower,Operational,N/A,Quảng Nam,210.0,,,
Song Ba Ha,Hydropower,Operational,N/A,Phú Yên,220.0,,,
Sê San 3A,Hydropower,Operational,N/A,Gia Lai,108.0,,,
Bắc Bình,Hydropower,Operational,N/A,Bình Thuận,33.0,,,
Đà Nhim - Sông Pha,Hydropower,Operational,N/A,Lâm Đồng,167.0,,,
Hàm Thuận,Hydropower,Operational,N/A,Lâm Đồng,300.0,,,
Đạ Mì,Hydropower,Operational,N/A,Lâm Đồng,175.0,,,
Cự Đàt,Hydropower,Operational,N/A,Lâm Đồng,97.0,,,
Nậm Chiến 2,Hydropower,Operational,N/A,Sơn La,32.0,,,
Bản Cốc,Hydropower,Operational,N/A,Sơn La,18.0,,,
Bình Điện,Hydropower,Operational,N/A,Quảng Nam,44.0,,,
Za Hưng,Hydropower,Operational,N/A,Quảng Nam,30.0,,,
Hương Điện,Hydropower,Operational,N/A,Thừa Thiên Huế,54.0,,,
Sông Côn,Hydropower,Operational,N/A,Bình Định,63.0,,,
Krông H’Năng,Hydropower,Operational,N/A,Đắk Lắk,64.0,,,
Srepok 4,Hydropower,Operational,N/A,Đắk Lắk,80.0,,,
Đạ Đ’N’ang 2,Hydropower,Operational,N/A,Đắk Lắk,34.0,,,
Cánh Đơn,Hydropower,Operational,N/A,Đắk Lắk,78.0,,,
Srokphumieng,Hydropower,Operational,N/A,Đắk Lắk,51.0,,,
Hương Sơn,Hydropower,Operational,N/A,Hà Tĩnh,34.0,,,
Muong Hum,Hydropower,Operational,N/A,Lào Cai,30.0,,,
Dak Rlih,Hydropower,Operational,N/A,Kon Tum,144.0,,,
Sê San 4A,Hydropower,Operational,N/A,Gia Lai,63.0,,,
Thủy điện nhỏ,Hydropower,Operational,N/A,Various,300.0,,,
Uông Bí,Coal Fired,Operational,N/A,Quảng Ninh,105.0,,,
Uông Bí mở rộng II,Coal Fired,Operational,N/A,Quảng Ninh,330.0,,,
Pha Lai I,Coal Fired,Operational,N/A,Hải Dương,440.0,,,
Phả Lại II,Coal Fired,Operational,N/A,Hải Dương,600.0,,,
Ninh Bình,Coal Fired,Operational,N/A,Ninh Bình,100.0,,,
Hai Phòng I,Coal Fired,Operational,N/A,Hải Phòng,300.0,,,
Quang Ninh I,Coal Fired,Operational,N/A,Quảng Ninh,300.0,,,
Na Duong,Coal Fired,Operational,N/A,Lạng Sơn,111.0,,,
Cao Ngan,Coal Fired,Operational,N/A,Thái Nguyên,115.0,,,
Cam Pha,Coal Fired,Operational,N/A,Quảng Ninh,600.0,,,
Son Dong,Coal Fired,Operational,N/A,Quảng Ninh,220.0,,,
Formosa,Coal Fired,Operational,N/A,Hà Tĩnh,150.0,,,
Thủ Đức,Oil Fired,Operational,N/A,Ho Chi Minh City,165.0,,,
Cần Thơ,Oil Fired,Operational,N/A,Cần Thơ,33.0,,,
Ô Môn I,Oil Fired,Operational,N/A,Cần Thơ,330.0,,,
Hiệp Phước,Oil Fired,Operational,N/A,Ho Chi Minh City,375.0,,,
Bourbon,Oil Fired,Operational,N/A,Various,24.0,,,
Phú Mỹ I,Combined Cycle Gas Turbine,Operational,N/A,Bà Rịa-Vũng Tàu,1090.0,,,
Phú Mỹ II.1,Combined Cycle Gas Turbine,Operational,N/A,Bà Rịa-Vũng Tàu,900.0,,,
Phú Mỹ IV,Combined Cycle Gas Turbine,Operational,N/A,Bà Rịa-Vũng Tàu,450.0,,,
Thu Duc,Combined Cycle Gas Turbine,Operational,N/A,Ho Chi Minh City,128.0,,,
Can Tho,Combined Cycle Gas Turbine,Operational,N/A,Cần Thơ,150.0,,,
Bà Rịa,Combined Cycle Gas Turbine,Operational,N/A,Bà Rịa-Vũng Tàu,389.0,,,
Nhơn Trạch I,Combined Cycle Gas Turbine,Operational,N/A,Đồng Nai,465.0,,,
Nhơn Trạch II,Combined Cycle Gas Turbine,Operational,N/A,Đồng Nai,750.0,,,
Cà Mau I,Combined Cycle Gas Turbine,Operational,N/A,Cà Mau,750.0,,,
Cà Mau II,Combined Cycle Gas Turbine,Operational,N/A,Cà Mau,750.0,,,
Phú Mỹ II.2 BOT,Combined Cycle Gas Turbine,Operational,N/A,Bà Rịa-Vũng Tàu,740.0,,,
Phú Mỹ III BOT,Combined Cycle Gas Turbine,Operational,N/A,Bà Rịa-Vũng Tàu,740.0,,,
Vê Dan,Combined Cycle Gas Turbine,Operational,N/A,Various,72.0,,,
