name,fuel,status,cod,province,capacity_mwe
Uông Bí,Coal,Operational,2013-2016,Quảng Ninh,105.0
Uông Bí MR II,Coal,Operational,2018-2019,Quảng Ninh,330.0
Phả Lại I,Coal,Operational,2015,Hải Dương,440.0
Phả Lại II,Coal,Operational,2015-2017,Hải Dương,600.0
Ninh Bình,Coal,Operational,2014-2015,Ninh Bình,100.0
Hải Phòng I,Coal,Operational,2008-2010,Hải Phòng,300.0
Quảng Ninh I,Coal,Operational,2009,Quảng Ninh,300.0
Na Dương,Coal,Operational,2005-2008,Quảng Ninh,111.0
Cao Nhân,Coal,Operational,2009,Thái Bình,115.0
Cẩm Phả,Coal,Operational,2008-2011,Quảng Ninh,600.0
Sơn Đồng,Coal,Operational,2010,Hải Phòng,220.0
Formosa Hà Tĩnh,Coal,Operational,2014-2016,Hà Tĩnh,150.0
Ô Môn I,Domestic Gas,Operational,2010-2013,Cần Thơ,330.0
Phú Mỹ I,LNG,Operational,2015-2016,Bà Rịa - Vũng Tàu,1090.0
Phú Mỹ II.1,LNG,Operational,2012-2014,Bà Rịa - Vũng Tàu,900.0
Thu Đức,LNG,Operational,2011-2013,TP. Hồ Chí Minh,128.0
Cần Thơ,LNG,Operational,2011-2012,Cần Thơ,150.0
Ba Ria,LNG,Operational,2010-2012,Bà Rịa,389.0
Nhơn Trạch I,LNG,Operational,2012-2014,Đồng Nai,465.0
Nhơn Trạch II,LNG,Operational,2013-2016,Đồng Nai,750.0
Cà Mau I,LNG,Operational,2014-2016,Cà Mau,750.0
Cà Mau II,LNG,Operational,2014-2016,Cà Mau,750.0
Phú Mỹ II.2 BOT,LNG,Operational,2014-2015,Bà Rịa - Vũng Tàu,740.0
Phú Mỹ III BOT,LNG,Operational,2014-2015,Bà Rịa - Vũng Tàu,740.0
Đa Nhim MR,Hydro,Operational,2019-2020,Đắk Nông,80.0
Thượng Kon Tum,Hydro,Operational,2019-2020,Đắk Lắk,220.0
Đà Nẵng,Hydro,Operational,2015-2018,Đà Nẵng,60.0
Huội Quảng #2,Hydro,Operational,2016,Quảng Nam,260.0
Lai Châu #2,3,Hydro,Operational,2016-2017,0
Trung Son,Hydro,Operational,2017,Quảng Bình,260.0
Duyên Hải III,Coal,Operational,2016-2017,Trà Vinh,1244.0
Thái Bình I,Coal,Operational,2017,Thái Bình,600.0
Vĩnh Tân IV,Coal,Operational,2017-2018,Bình Thuận,1200.0
Thác Mơ MR,Hydro,Operational,2017,Đồng Nai,75.0
Sông Bung 2,Hydro,Operational,2018-2019,Quảng Nam,100.0
Duyên Hải III Mở rộng,Coal,Operational,2019,Trà Vinh,660.0
Hòa Bình MR,Hydro,Operational,2023,Lai Châu,480.0
Ialy MR,Hydro,Operational,2024,Lai Châu,360.0
Trị An MR,Hydro,Operational,2025,Lâm Đồng,200.0
Hải Hà I,Coal,Under Construction,2019,Quảng Ninh,150.0
Hải Hà II,Coal,Under Construction,2024,Quảng Ninh,150.0
Hải Hà III,Coal,Under Construction,2026-2028,Quảng Ninh,1200.0
Hải Hà IV,Coal,Under Construction,2026-2028,Quảng Ninh,1200.0
Hải Phòng III #1,Coal,Approved,2025-2026,Hải Phòng,1200.0
Hải Phòng III #2,Coal,Approved,2025-2026,Hải Phòng,1200.0
Hải Hà I,Coal,Operational,2019,Quảng Ninh,150.0
Hải Hà II,Coal,Operational,2024,Quảng Ninh,150.0
Hải Hà III&IV,Coal,Under Construction,2026-2028,Quảng Ninh,1200.0
Nam Định II,Coal,Under Construction,N/A,Nam Định,2000.0
Rạng Đông,Coal,Approved,2026,Nam Định,2400.0
Kim Sơn,Coal,Approved,2026,Ninh Bình,3000.0
Phú Thọ,Coal,Approved,2026,Phú Thọ,600.0
Thái Bình III,Coal,Approved,2026,Thái Bình,4000.0
Nghi Sơn II,Coal,Under Construction,2022-2022,Thanh Hóa,1200.0
Vũng Áng II,Coal,Approved,2026,Hà Tĩnh,1200.0
Quảng Trạch I,Coal,Under Construction,2024-2025,Quảng Bình,1200.0
Quảng Trạch II,Coal,Under Construction,2026,Quảng Bình,1200.0
Công Thanh,Coal,Under Construction,2026,Thanh Hóa,600.0
Formosa Hà Tĩnh II,Coal,Approved,2020,Hà Tĩnh,650.0
Quỳnh Lập I,Coal,Under Construction,2026,Thanh Hóa,1200.0
Quỳnh Lập II,Coal,Under Construction,N/A,Thanh Hóa,1200.0
Vũng Áng III #1,Coal,Approved,2024-2025,Hà Tĩnh,1200.0
Vũng Áng III #2,Coal,Approved,2024-2025,Hà Tĩnh,1200.0
Vũng Áng III #3,Coal,Approved,2028-2029,Hà Tĩnh,1200.0
Vũng Áng III #4,Coal,Approved,2028-2029,Hà Tĩnh,1200.0
Quảng Trị I,Coal,Under Construction,2026-2027,Quảng Trị,1200.0
Quảng Trị II,Coal,Approved,2026,Quảng Trị,2000.0
