name,fuel,status,cod,province,capacity_mwe
Vung Tau 1,Coal,,,Ba Ria-Vung Tau,1200.0
Vung Tau 2,Coal,,,Ba Ria-Vung Tau,900.0
Thi Vai 1,Coal,,,Ba Ria-Vung Tau,600.0
Long Son,LNG,,,Ba Ria-Vung Tau,1350.0
Phu My 1,Coal,,,Ba Ria-Vung Tau,1050.0
Phu My 2.1,Gas Turbine,,,Ba Ria-Vung Tau,900.0
Bac Lieu Thermal Power Plant,Coal,,,Bac Lieu,3200.0
Long An I,LNG,,,Long An,1500.0
Vinh Tan IV,Coal,,,Binh Thuan,1980.0
Phung Dan,Coal,,,Hau Giang,4000.0
Duyen Hai 3 & 4,Coal,,,Ca Mau,1245.0
Nghi Son I,LNG,,,Thanh Hoa,300.0
Na Duong,Coal,,,Hai Phong,115.0
Cam Pha,Coal,,,Quang Ninh,600.0
Mong Duong 1 & 2,Coal,,,Quang Ninh,1080.0
Son Dong,Coal,,,Nghe An,220.0
Vung Ang II,LNG,,,Ha Tinh,1330.0
Than Phu Yen,Coal,,,Phu Yen,4000.0
Duyen Hai 1 & 2,Coal,,,Ca Mau,1245.0
Long An II,LNG,,,Long An,1500.0
Than Binh Dinh I & II,Coal,,,Binh Dinh,300.0
Tan Phuoc I,Coal,,,Ben Tre,4500.0
Vung Ang 3,LNG,,,Ha Tinh,600.0
Long An III,LNG,,,Long An,1500.0
Than Binh Dinh III & IV,Coal,,,Binh Dinh,300.0
Long Son II & III,LNG,,,Ba Ria-Vung Tau,300.0
Tan Phuoc II,Coal,,,Ben Tre,4500.0
Long An I,LNG,,,Long An,1500.0
Than Binh Dinh V,Coal,,,Binh Dinh,300.0
Tan Phuoc III,Coal,,,Ben Tre,4500.0
Than Binh Dinh VI,Coal,,,Binh Dinh,300.0
