name,fuel,status,cod,province,capacity_mwe
Hòa Bình,Hydropower,,1994-2009,Hòa Bình,1920.0
Sơn La,Hydropower,,2005-2010,Sơn La,2400.0
Lai Châu,Hydropower,,2017,Lai Châu,1200.0
Tuyên Quang,Hydropower,,2002,Tuyên Quang,342.0
Pleikrong,Hydropower,,2007,Kon Tum,100.0
IaLy,Hydropower,,2002,Gia Lai,720.0
Sê San 3,Hydropower,,2006,Gia Lai,260.0
Sê San 4,Hydropower,,2007,Đắk Lắk,360.0
Buôn Tuar Srah,Hydropower,,2009,Đắk Lắk,86.0
Buôn Kuôp,Hydropower,,2009,Đắk Lắk,280.0
Srêpok 3,Hydropower,,2010,Đắk Lắk,220.0
Tri An,Hydropower,,1991,Đồng Nai,420.0
An Khê,Hydropower,,2000,Gia Lai,160.0
Sông Tranh 2,Hydropower,,2011,Quảng Nam,190.0
Đồng Nai 3,Hydropower,,2012,Lâm Đồng,180.0
Thác Bà,Hydropower,,1978,Yên Bái,120.0
Vĩnh Sơn,Hydropower,,1994,Bình Định,66.0
Song Hinh,Hydropower,,2001,Phú Yên,70.0
Thác Mơ,Hydropower,,1999,Bình Phước,150.0
A Vương,Hydropower,,2009,Quảng Nam,210.0
Song Ba Ha,Hydropower,,2009,Phú Yên,220.0
Sê San 3A,Hydropower,,2003,Gia Lai,108.0
Bắc Bình,Hydropower,,2002,Bình Thuận,33.0
Đà Nhim - Sông Pha,Hydropower,,1971,Lâm Đồng & Ninh Thuận,167.0
Hàm Thuận,Hydropower,,2001,Bình Thuận,300.0
Đạ Mị,Hydropower,,2002,Lâm Đồng,175.0
Cự Đàt,Hydropower,Local IPP,2007,Kon Tum,97.0
Nậm Chiến 2,Hydropower,Local IPP,2011,Sơn La,32.0
Bản Cốc,Hydropower,Local IPP,2008,Sơn La,18.0
Bình Điền,Hydropower,Local IPP,2009,Quảng Trị,44.0
Za Hưng,Hydropower,Local IPP,2010,Quảng Nam,30.0
Hương Điện,Hydropower,Local IPP,2009,Hà Tĩnh,54.0
Sông Côn,Hydropower,Local IPP,2003,Bình Định,63.0
Krong Hnang,Hydropower,Local IPP,2007,Đắk Lắk,64.0
Srepok 4,Hydropower,Local IPP,2009,Đắk Lắk,80.0
Đạ Đang 2,Hydropower,Local IPP,2007,Lâm Đồng,34.0
Cắn Đờn,Hydropower,Local IPP,2011,Đắk Lắk,78.0
Srokphumieng,Hydropower,Local IPP,2009,Đắk Lắk,51.0
Hương Sơn,Hydropower,Local IPP,2011,Hà Tĩnh,34.0
Muong Hum,Hydropower,Local IPP,2007,Lào Cai,30.0
Dak Rlih,Hydropower,Local IPP,2008,Đắk Lắk,144.0
Sê San 4A,Hydropower,Local IPP,2009,Gia Lai,63.0
Thủy điện nhỏ,Hydropower,Local IPP,,Various,300.0
Uông Bí,Coal fired,Operational,1964,Quảng Ninh,105.0
Uông Bí mở rộng II,Coal fired,Operational,2005,Quảng Ninh,330.0
Pha Lai I,Coal fired,Operational,1983,Hải Dương,440.0
Phả Lại II,Coal fired,Operational,2003,Hải Dương,600.0
Ninh Bình,Coal fired,Operational,1975,Ninh Bình,100.0
Hai Phòng I,Coal fired,Operational,1975,Hải Phòng,300.0
Quang Ninh I,Coal fired,Operational,2009,Quảng Ninh,300.0
Na Duong,Coal fired,Operational,1994,Lạng Sơn,111.0
Cao Nhan,Coal fired,Operational,2004,Quảng Ninh,115.0
Cam Pha,Coal fired,Operational,2001,Quảng Ninh,600.0
Son Dong,Coal fired,Operational,2015,Quảng Ninh,220.0
Formosa,Coal fired,IPP,2015,Hà Tĩnh,150.0
Thủ Đức,Oil fired,Operational,1962,Ho Chi Minh City,165.0
Cần Thơ,Oil fired,Operational,2003,Cần Thơ,33.0
Ô Môn I,Oil fired,Operational,2008,Cần Thơ,330.0
Hiệp Phước,Oil fired,Foreign IPP,2003,Ho Chi Minh City,375.0
Bourbon,Oil fired,Foreign IPP,2003,Đồng Nai,24.0
Phú Mỹ I,Local natural gas,Operational,2000,Bà Rịa–Vũng Tàu,1090.0
Phú Mỹ II.1,Local natural gas,Operational,2004,Bà Rịa–Vũng Tàu,900.0
Phú Mỹ IV,Local natural gas,Operational,2005,Bà Rịa–Vũng Tàu,450.0
Thu Duc,Local natural gas,Operational,2004,Ho Chi Minh City,128.0
Can Tho,Local natural gas,Operational,2006,Cần Thơ,150.0
Bà Rịa,Local natural gas,Operational,2004,Bà Rịa–Vũng Tàu,389.0
Nhơn Trạch I,Local natural gas,Operational,2004,Đồng Nai,465.0
Nhơn Trạch II,Local natural gas,Operational,2006,Đồng Nai,750.0
Cà Mau I,Local natural gas,Operational,2008,Cà Mau,750.0
Cà Mau II,Local natural gas,Operational,2008,Cà Mau,750.0
