match_type,reference_name,system_name,reference_province,system_province,reference_fuel,system_fuel,reference_capacity_mwe,system_capacity_mwe,capacity_diff_pct,fuel_match,status_match,province_match,reference_source_ref,system_source_ref
exact,An Khánh - Bac Giang,An Khánh - Bắc Giang,bac giang,bac giang,coal,coal,650.0,650.0,0.0,True,False,True,,
fuzzy_capacity_diff,An Khánh 1,An Khê,thai nguyen,gia lai,coal,unknown,116.0,160.0,37.9,False,False,False,,
exact_capacity_diff,Bà Rịa GT,Bắc Bình,ba ria - vung tau,binh thuan,gas,unknown,46.0,33.0,28.3,False,False,False,,
exact_capacity_diff,Bạc Liêu 1,Bình Định I,bac lieu,binh dinh,coal,coal,1200.0,1200.0,0.0,True,False,False,,
fuzzy_capacity_diff,Cam Pha 3,Cẩm Phả,quang ninh,quang ninh,coal,coal,440.0,600.0,36.4,True,False,True,,
exact,Cao Ngạn,Cao Ngan,thai nguyen,thai nguyen,coal,coal,114.0,115.0,0.9,True,True,True,,
exact,Cong Thanh,Công Thanh,thanh hoa,thanh hoa,coal,coal,600.0,600.0,0.0,True,False,True,,
exact,Cà Mau I,Cà Mau I,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact,Cà Mau II,Cà Mau II,ca mau,ca mau,gas,gas,771.0,750.0,2.7,True,True,True,,
exact_capacity_diff,Cẩm Phả 1,Thác Mơ,quang ninh,binh phuoc,coal,unknown,340.0,150.0,55.9,False,False,False,,
exact_capacity_diff,Cẩm Phả 2,Srêpôk 3,quang ninh,dak lak,coal,unknown,340.0,220.0,35.3,False,False,False,,
exact_capacity_diff,Dong Nai Formosa,Song Hinh,đong nai,phu yen,coal,unknown,150.0,70.0,53.3,False,False,False,,
fuzzy_capacity_diff,Dong Nai Formosa,Dong Nai 3,đong nai,dong nai,coal,unknown,300.0,180.0,40.0,False,False,False,,
exact_capacity_diff,Duc Giang - Lao Cai Chemical,Vĩnh Sơn,lao cai,phu yen,coal,unknown,100.0,66.0,34.0,False,False,False,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase I,Rạng Đông,quang ngai,nam dinh,coal,coal,2400.0,2400.0,0.0,True,False,False,,
exact_capacity_diff,Dung Quat Special Economic Zone (J-Power) Phase II,Sông Hậu II,quang ngai,hau giang,coal,coal,2000.0,2120.0,6.0,True,False,False,,
exact_capacity_diff,Duyen Hai 2,Đa Mi,tra vinh,binh thuan,coal,unknown,600.0,175.0,70.8,False,False,False,,
exact_capacity_diff,Duyen Hai 3 Extension,Song Ba Ha,tra vinh,phu yen,coal,unknown,660.0,220.0,66.7,False,False,False,,
exact,Duyên Hải 2,Duyên Hải II,tra vinh,tra vinh,coal,coal,1200.0,1200.0,0.0,True,True,True,,
fuzzy,Formosa HT2,Formosa Hà Tĩnh II,ha tinh,ha tinh,coal,coal,650.0,650.0,0.0,True,False,True,,
exact_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,Hàm Thuận,ha tinh,binh thuan,coal,unknown,450.0,300.0,33.3,False,False,False,,
fuzzy_capacity_diff,Ha Tinh Formosa Plastics Steel Complex,Formosa,ha tinh,ha tinh,coal,coal,450.0,150.0,66.7,True,False,True,,
fuzzy,Hai Ha CHP Phase 1,Hải Hà II,quang ninh,quang ninh,coal,coal,150.0,150.0,0.0,True,False,True,,
fuzzy_capacity_diff,Hai Ha CHP Phase 2,Hải Hà IV,quang ninh,quang ninh,coal,coal,750.0,600.0,20.0,True,False,True,,
fuzzy,Hai Ha CHP Phase 3,Hải Hà III,quang ninh,quang ninh,coal,coal,600.0,600.0,0.0,True,False,True,,
fuzzy_capacity_diff,Hai Ha CHP Phase 4,Hải Hà I,quang ninh,quang ninh,coal,coal,600.0,150.0,75.0,True,False,True,,
exact,Hai Phong 1,Hải Phòng I,hai phong,haiphong,coal,coal,600.0,300.0,50.0,True,True,False,,
exact_capacity_diff,Hai Phong 2,Đà Nhim - Sông Pha,hai phong,lam dong,coal,unknown,600.0,167.0,72.2,False,False,False,,
exact,Hai Phong 3,Hải Phòng III,hai phong,haiphong,coal,coal,1200.0,1200.0,0.0,True,False,False,,
exact_capacity_diff,Hải Phòng,Sông Tranh 2,hai phong,quang nam,gas,unknown,500.0,190.0,62.0,False,False,False,,
fuzzy_capacity_diff,LNG Bà Rịa 2,Bà Rịa,ba ria - vung tau,ba ria - vung tau,gas,gas,1200.0,389.0,67.6,True,False,True,,
fuzzy_capacity_diff,LNG Bình Định,Bình Định III,binh đinh,binh dinh,gas,coal,5000.0,2000.0,60.0,False,False,False,,
exact,LNG Bạc Liêu,LNG Bạc Liêu,bac lieu,bac lieu,gas,imported gas,3200.0,3200.0,0.0,False,True,True,,
fuzzy,LNG Cà Ná,LNG Cà Ná I,ninh thuan,ninh thuan,gas,imported gas,1500.0,1500.0,0.0,False,True,True,,
exact,LNG Hiệp Phước (phase I),Hiệp Phước,tp ho chi minh,tp ho chi minh,gas,oil,1200.0,375.0,68.8,False,False,True,,
fuzzy_capacity_diff,LNG Hiệp Phước (phase II),LNG Hiệp Phước I,tp ho chi minh,tp ho chi minh,gas,imported gas,1500.0,1200.0,20.0,False,False,True,,
fuzzy,LNG Hải Lăng,LNG Hải Lăng I,quang tri,quang tri,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact_capacity_diff,LNG Hải Phòng 2 (Cát Hải),Nam Định II,hai phong,nam dinh,coal,coal,1600.0,2000.0,25.0,True,False,False,,
exact,LNG Long An I,LNG Long An I,long an,long an,gas,coal,1500.0,1500.0,0.0,False,True,True,,
exact_capacity_diff,LNG Long An II,Bình Định II,long an,binh dinh,gas,coal,1500.0,2000.0,33.3,False,True,False,,
exact_capacity_diff,LNG Long An II phase 2,Sông Hậu III,long an,hau giang,gas,coal,1500.0,2000.0,33.3,False,False,False,,
fuzzy_capacity_diff,LNG Long Sơn,LNG Long Sơn I,ba ria - vung tau,ba ria - vung tau,gas,imported gas,1200.0,1500.0,25.0,False,True,True,,
exact_capacity_diff,LNG Long Sơn IV (địa điểm Tây),Kiên Lương,ba ria - vung tau,kien giang,gas,coal,3600.0,3600.0,0.0,False,False,False,,
exact_capacity_diff,"LNG Mũi Kê Gà 2,3",Sơn La,binh thuan,son la,gas,unknown,2400.0,2400.0,0.0,False,False,False,,
exact_capacity_diff,LNG Nhơn Trạch 3,IaLy,đong nai,gia lai,gas,unknown,750.0,720.0,4.0,False,False,False,,
fuzzy_capacity_diff,LNG Nhơn Trạch 4,Nhơn Trạch 3&4,đong nai,dong nai,gas,imported gas,750.0,1624.0,116.5,False,False,False,,
fuzzy_capacity_diff,LNG Phong Điền – Huế,Phong Điền,hue,thua thien hue,gas,coal,3000.0,2000.0,33.3,False,False,False,,
exact_capacity_diff,LNG Phú Mỹ 3.1,Cẩm Thanh,ba ria - vung tau,quang ninh,gas,coal,850.0,600.0,29.4,False,False,False,,
fuzzy,LNG Quảng Ninh 2 (Cẩm Phả),LNG Quảng Ninh,quang ninh,quang ninh,gas,imported gas,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Quảng Trạch 2,LNG Quảng Trạch II,quang binh,quang binh,gas,coal,1500.0,1500.0,0.0,False,False,True,,
exact,LNG Sơn Mỹ I,Sơn Mỹ I,binh thuan,binh thuan,gas,imported gas,2250.0,2250.0,0.0,False,True,True,,
exact,LNG Sơn Mỹ II,Sơn Mỹ II,binh thuan,binh thuan,gas,imported gas,2250.0,2250.0,0.0,False,True,True,,
fuzzy_capacity_diff,LNG Thái Bình,Thái Bình III,thai binh,thai binh,gas,coal,4500.0,4000.0,11.1,False,False,True,,
exact,LNG Vân Phong (J-Power),Vân Phong,khanh hoa,khanh hoa,gas,coal,3000.0,1432.0,52.3,False,False,True,,
exact_capacity_diff,LNG Vân Phong (Mỹ Giang) phase 1,Kim Sơn,khanh hoa,ninh binh,gas,coal,3000.0,3000.0,0.0,False,False,False,,
exact_capacity_diff,LNG miền Nam,Hòa Bình,"hiep phuoc 2, ben tre, mui ke ga, ca mau,",hoa binh,gas,unknown,1500.0,1920.0,28.0,False,False,False,,
exact_capacity_diff,Lee & Man,Thác Bà,hau giang,yen bai,coal,unknown,125.0,120.0,4.0,False,False,False,,
exact,Long An 2,Long An II,long an,long an,gas,coal,1600.0,1600.0,0.0,False,True,True,,
exact,Long An 1,Long An I,long an,long an,gas,coal,1200.0,1200.0,0.0,False,True,True,,
exact,Long Phú 1,Long Phú I,soc trang,soc trang,coal,coal,1200.0,1200.0,0.0,True,True,True,,
