name,fuel,status,cod,province,capacity_mwe,source_1,source_2,note
**COAL**,,,,,0,,,
**Operational**,,,,,0,,,
Phả Lại 1,Coal,Operational,"1983, 1993",Hải Dương,0,[1],[2],
Phả Lại 2,Coal,Operational,"2001, 2003",Hải Dương,0,[1],[2],
Uông Bí,Coal,Operational,1974,Quảng Ninh,0,[1],[2],
Uông Bí mở rộng I,Coal,Operational,2011,Quảng Ninh,0,[1],[3],
Uông Bí mở rộng II,Coal,Operational,2014,Quảng Ninh,0,[1],[3],
Ninh Bình,Coal,Operational,1996,Ninh Bình,0,[1],[2],
Hải Phòng 1,Coal,Operational,"2011, 2012",Hải Phòng,0,[1],[3],
Quảng Ninh 1,Coal,Operational,2015,Quảng Ninh,0,[3],[4],
Quảng Ninh 2,Coal,Operational,2016,Quảng Ninh,0,[3],[4],
Duyên Hải 1,Coal,Operational,"2015, 2016",Trà Vinh,0,[3],[4],
Duyên Hải 3,Coal,Operational,"2016, 2017",Trà Vinh,0,[3],[4],
Vĩnh Tân 2,Coal,Operational,2014,Bình Thuận,0,[3],[4],
Vĩnh Tân 4,Coal,Operational,"2017, 2018",Bình Thuận,0,[4],[5],
Mông Dương 1,Coal,Operational,"2015, 2016",Quảng Ninh,0,[3],[6],
Mông Dương 2,Coal,Operational,2016,Quảng Ninh,0,[3],[6],
Vĩnh Tân 1,Coal,Operational,"2018, 2019",Bình Thuận,0,[4],[7],
Nghi Sơn 1,Coal,Operational,"2013, 2014",Thanh Hóa,0,[3],[8],
Vũng Áng 1,Coal,Operational,"2012, 2013",Hà Tĩnh,0,[3],[8],
An Khánh,Coal (Domestic),Operational,"2012, 2013",Bắc Giang,0,[3],,
Na Dương,Coal (Domestic),Operational,2005,Lạng Sơn,0,[1],,
Cao Nhan,Coal (Domestic),Operational,2012,Thái Nguyên,0,[3],,
"Cẩm Phả 1,2",Coal (Domestic),Operational,"2011, 2012",Quảng Ninh,0,[3],,
Sơn Động,Coal (Domestic),Operational,2015,Bắc Giang,0,[3],,
Formosa Hà Tình,Coal,Operational,2015-2018,Hà Tĩnh,0,[3],[4],
Thăng Long,Coal,Operational,"2017, 2018",Quảng Ninh,0,[4],[9],
**Under Construction / Late-Stage Development**,,,,,0,,,
Thái Bình 1,Coal,Under Construction,2026-2027 (est.),Thái Bình,0,[5],[9],
Thái Bình 2,Coal (Domestic),Under Construction,2026-2027 (est.),Thái Bình,0,[5],[9],
