name,fuel,status,cod,province,capacity_mwe
Bach Hoa Power Co.,Coal,Operational,N/A,Bach Hoa,700
Bac Ninh Power Plant,Coal,Operational,N/A,Bac Ninh,300
Vung Tau Power Plant,Coal,Operational,N/A,Ba Ria-Vung Tau,0
Hai Phong Power Plant (Example/General Area),Coal,Operational/Under Review,N/A,Hai Phong,0
Phan Thiet Power Plant,Coal,Operational,N/A,Phan Thiet,0
Bauan Power Plant,Coal,Operational,N/A,Bauan,0
Long Son LNG Power Plant (Example/Planned),LNG,Under Construction/Planned,Target 202X,Various Coastal Areas,0
Mega LNG Plant (Example/Planned),LNG,Planned,Target 202X,Various Coastal Areas,0
Coastal Gas-Fired Plant 1 (Example/Planned),Local Natural Gas,Planned,Target 202X,Coastal Areas,0
Central Vietnam LNG Terminal (Supporting plants),LNG,Planned,Target 202X,Central Vietnam,0
