name,fuel,status,cod,province,capacity_mwe
Phu My 1,Natural Gas (domestic),Operational,2002,Ba Ria-Vung Tau,1090
Phu My 2.1,Natural Gas (domestic),Operational,2001,Ba Ria-Vung Tau,440
Phu My 2.1 Extension,Natural Gas (domestic),Operational,2005,Ba Ria-Vung Tau,435
Phu My 2.2,Natural Gas (domestic),Operational,2004,Ba Ria-Vung Tau,715
Phu My 3,Natural Gas (domestic),Operational,2004,Ba Ria-Vung Tau,740
Phu My 4,Natural Gas (domestic),Operational,2005,Ba Ria-Vung Tau,470
Ba Ria,Natural Gas (domestic),Operational,1996,Ba Ria-Vung Tau,222
Nhon Trach 1,Natural Gas (domestic),Operational,2009,Dong Nai,450
Nhon Trach 2,Natural Gas (domestic),Operational,2011,Dong Nai,450
Nhon Trach 3,LNG (imported),Under Construction,2024-2025 (delayed),Dong Nai,750
Nhon Trach 4,LNG (imported),Under Construction,2024-2025 (delayed),Dong Nai,750
Ca Mau 1,Natural Gas (domestic),Operational,2008,Ca Mau,750
Ca Mau 2,Natural Gas (domestic),Operational,2009,Ca Mau,750
O Mon 1,Natural Gas (domestic),Operational,2010,Can Tho,660
O Mon 2,LNG (imported),Planned,~2027-2028,Can Tho,750
O Mon 3,LNG (imported),Planned,~2028-2029,Can Tho,750
O Mon 4,LNG (imported),Planned,~2027-2028,Can Tho,750
Hai Phong 1,Coal,Operational,2011,Hai Phong,600
Hai Phong 2,Coal,Operational,2013,Hai Phong,600
Quang Ninh 1,Coal,Operational,2011,Quang Ninh,600
Quang Ninh 2,Coal,Operational,2013,Quang Ninh,600
Mong Duong 1,Coal,Operational,2015,Quang Ninh,500
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1120
Vinh Tan 2,Coal,Operational,2014-2015,Binh Thuan,1244
Vinh Tan 4,Coal,Operational,2018-2019,Binh Thuan,1200
Vinh Tan 4 Extension,Coal,Operational,2021,Binh Thuan,600
Vinh Tan 1,Coal,Operational,2018,Binh Thuan,1200
Duyen Hai 1,Coal,Operational,2015-2016,Tra Vinh,1200
Duyen Hai 2,Coal,Planned/Stalled,TBD,Tra Vinh,1200
Duyen Hai 3,Coal,Operational,2017-2018,Tra Vinh,1245
Duyen Hai 3 Extension,Coal,Operational,2018,Tra Vinh,688
Formosa Ha Tinh,Coal,Operational,~2017,Ha Tinh,650
Nghi Son 1,Coal,Operational,2018,Thanh Hoa,600
Nghi Son 2,Coal,Operational,2022,Thanh Hoa,1200
Thai Binh 1,Coal,Operational,2022-2023,Thai Binh,600
Thai Binh 2,Coal,Operational,2023-2024,Thai Binh,1200
Nam Dinh 1,Coal,Under Construction / Stalled,~2026-2028,Nam Dinh,1200
Quang Trach 1,Coal,Under Construction,~2025-2026,Quang Binh,1200
Quang Trach 2,Coal,Planned,~2026-2027,Quang Binh,1200
Vung Ang 1,Coal,Operational,2015-2016,Ha Tinh,1200
Vung Ang 2,Coal,Under Construction,~2025-2026,Ha Tinh,1200
Song Hau 1,Coal,Operational,2022-2023,Hau Giang,1200
Song Hau 2,Coal,Planned/Stalled,TBD,Hau Giang,1200
An Khanh Bac Giang,Coal,Operational,2022,Bac Giang,650
Long Phu 1,Coal,Under Construction / Stalled,TBD,Soc Trang,1200
Long Phu 2,Coal,Planned/Stalled,TBD,Soc Trang,1200
Long Phu 3,Coal,Planned/Stalled,TBD,Soc Trang,1200
Uong Bi (original),Coal,Operational,1964 (refurbished),Quang Ninh,150
Uong Bi Extension,Coal,Operational,2010-2011,Quang Ninh,600
Na Duong,Coal,Operational,2004,Lang Son,110
Cao Ngan,Coal,Operational,2011,Thai Nguyen,100
Son Dong,Coal,Operational,2013,Bac Giang,220
Mao Khe,Coal,Operational,2011-2012,Quang Ninh,440
Ha Khanh,Coal,Operational,2015,Quang Ninh,300
Cam Pha,Coal,Operational,2012-2013,Quang Ninh,600
Thi Vai,LNG (imported),Planned,~2027-2028,Ba Ria-Vung Tau,1500
Bac Lieu,LNG (imported),Planned,~2026-2028,Bac Lieu,3200
Ca Mau LNG,LNG (imported),Planned,~2027-2030,Ca Mau,1500
Quang Ninh LNG,LNG (imported),Planned,~2027-2030,Quang Ninh,1500
