name,fuel,status,cod,province,capacity_mwe
Vinh Tan 1,Coal,Operational,2015,Binh Thuan,1245
Vinh Tan 2,Coal,Operational,2014,Binh Thuan,1244
Vinh Tan 4,Coal,Operational,2018,Binh Thuan,1200
Vinh Tan 4 Extension,Coal,Under Construction,Planned 2025,Binh Thuan,600
Duyen Hai 1,Coal,Operational,2015,Tra Vinh,1245
Duyen Hai 2,Coal,Operational,2015,Tra Vinh,1245
Duyen Hai 3,Coal,Operational,2020,Tra Vinh,1245
Duyen Hai 3 Extension,Coal,Under Construction,Planned 2026,Tra Vinh,600
Nghi Son 1,Coal,Operational,2013,Thanh Hoa,600
Nghi Son 2,Coal,Operational,2020,Thanh Hoa,1200
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1080
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1240
Hai Phong 1,Coal,Operational,2011,Haiphong,1200
Hai Phong 2,Coal,Operational,2014,Haiphong,600
Quang Ninh 1,Coal,Operational,2011,Quang Ninh,1050
Quang Ninh 2,Coal,Operational,2013,Quang Ninh,1200
Song Hau 1,Coal,Operational,2018,Hau Giang,1200
Song Hau 2,Coal,Under Construction,Planned 2025,Hau Giang,1200
Van Phong 1,Coal,Under Construction,Planned 2025,Khanh Hoa,1320
Cam Pha,Coal,Operational,2006,Quang Ninh,600
Formosa Ha Tinh,Coal,Operational,2017,Ha Tinh,1200
Thang Long,Coal,Operational,2011,Quang Ninh,100
Uong Bi,Coal,Operational,1975,Quang Ninh,100
Pha Lai 1,Coal,Operational,1986,Haiphong,440
Pha Lai 2,Coal,Operational,2001,Haiphong,600
Ninh Binh,Coal,Operational,1974,Ninh Binh,100
Bac Giang,Coal,Operational,2015,Bac Giang,110
Na Duong,Coal,Operational,2014,Lang Son,110
Cao Ngan,Coal,Operational,2015,Thai Nguyen,110
O Mon 1,Local Natural Gas,Operational,2011,Can Tho,660
O Mon 2,Local Natural Gas,Operational,2014,Can Tho,750
O Mon 3,Local Natural Gas,Planned,Planned 2027,Can Tho,750
O Mon 4,Local Natural Gas,Planned,Planned 2028,Can Tho,750
Ca Mau 1,Local Natural Gas,Operational,2007,Ca Mau,771
Ca Mau 2,Local Natural Gas,Operational,2008,Ca Mau,771
Phu My 1,Local Natural Gas,Operational,1997,Ba Ria-Vung Tau,1090
Phu My 2.1,Local Natural Gas,Operational,2004,Ba Ria-Vung Tau,450
Phu My 2.2,Local Natural Gas,Operational,2005,Ba Ria-Vung Tau,715
Phu My 3,Local Natural Gas,Operational,2003,Ba Ria-Vung Tau,720
Phu My 4,Local Natural Gas,Operational,2004,Ba Ria-Vung Tau,450
Nhon Trach 1,Local Natural Gas,Operational,2008,Dong Nai,450
Nhon Trach 2,Local Natural Gas,Operational,2011,Dong Nai,750
Nhon Trach 3 & 4,LNG,Under Construction,Planned 2025,Dong Nai,1624
Son My 1,LNG,Under Construction,Planned 2026,Binh Thuan,2250
Son My 2,LNG,Planned,Planned 2027,Binh Thuan,2250
Bac Lieu LNG,LNG,Under Construction,Planned 2027,Bac Lieu,3200
Long An 1,LNG,Planned,Planned 2028,Long An,1500
Long An 2,LNG,Planned,Planned 2029,Long An,1500
Hai Phong LNG,LNG,Planned,Planned 2028,Haiphong,1500
