name,fuel,status,cod,province,capacity_mwe
Vinh Tan 1,1244,Binh Thuan,Operational,Tuy Phong,2018
Vinh Tan 2,1244,Binh Thuan,Operational,Tuy Phong,2019
Vinh Tan 3,1243,Binh Thuan,Operational,Tuy Phong,2023
Vinh Tan 4,1243,Binh Thuan,Under Construction,Tuy Phong,0
Vinh Tan 5,1200,Binh Thuan,Planned,Tuy Phong,0
Uong Bi 1,300,Quang Ninh,Operational,Uong Bi,1998
Uong Bi 2,300,Quang Ninh,Operational,Uong Bi,2003
Uong Bi 3,420,Quang Ninh,Operational,Uong Bi,2006
Uong Bi 4,2013,Uong Bi,Quang Ninh,Tam Thanh,0
Nha Trang No.1,110,Thua Thien Hue,Operational,Phu Vang,2004
Tri An 1,300,Dong Nai,Operational,Trang Bom,1994
Tri An 2,300,Dong Nai,Operational,Trang Bom,2005
Mong Duong 1,1080,Quang Ninh,Operational,Cam Pha,2015
Mong Duong 2,1080,Quang Ninh,Operational,Cam Pha,2016
Mong Duong 3,600,Quang Ninh,Operational,Cam Pha,2015
Sơn Mỹ 1,1337,Ben Tre,Under Construction,Ba Tri,0
Sơn Mỹ 2,1337,Ben Tre,Under Construction,Ba Tri,0
Nhơn Trạch 1,434,Dong Nai,Operational,Nhơn Trạch,2009
Nhơn Trạch 2,433,Dong Nai,Operational,Nhơn Trạch,2011
Sơn Động 1,220,Ninh Binh,Operational,Nho Quan,2010
Sơn Động 2,220,Ninh Binh,Operational,Nho Quan,2012
Hà Tĩnh 1,2015,Kỳ Anh,Ha Tinh,Thach Ganh,0
Minh Quang,100,Quang Ninh,Operational,Cam Pha,2001
O Mon 1,720,Can Tho,Operational,Ó Môn,2010
O Mon 2,720,Can Tho,Operational,Ó Môn,2011
O Mon 3,720,Can Tho,Under Construction,Ó Môn,0
O Mon 4,720,Can Tho,Planned,Ó Môn,0
Nam Định 1,600,Nam Dinh,Under Construction,Nam Dinh City,0
Dinh Cố,Planned 2025,Tuy Phong,Binh Thuan,Phu My,0
Long Phu 1,1088,Sóc Trăng,Under Construction,Long Phu,0
Long Phu 2,1088,Sóc Trăng,Under Construction,Long Phu,0
Quảng Trạch 1,1000,Quảng Bình,Under Construction,Quảng Trạch,0
Quảng Trạch 2,1000,Quảng Bình,Planned,Quảng Trạch,0
Cà Ná 1,Proposed 2026,Thuận Bắc,Ninh Thuận,Cà Ná,0
Cà Ná 2,Proposed 2027,Thuận Bắc,Ninh Thuận,Cà Ná,0
Thai Binh 1,600,Thái Bình,Approved,Hưng Hà,0
Thai Binh 2,600,Thái Bình,Approved,Hưng Hà,0
Bac Giang,1200,Bac Giang,Planned,Lang Giang,0
Nghi Sơn 1,1200,Thanh Hóa,Operational,Nghi Sơn,2014
Nghi Sơn 2,600,Thanh Hóa,Planned,Nghi Sơn,0
Lễ Môn,2007,Dong Trieu,Quang Ninh,Thach An,0
Vinh Tan 2 Expansion,1243,Binh Thuan,Planned,Tuy Phong,0
LNG Thị Vải,1500,Đồng Nai,Under Construction,Hiệp Phước,0
LNG Nhơn Trạch,Imported LNG,Under Construction,Planned 2025,Đồng Nai,1500
LNG Bạc Liêu,3600,Bac Lieu,Planned,Bạc Liêu,0
