name,fuel,status,cod,province,capacity_mwe
Vung Ang 1 Thermal Power Plant,Coal,Operational,2009,Ha Tinh,600
Vung Ang 2 Thermal Power Plant,Coal,Operational,2015,Ha Tinh,1200
Mong Duong 1 Thermal Power Plant,Coal,Operational,2015,Quang Ninh,560
Mong Duong 2 Thermal Power Plant,Coal,Operational,2019,Quang Ninh,1120
Duyen Hai 1 Thermal Power Plant,Coal,Operational,2015,Tra Vinh,600
Duyen Hai 2 Thermal Power Plant,Coal,Operational,2019,Tra Vinh,1200
Duyen Hai 3 Thermal Power Plant,Coal,Operational,2022,Tra Vinh,660
Nghi Son 1 Thermal Power Plant,Coal,Operational,2022,Thanh Hoa,600
Nghi Son 2 Thermal Power Plant,Coal,Operational,2023,Thanh Hoa,1130
Vinh Tan 1 Thermal Power Plant,Coal,Operational,2015,Binh Thuan,600
Vinh Tan 2 Thermal Power Plant,Coal,Operational,2018,Binh Thuan,600
Vinh Tan 3 Thermal Power Plant,Coal,Operational,2019,Binh Thuan,688
Vinh Tan 4 Thermal Power Plant,Coal,Under Construction (delayed),~2025,Binh Thuan,900
Long Phu 1 Thermal Power Plant,Coal,Operational,2015,Soc Trang,600
Long Phu 2 Thermal Power Plant,Coal,Operational,2018,Soc Trang,600
Long Phu 3 Thermal Power Plant,Coal,Cancelled/Deferred,,Soc Trang,0
Song Cong 1 Thermal Power Plant,Coal,Operational,2016,Thai Binh,600
Song Cong 2 Thermal Power Plant,Coal,Operational,2019,Thai Binh,1130
Quang Ninh Thermal Power Plant,Coal,Operational,2015,Quang Ninh,600
Ha Tu Thermal Power Plant,Coal,Operational,2016,Quang Ninh,600
Pha Lai 2 Thermal Power Plant,Coal,Operational,2021,Hai Duong,600
Hung Nghiep Formosa Thermal Power Plant,Coal,Operational,2016,Ha Tinh,1245
Van Phong 1 Thermal Power Plant,Coal,Under Construction (delayed),~2025,Khanh Hoa,660
Van Phong 2 Thermal Power Plant,Coal,Under Construction (delayed),~2026,Khanh Hoa,660
Quynh Lap 2 Thermal Power Plant,Coal,Approved/Permitting,,Nghe An,1200
Quy Nhon Thermal Power Plant,Coal,Approved/Permitting,,Binh Dinh,1200
Nhon Trach 1 Gas Turbine Power Plant,Local Natural Gas,Operational,2009,Dong Nai,450
Nhon Trach 2 Combined Cycle Power Plant,Local Natural Gas,Operational,2011,Dong Nai,720
Nhon Trach 3 Combined Cycle Power Plant,Local Natural Gas,Operational,2015,Dong Nai,450
Nhon Trach 4 Combined Cycle Power Plant,Local Natural Gas,Operational,2018,Dong Nai,750
Nhon Trach 5 Combined Cycle Power Plant,Local Natural Gas,Approved/Permitting,,Dong Nai,750
Phu My 1 Thermal Power Plant,Local Natural Gas,Operational,1999,Ba Ria - Vung Tau,390
Phu My 2.1 & 2.2 Combined Cycle Power Plant,Local Natural Gas,Operational,2004/2006,Ba Ria - Vung Tau,1150
