name,fuel,status,cod,province,capacity_mwe
Pha Lai 1,Coal,Operational,1996,Hai Duong,440
Pha Lai 2,Coal,Operational,2001,Hai Duong,600
Uong Bi,Coal,Operational,2005,Quang Ninh,440
Ninh Binh,Coal,Operational,1997,Ninh Binh,400
Cao Ngan,Coal,Operational,2005,Thai Nguyen,150
Mai Pha,Coal,Operational,2006,Quang Ninh,330
Cam Pha,Coal,Operational,2008,Quang Ninh,600
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1000
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1240
Vung Ang 1,Coal,Operational,2014,Ha Tinh,1200
Cong Thanh,Coal,Operational,2014,Thanh Hoa,600
Duyen Hai 1 (Tra Vinh),Coal,Operational,2015,Tra Vinh,1240
Duyen Hai 2,Coal,Operational,2017,Tra Vinh,1230
Duyen Hai 3,Coal,Operational,2018,Tra Vinh,1240
Vinh Tan 1,Coal,Operational,2015,Binh Thuan,1240
Vinh Tan 2,Coal,Operational,2018,Binh Thuan,1240
Vinh Tan 4,Coal,Operational,2021,Binh Thuan,1800
Thai Binh 1,Coal,Operational,2018,Thai Binh,600
Tra Vinh 1,Coal,Operational,2019,Tra Vinh,1240
Quang Ninh 1,Coal,Operational,2020,Quang Ninh,1200
Song Hau 1,Coal,Operational,2020,Hau Giang,1200
Quynh Luong 1,Coal,Operational,2018,Quang Binh,1200
Quang Trach 1,Coal,Operational,2021,Quang Binh,1200
Duyen Hai 3 Extension,Coal,Operational,2022,Tra Vinh,660
Quynh Luong 2,Coal,Under Construction,2026,Quang Binh,1200
Quang Trach 2,Coal,Under Construction,2026,Quang Binh,1200
Song Hau 2,Coal,Under Construction,2026,Hau Giang,1200
Ba Ria,Local natural gas,Operational,1999,Ba Ria - Vung Tau,481
Phu My 1,Local natural gas,Operational,2000,Ba Ria - Vung Tau,1090
Phu My 2.1,Local natural gas,Operational,2003,Ba Ria - Vung Tau,560
Phu My 2.2,Local natural gas,Operational,2003,Ba Ria - Vung Tau,660
Phu My 3,Local natural gas,Operational,2004,Ba Ria - Vung Tau,719
Phu My 4,Local natural gas,Operational,2005,Ba Ria - Vung Tau,450
Nhon Trach 1,Local natural gas,Operational,2004,Dong Nai,450
Nhon Trach 2,Local natural gas,Operational,2011,Dong Nai,750
Ca Mau 1,Local natural gas,Operational,2007,Ca Mau,720
Ca Mau 2,Local natural gas,Operational,2008,Ca Mau,720
Duyen Hai 1 (Ca Mau),Local natural gas,Operational,2012,Ca Mau,330
O Mon 1,Local natural gas,Operational,2003,Can Tho,260
O Mon 2,Local natural gas,Operational,2004,Can Tho,260
Thu Duc,Local natural gas,Operational,1997,Ho Chi Minh City,194
Nhon Trach 3,Imported LNG,Under Construction,2025,Dong Nai,750
Nhon Trach 4,Imported LNG,Planned,2026,Dong Nai,750
Thai Binh 2 (LNG conversion),Imported LNG,Planned,2028,Thai Binh,1200
Long Phu 1 (LNG conversion),Imported LNG,Planned,2028,Soc Trang,1200
O Mon 3 (LNG conversion),Imported LNG,Planned,2028,Can Tho,1050
O Mon 4 (LNG conversion),Imported LNG,Planned,2028,Can Tho,1050
Bac Lieu LNG,Imported LNG,Planned,2030,Bac Lieu,3400
Son My 1,Imported LNG,Planned,2030,Binh Thuan,2000
Son My 2,Imported LNG,Planned,2030,Binh Thuan,2000
Hai Lang,Imported LNG,Planned,2030,Quang Tri,1500
Kien Luong,Coal,Cancelled,-,Kien Giang,5200
Phuoc Dinh,Coal,Cancelled,-,Ninh Thuan,1320
Vinh Tan 3,Coal,Cancelled,-,Binh Thuan,1980
