name,fuel,status,cod,province,capacity_mwe
Vinh Tan 1,Coal,Operational,2019,Binh Thuan,1200
Vinh Tan 2,Coal,Operational,2014,Binh Thuan,600
Vinh Tan 3,Coal,Under Construction,2024,Binh Thuan,1980
Vinh Tan 4,Coal,Operational,2019,Binh Thuan,600
Vinh Tan 4 Open Cycle,Coal,Operational,2020,Binh Thuan,200
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1080
Mong Duong 2,Coal,Operational,2018,Quang Ninh,1080
Cong Thanh,Coal,Operational,2017,Ninh Thuan,600
Duyen Hai 1,Coal,Operational,2015,Tra Vinh,1200
Duyen Hai 2,Coal,Operational,2016,Tra Vinh,600
Duyen Hai 3,Coal,Operational,2016,Tra Vinh,600
Duyen Hai 3 Open Cycle,Coal,Operational,2017,Tra Vinh,200
Nghi Son 1,Coal,Operational,2014,Thanh Hoa,600
Nghi Son 2,Coal,Operational,2020,Thanh Hoa,1200
Hai Phong,Coal,Operational,2017,Hai Phong,600
Cao Son,Coal,Operational,2010,Quang Ninh,600
Thuan An,Coal,Operational,2012,Thua Thien Hue,400
Hoi Xuan,Coal,Operational,2016,Thanh Hoa,600
Son Dong,Coal,Operational,2017,Bac Giang,1320
Quang Trach 1,Coal,Under Construction,2023,Quang Binh,1200
Quang Trach 2,Coal,Planned,2027,Quang Binh,1200
Long Phu 1,Coal,Under Construction,2024,Soc Trang,1320
Long Phu 2,Coal,Planned,2030,Soc Trang,1320
Na Duong,Coal,Operational,2009,Lang Son,100
Phan Thiet,Coal,Operational,2020,Binh Thuan,600
Thu Duc,Local Natural Gas,Operational,1999,Ho Chi Minh City,393
Phu My 1,Local Natural Gas,Operational,2000,Ba Ria - Vung Tau,437
Phu My 2,Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,437
Phu My 3,Local Natural Gas,Operational,2006,Ba Ria - Vung Tau,720
Nhon Trach 1,Local Natural Gas,Operational,2007,Dong Nai,750
Nhon Trach 2,Local Natural Gas,Operational,2010,Dong Nai,750
Ba Ria,Local Natural Gas,Operational,2008,Ba Ria - Vung Tau,249
Ca Mau,Local Natural Gas,Operational,2008,Ca Mau,300
Binh Phu,Local Natural Gas,Operational,2011,Binh Phuoc,450
Mien Trung,Local Natural Gas,Operational,2012,Quang Nam,150
Bao Thang,Local Natural Gas,Operational,2014,Lao Cai,49
Cam Pha,Local Natural Gas,Operational,2015,Quang Ninh,150
Dien Luc Tri An,Local Natural Gas,Operational,2015,Dong Nai,150
Phu My 4,Local Natural Gas,Operational,2016,Ba Ria - Vung Tau,750
Quy Nhon,Local Natural Gas,Operational,2017,Binh Dinh,135
PV Gas South,Local Natural Gas,Operational,2017,Dong Nai,450
Hiep Phuoc 1,Local Natural Gas,Operational,2018,Ho Chi Minh City,800
Hua Na,Local Natural Gas,Operational,2019,Binh Thuan,40
Nam Dinh,Local Natural Gas,Operational,2020,Nam Dinh,150
Petro Vietnam Power Nhon Trach 3 & 4,Local Natural Gas,Under Construction,2024,Dong Nai,1500
Petro Vietnam Power Nhon Trach 3 & 4 Combined Cycle,Local Natural Gas,Under Construction,2025,Dong Nai,750
Petro Vietnam Power Nhon Trach 3 & 4 Open Cycle,Local Natural Gas,Under Construction,2024,Dong Nai,750
Son My 1,Imported LNG,Planned,2026,Binh Thuan,2200
Son My 2,Imported LNG,Planned,2027,Binh Thuan,2000
Bac Lieu,Imported LNG,Planned,2025,Bac Lieu,3200
Hiep Phuoc Gas Power Plant,Imported LNG,Planned,2026,Ho Chi Minh City,1200
Nhon Trach 5,Imported LNG,Planned,2028,Dong Nai,750
