name,fuel,status,cod,province,capacity_mwe
Duyen Hai 3,Coal,Operational,2016,Kien Giang,1245
Duyen Hai 2,Coal,Operational,2017,Tra Vinh,1320
Long Phu 1,Coal,Under Construction,2025,Soc Trang,1200
Van Phong 1,Coal,Operational,2021,Khanh Hoa,1320
Nghi Son 2,Coal,Operational,2022,Thanh Hoa,1320
Quang Trach 1,Coal,Under Construction,2025,Quang Binh,1200
Vinh Tan 4,Coal,Operational,2019,Binh Thuan,1320
Vinh Tan 4 Extension,Coal,Operational,2021,Binh Thuan,600
Son Dong 1 & 2,Coal,Operational,2020-2021,Bac Giang,440
An Khanh - Bac Giang,Coal,Operational,2022,Bac Giang,300
Mong Duong 1,Coal,Operational,2015,Quang Ninh,1080
Mong Duong 2,Coal,Operational,2015,Quang Ninh,1400
Hai Phong 1,Coal,Operational,2011-2013,Hai Phong,1200
Hai Phong 2,Coal,Operational,2014-2015,Hai Phong,1200
Cam Pha,Coal,Operational,2010,Quang Ninh,880
Uong Bi Extension,Coal,Operational,2012,Quang Ninh,600
Phu My 1,Local Natural Gas,Operational,2003,Ba Ria - Vung Tau,1100
Phu My 2-1,Local Natural Gas,Operational,1995,Ba Ria - Vung Tau,450
Phu My 2-2,Local Natural Gas,Operational,1996,Ba Ria - Vung Tau,400
Phu My 4,Local Natural Gas,Operational,2004,Ba Ria - Vung Tau,954
Phu My 3,Local Natural Gas,Operational,2008,Ba Ria - Vung Tau,715
Ca Mau 1 & 2,Local Natural Gas,Operational,2008,Ca Mau,1500
O Mon,Local Natural Gas,Operational,2011-2020,Can Tho,660
Nhon Trach 1,Local Natural Gas,Operational,2009,Dong Nai,450
Nhon Trach 2,Local Natural Gas,Operational,2010,Dong Nai,750
Hiep Hoa,Imported LNG,Planned,2029,Bac Giang,1600
Nhon Trach 3 & 4,Imported LNG,Under Construction,2024-2025,Dong Nai,1500
Thai Binh 2,Coal,Operational,2022,Thai Binh,1200
Quang Ninh 1 & 2,Coal,Operational,2014-2015,Quang Ninh,1200
Vung Ang 1,Coal,Operational,2015,Ha Tinh,1320
Vung Ang 2,Coal,Under Construction,2026,Ha Tinh,1320
