name,fuel,status,cod,province,capacity_mwe
Pha Lai 1,Coal,Operating,1983 (Rehab 2000),Hai Duong,440
Pha Lai 2,Coal,Operating,2001,Hai Duong,600
Uong Bi 1,Coal,Operating,1975 (Rehab 2007),Quang Ninh,300
Uong Bi 2,Coal,Operating,2007,Quang Ninh,300
Cam Pha,Coal,Operating,1986 (Rehab 2000s),Quang Ninh,340
Quang Ninh,Coal,Operating,2009-2014,Quang Ninh,1200
Mong Duong 1,Coal,Operating,2015,Quang Ninh,1080
Mong Duong 2,Coal,Operating,2015,Quang Ninh,1200
Hai Duong (BOT Anh),Coal,Operating,2020,Hai Duong,1200
Thai Binh 1,Coal,Operating,2018,Thai Binh,300
Thai Binh 2,Coal,Operating,2022,Thai Binh,600
Nghi Son 1,Coal,Operating,2013,Thanh Hoa,600
Nghi Son 2 (Marubeni),Coal,Operating,2022,Thanh Hoa,1200
Vung Ang 1,Coal,Operating,2018,Ha Tinh,1200
Vung Ang 2,Coal,Under Construction (Delayed),2026-2027,Ha Tinh,1200
Duyen Hai 1,Coal,Operating,2015,Tra Vinh,1245
Duyen Hai 3 Mekong,Coal,Planned/Suspended,Indefinite,Tra Vinh,660
Vinh Tan 1 (BOT China),Coal,Operating,2018,Binh Thuan,1200
Vinh Tan 2,Coal,Operating,2014,Binh Thuan,1244
Vinh Tan 4,Coal,Operating,2019,Binh Thuan,1200
Vinh Tan 4 Expansion,Coal,Operating,2019,Binh Thuan,600
Song Hau 1,Coal,Operating,2021-2022,Hau Giang,1200
Song Hau 2,Coal,Planned/Suspended,Indefinite,Hau Giang,2000
Long Phu 1,Coal,Under Construction (Delayed),2025-2026,Soc Trang,1200
Long Phu 2,Coal,Planned/Suspended (Converted to LNG),N/A,Soc Trang,1200
Long Phu 3,Coal,Planned/Suspended,Indefinite,Soc Trang,1200
Quang Trach 1,Coal,Under Construction,2025,Quang Binh,1200
Quang Trach 2,Coal,Construction Preparation,2028,Quang Binh,1200
Van Phong 1 (Sumitomo),Coal,Under Construction,2026,Khanh Hoa,1320
Phu My 1 (Ky Lua),Natural Gas,Operating,2004,Ba Ria-Vung Tau,1000
Phu My 2.1,Natural Gas,Operating,2000,Ba Ria-Vung Tau,720
Phu My 2.2,Natural Gas,Operating,2004,Ba Ria-Vung Tau,750
Phu My 3,Natural Gas,Operating,2004,Ba Ria-Vung Tau,717
Phu My 4,Natural Gas,Operating,2005,Ba Ria-Vung Tau,450
Nhon Trach 1,Natural Gas,Operating,2009,Dong Nai,450
Nhon Trach 2,Natural Gas,Operating,2011,Dong Nai,750
O Mon 1,Natural Gas,Operating,2010,Can Tho,660
O Mon 2,Natural Gas,Planned/Suspended (Converted to LNG),2027,Can Tho,660
Ca Mau 1,Natural Gas,Operating,2008,Ca Mau,750
Ca Mau 2,Natural Gas,Operating,2008,Ca Mau,750
Dung Quat Block B (Gas),Natural Gas,Construction Preparation,2026,Quang Ngai,2025
Nhon Trach 3,LNG,Under Construction,2025,Dong Nai,750
Nhon Trach 4,LNG,Under Construction,2026,Dong Nai,750
Son My 1 (BOT),LNG,Under Construction,2027,Binh Thuan,1500
Son My 2,LNG,Construction Preparation,2028,Binh Thuan,1500
Bac Lieu (Phase 1),LNG,Under Construction (Delayed),2025-2026,Bac Lieu,1500
Bac Lieu (Phase 2),LNG,Planned,2028,Bac Lieu,1500
Hai Lang (Quang Tri),LNG,Construction Preparation,2026,Quang Tri,1500
Ca Mau 3,LNG,Construction Preparation,2029,Ca Mau,1500
Long An I,LNG,Construction Preparation,2027,Long An,1500
Long An II,LNG,Planned,2028,Long An,1500
O Mon 3,LNG,Construction Preparation,2026,Can Tho,1000
O Mon 4,LNG,Planned,2027,Can Tho,1000
Cai Mep Ha Thanh,LNG,Planned,2029,Ba Ria-Vung Tau,1500
Go Gia,LNG,Planned,2030,Ba Ria-Vung Tau,1500
Chan May LNG,LNG,Planned,2029,Thua Thien Hue,1500
Dung Quat LNG,LNG,Planned,2029,Quang Ngai,1500
Vung Ang 3 LNG,LNG,Planned,2029,Ha Tinh,1500
