name,fuel,status,cod,province,capacity_mwe
Nhơn Trạch 1,C,Operational,2010,Hà Tĩnh,1022
Nhơn Trạch 2,C,Operational,2013,Hà Tĩnh,1022
Duyen Hai 1,C,Operational,2012,Tiền Giang,578
Duyen Hai 2,C,Operational,2013,Tiền Giang,578
HảiPhòng,C,Operational,2017,Hải Phòng,578
Phu My 1,C,Operational,1996,Bà Rịa-Vũng Tàu,476
Phu My 2,C,Operational,1999,Bà Rịa-Vũng Tàu,476
Phu My 3,C,Operational,2008,Bà Rịa-Vũng Tàu,913
Phu My 4,C,Operational,2012,Bà Rịa-Vũng Tàu,913
Nghi Sơn 1,LN,Operational,2017,Thanh Hóa,618
Nghi Sơn 2,LN,Operational,2017,Thanh Hóa,618
Binh Phuoc 1-2,C,Planned,2026,Bình Phước,800
Vinh Tan 4,C,,Planned,2023,0
Bac Lieu LNG,LN,,Planned,2025,0
Long Phu 3,C,,Planned,2025,0
Quy Nhon LNG,LN,Planned,2026,Bình Định,1500
